Operation_ID,Date_ID,Region_ID,Department_ID,Operational_Cost,Delay_Time,Efficiency_Score
3926,20240626,2,11,17260,20,78
3927,20221109,6,4,2684,0,60
3928,20230705,7,8,24632,42,83
3929,20220323,1,8,8214,9,97
3930,20210615,7,4,20177,37,66
3931,20220704,2,12,7567,21,94
3932,20240407,4,13,4721,42,91
3933,20230923,6,15,23491,30,77
3934,20210128,3,9,2804,6,95
3935,20230712,4,5,18596,8,80
3936,20210329,6,5,6995,19,83
3937,20231226,1,4,3596,28,66
3938,20211026,4,10,20941,9,62
3939,20251208,2,6,13460,27,86
3940,20241120,1,10,6684,33,72
3941,20210109,6,15,3391,14,81
3942,20220507,1,15,4159,6,96
3943,20221211,7,13,9178,21,62
3944,20210412,7,4,16825,39,62
3945,20210220,4,15,13718,21,67
3946,20250430,5,11,17248,23,78
3947,20250919,2,7,13371,9,73
3948,20210923,5,7,11210,40,64
3949,20250702,6,3,8734,4,80
3950,20240605,7,5,23147,5,83
3951,20240313,1,7,20971,21,90
3952,20210410,6,11,19504,16,68
3953,20211009,2,5,10814,1,79
3954,20220201,3,5,9608,2,66
3955,20220606,5,12,10958,28,89
3956,20240928,2,11,7105,14,73
3957,20210401,6,7,14131,17,80
3958,20241214,2,7,14798,11,91
3959,20240108,7,9,20307,23,99
3960,20230607,6,15,6802,20,73
3961,20210324,7,11,3608,43,91
3962,20210804,4,9,2639,32,88
3963,20220926,1,8,20922,42,82
3964,20240129,6,4,22972,13,87
3965,20240731,7,7,20350,2,80
3966,20230528,1,9,12075,24,78
3967,20230625,5,10,5104,26,64
3968,20230822,6,11,19254,16,85
3969,20250526,2,3,3352,40,90
3970,20230705,4,12,23582,38,86
3971,20210225,5,11,9565,32,99
3972,20231208,3,7,20981,32,68
3973,20250112,3,3,5543,13,75
3974,20250703,1,14,6161,39,80
3975,20220608,1,15,6875,4,87
3976,20240724,5,15,4548,13,63
3977,20240727,4,6,13536,2,75
3978,20230713,3,4,22676,18,69
3979,20230121,5,11,17418,1,67
3980,20230430,3,8,5438,9,89
3981,20221005,6,2,21081,38,89
3982,20241010,5,9,23499,20,67
3983,20230710,6,3,11064,10,70
3984,20240828,2,12,15352,43,67
3985,20240415,1,3,16077,10,77
3986,20230220,5,15,9825,7,74
3987,20220307,3,15,24938,29,93
3988,20250921,7,4,24745,6,93
3989,20250902,7,12,13395,10,84
3990,20240203,2,5,15831,16,92
3991,20250109,3,8,24082,44,67
3992,20251218,3,11,9236,43,79
3993,20240805,1,6,2900,7,82
3994,20240728,6,11,9246,27,75
3995,20220616,2,5,17910,18,73
3996,20250308,4,7,11659,38,92
3997,20240819,6,3,9823,26,91
3998,20210814,1,7,11640,30,90
3999,20230524,7,14,20522,6,62
4000,20250819,1,2,13492,39,77
4001,20250410,2,1,23550,46,60
4002,20250510,3,7,16542,45,99
4003,20220329,6,6,2845,10,96
4004,20210715,7,3,3711,4,92
4005,20250324,2,14,11190,37,98
4006,20241118,7,14,8991,6,63
4007,20221206,3,12,18344,41,75
4008,20221128,4,2,3232,2,99
4009,20220123,5,2,21665,7,97
4010,20210716,7,14,13051,41,60
4011,20210108,7,12,11917,38,96
4012,20221027,2,13,12707,26,98
4013,20250209,2,2,15745,38,84
4014,20230310,3,15,5978,12,97
4015,20210925,5,8,7947,25,89
4016,20250422,2,12,5020,34,87
4017,20220523,5,4,21254,42,91
4018,20250819,4,3,20855,16,91
4019,20221025,4,3,3786,15,85
4020,20220605,4,10,20362,10,72
4021,20210624,6,13,6678,1,82
4022,20220925,2,10,10388,5,63
4023,20250108,3,10,5871,12,61
4024,20250419,2,4,4680,20,88
4025,20220914,7,14,10847,24,78
4026,20211013,3,14,3883,6,80
4027,20210819,2,7,10807,5,94
4028,20230923,5,9,3615,25,98
4029,20210713,7,7,7204,31,64
4030,20211210,6,12,10237,11,95
4031,20230321,5,12,17203,34,99
4032,20240424,7,15,24009,31,78
4033,20210328,5,11,13478,44,99
4034,20241220,5,8,19100,10,68
4035,20220425,6,1,18201,30,75
4036,20230309,5,8,4287,11,81
4037,20211207,4,8,16134,46,79
4038,20251215,3,12,12769,4,82
4039,20231122,4,13,24658,40,81
4040,20210903,2,2,3514,16,91
4041,20230123,4,4,22944,6,68
4042,20250709,4,3,20993,44,71
4043,20230702,1,4,13188,31,89
4044,20231202,7,9,18229,18,66
4045,20250511,6,15,23220,7,99
4046,20240909,2,5,15256,34,68
4047,20231204,5,3,23682,45,83
4048,20251113,3,13,9037,8,68
4049,20220217,5,3,9234,31,73
4050,20231106,1,15,2569,6,94
4051,20220102,6,9,19183,21,75
4052,20240325,1,13,2796,39,79
4053,20250425,4,11,2970,41,79
4054,20211218,3,8,17535,24,73
4055,20231123,6,2,13342,23,94
4056,20250722,3,7,13865,22,81
4057,20231017,5,1,14796,5,91
4058,20210706,4,10,9684,13,89
4059,20230724,5,15,21739,20,72
4060,20211109,7,5,22921,13,91
4061,20230710,1,6,22185,47,67
4062,20240823,7,8,6190,1,73
4063,20230913,6,8,17005,47,75
4064,20230120,2,14,3572,26,86
4065,20250709,2,1,15423,28,81
4066,20250606,1,8,2814,3,71
4067,20230221,1,3,7918,22,73
4068,20220521,2,13,17306,35,73
4069,20230606,2,3,20447,46,91
4070,20220814,2,4,13745,16,72
4071,20230902,4,7,17534,35,87
4072,20250119,5,15,21343,27,69
4073,20240201,2,1,7678,13,69
4074,20221118,2,8,8834,35,94
4075,20220428,3,9,24008,43,61
4076,20251115,3,14,9418,20,83
4077,20210517,1,12,20185,36,61
4078,20240228,5,8,15740,32,75
4079,20230225,7,11,16856,35,91
4080,20220521,7,15,11489,11,82
4081,20250101,1,9,19648,13,74
4082,20251102,6,13,22223,24,83
4083,20241207,6,14,20759,27,94
4084,20230507,4,3,17979,47,66
4085,20240310,5,11,15417,24,89
4086,20220913,5,5,17861,43,80
4087,20220426,2,1,7981,30,81
4088,20250928,7,5,10917,19,99
4089,20230403,2,7,19848,41,97
4090,20220503,1,5,18337,39,77
4091,20230326,7,10,24692,18,63
4092,20230302,2,6,20468,27,88
4093,20220722,4,2,18273,2,60
4094,20231019,1,5,15799,39,61
4095,20240707,6,10,21616,23,80
4096,20220729,4,1,3570,28,98
4097,20230212,7,10,3421,36,84
4098,20210422,6,12,19869,5,77
4099,20210106,7,7,11427,12,84
4100,20240613,2,6,11798,29,95
4101,20221130,4,12,4063,11,74
4102,20210304,1,9,3697,27,72
4103,20250419,6,2,17897,12,96
4104,20211128,6,11,16658,35,76
4105,20211111,3,3,12409,28,92
4106,20240220,2,9,12546,45,69
4107,20250323,4,6,22657,41,97
4108,20221209,4,8,17464,11,65
4109,20240824,2,13,6962,30,60
4110,20210330,5,8,23719,23,81
4111,20241027,1,12,13583,37,88
4112,20211208,6,3,15375,22,94
4113,20240510,1,13,6008,41,68
4114,20210918,3,2,6905,32,94
4115,20230731,1,7,11168,34,69
4116,20230327,5,13,17363,10,83
4117,20250925,3,13,13161,21,87
4118,20210212,6,1,2055,36,81
4119,20210409,2,3,14022,4,86
4120,20240420,2,10,5278,34,94
4121,20220416,2,4,5230,23,61
4122,20240925,2,9,9465,25,64
4123,20250826,5,10,10067,43,94
4124,20221103,2,10,8724,10,85
4125,20240604,7,14,2963,23,65
4126,20240228,2,9,16580,46,86
4127,20241023,1,4,19274,18,80
4128,20210821,3,4,24760,5,61
4129,20240918,2,12,15080,28,77
4130,20210711,4,9,5339,26,71
4131,20210806,4,9,16955,20,97
4132,20250610,6,5,23592,34,90
4133,20220515,1,2,14361,9,87
4134,20251021,2,7,11914,15,96
4135,20231012,1,13,7092,6,90
4136,20241022,6,2,3676,11,86
4137,20220317,1,5,23653,10,82
4138,20240118,2,15,17950,22,65
4139,20231124,4,9,19709,10,62
4140,20241018,2,4,8589,28,86
4141,20210717,1,13,14789,43,82
4142,20240522,5,11,21448,26,65
4143,20211016,7,14,9814,28,75
4144,20250717,7,8,17993,44,68
4145,20220704,6,1,3450,40,75
4146,20221122,2,4,11335,38,85
4147,20230216,6,9,8443,40,65
4148,20230126,1,8,19106,0,63
4149,20250810,4,7,11842,36,73
4150,20221227,6,10,21626,25,73
4151,20251109,1,4,19798,45,87
4152,20230102,6,13,5292,15,60
4153,20211031,7,8,17120,35,62
4154,20250620,6,7,9654,15,90
4155,20251116,3,8,22952,17,67
4156,20210811,7,11,3829,18,72
4157,20210802,6,5,4012,9,79
4158,20240907,3,15,10843,9,85
4159,20220110,3,9,9036,8,80
4160,20231016,3,1,22320,10,73
4161,20230102,6,15,13629,32,85
4162,20240429,1,1,16892,42,67
4163,20241120,7,9,11355,17,97
4164,20241001,7,1,12425,37,77
4165,20240826,2,11,11562,45,64
4166,20210506,7,4,8997,7,86
4167,20220525,5,5,14832,20,88
4168,20211119,3,15,21401,21,94
4169,20240603,1,12,3499,33,93
4170,20220306,4,3,9265,44,91
4171,20250703,2,1,20078,13,87
4172,20241005,1,1,4772,40,63
4173,20220819,7,3,4417,6,84
4174,20210515,3,9,15047,29,92
4175,20220814,3,14,10708,40,83
4176,20220910,5,6,24910,11,70
4177,20230803,2,11,18442,31,88
4178,20230927,1,10,21759,46,90
4179,20250511,2,10,22820,4,85
4180,20251227,4,11,9954,27,60
4181,20250527,7,11,14833,31,81
4182,20220109,3,3,8802,38,88
4183,20221209,2,6,16001,26,94
4184,20220105,1,14,3471,15,97
4185,20210227,4,10,19910,2,82
4186,20220522,6,8,10219,19,84
4187,20210512,5,14,13657,7,97
4188,20210831,6,15,21337,27,86
4189,20230723,3,3,24063,6,69
4190,20250421,6,6,20025,9,89
4191,20251217,7,2,14851,46,80
4192,20240910,3,6,5430,3,61
4193,20230130,5,5,23150,45,74
4194,20241026,3,15,7150,20,80
4195,20220307,3,12,20524,31,84
4196,20240619,1,5,10862,40,63
4197,20230701,5,4,7006,1,97
4198,20221211,7,2,13121,30,84
4199,20210227,1,10,13208,28,99
4200,20210531,7,7,24041,9,68
4201,20240911,5,2,23347,7,83
4202,20231118,5,6,19193,46,99
4203,20210607,1,3,22258,46,70
4204,20240324,2,1,13159,6,91
4205,20250914,4,13,6895,15,93
4206,20220809,7,4,8796,27,97
4207,20240128,2,11,5379,8,98
4208,20241021,3,3,20833,5,69
4209,20240524,3,9,12762,46,91
4210,20250909,3,9,7128,12,60
4211,20240915,3,6,2639,25,69
4212,20251013,2,3,12124,17,88
4213,20250331,3,12,7041,42,93
4214,20241122,2,12,15737,40,76
4215,20250116,2,14,13827,14,73
4216,20241015,1,7,6173,43,94
4217,20230630,2,6,8015,25,72
4218,20240729,5,2,19132,6,94
4219,20220521,1,15,17597,46,67
4220,20220409,7,9,14725,12,72
4221,20230816,6,13,7719,25,65
4222,20230826,6,8,2665,40,90
4223,20250908,7,5,17341,18,93
4224,20210227,6,15,18409,14,87
4225,20210412,6,6,19945,30,75
4226,20210723,2,1,16485,14,85
4227,20230615,4,11,3113,16,84
4228,20240801,3,10,17525,28,72
4229,20240922,4,12,7625,11,66
4230,20211110,1,6,12810,35,92
4231,20210723,3,5,10495,11,97
4232,20221110,2,7,6024,42,90
4233,20230429,7,14,22580,1,69
4234,20220103,6,4,16495,8,65
4235,20211203,6,8,4160,37,92
4236,20240208,4,5,3194,1,92
4237,20210715,5,15,5413,34,60
4238,20220109,2,15,8965,36,87
4239,20240926,4,9,12249,1,70
4240,20240723,2,10,13011,16,96
4241,20231129,4,14,10475,31,87
4242,20251228,3,7,14242,34,98
4243,20231026,3,4,7933,37,60
4244,20230807,3,10,7660,15,61
4245,20241105,6,6,21093,45,95
4246,20240430,4,9,11001,34,60
4247,20210613,5,10,17547,31,61
4248,20240914,6,8,15734,0,67
4249,20220601,6,8,3694,36,82
4250,20211202,4,7,5139,16,84
4251,20241109,6,11,11297,11,67
4252,20221029,3,5,23652,17,70
4253,20220428,6,12,22922,15,77
4254,20221209,1,5,12209,7,88
4255,20230527,5,5,22135,41,77
4256,20230401,2,14,15354,0,72
4257,20240817,5,11,20074,40,75
4258,20220519,7,4,20396,28,60
4259,20231130,7,9,12395,27,65
4260,20231018,4,11,2458,13,68
4261,20211127,4,4,9413,29,93
4262,20250830,5,6,2365,43,65
4263,20241228,6,3,2409,45,78
4264,20231207,6,8,19151,4,68
4265,20250622,7,10,2405,23,75
4266,20240112,5,12,23283,22,79
4267,20230317,3,2,24682,30,66
4268,20221004,1,13,6653,38,98
4269,20230212,5,10,11589,27,72
4270,20230415,3,1,3220,20,78
4271,20220830,7,12,13291,41,96
4272,20220810,1,14,18820,41,92
4273,20210409,2,5,22343,39,87
4274,20230801,6,13,10601,36,96
4275,20220810,5,5,13950,42,95
4276,20210227,6,9,6361,41,81
4277,20230509,1,3,11644,36,66
4278,20221216,3,7,21165,27,91
4279,20230605,1,4,12408,14,72
4280,20211104,1,8,10401,15,66
4281,20210702,7,2,12919,47,80
4282,20250330,2,2,9385,41,93
4283,20231120,5,6,21172,5,74
4284,20251013,4,9,24967,12,87
4285,20230517,4,11,6798,10,94
4286,20250320,6,11,12455,30,62
4287,20240724,3,4,10056,45,67
4288,20250602,7,9,13916,15,72
4289,20250602,6,11,13981,45,89
4290,20230602,6,11,21515,38,89
4291,20210126,5,15,22442,36,74
4292,20241127,2,6,21383,38,92
4293,20210430,5,8,9611,38,73
4294,20221215,6,12,3038,2,74
4295,20241016,4,3,11163,24,68
4296,20230429,4,15,10177,17,96
4297,20210705,7,8,17106,25,77
4298,20251207,4,6,22592,26,70
4299,20250512,4,4,4938,18,75
4300,20250930,1,8,15496,18,94
4301,20231026,2,8,16261,22,84
4302,20250914,6,10,5389,15,90
4303,20240915,7,14,6822,46,98
4304,20240729,1,13,8297,44,64
4305,20211008,1,4,11254,17,87
4306,20230520,4,15,6521,37,89
4307,20251204,1,8,23199,38,83
4308,20251030,7,2,14754,47,77
4309,20210308,3,7,17340,19,84
4310,20210417,5,8,18802,39,95
4311,20220412,7,11,13064,47,77
4312,20250427,6,2,14940,30,65
4313,20220107,4,13,11038,29,78
4314,20250818,3,5,19967,44,72
4315,20231201,2,8,2334,6,86
4316,20240420,5,14,14697,40,80
4317,20210706,6,15,6901,45,83
4318,20250523,5,7,9563,2,70
4319,20231217,7,14,11298,11,73
4320,20230318,1,1,7905,31,60
4321,20241211,4,4,19734,47,89
4322,20250923,3,2,4307,22,68
4323,20220903,7,2,24002,44,66
4324,20211022,2,1,8052,31,60
4325,20250618,2,8,20079,45,90
4326,20250731,1,3,5535,2,94
4327,20220213,7,1,20907,17,68
4328,20211217,7,1,24650,47,91
4329,20210811,7,4,11052,44,74
4330,20230605,6,1,11046,10,66
4331,20240706,1,10,7991,28,87
4332,20240716,4,9,16203,32,84
4333,20210930,7,11,13019,6,68
4334,20250218,2,3,19429,24,89
4335,20251114,6,5,19358,46,93
4336,20240512,4,10,8630,46,99
4337,20220728,3,8,23345,44,82
4338,20240807,7,6,24408,33,79
4339,20251011,2,10,12196,8,79
4340,20220105,2,7,20478,3,89
4341,20220903,6,15,4418,36,60
4342,20241221,4,4,16113,33,87
4343,20210518,1,13,9205,36,61
4344,20240723,3,9,17544,18,63
4345,20250512,3,2,23157,9,94
4346,20251002,1,3,18608,21,63
4347,20211014,5,5,11221,43,73
4348,20240407,5,1,16613,30,87
4349,20210205,4,8,21325,28,65
4350,20210317,7,12,11913,0,81
4351,20221127,5,10,9918,5,91
4352,20250429,7,14,17182,10,79
4353,20231009,7,9,21611,0,84
4354,20250910,1,4,8996,19,89
4355,20220920,6,8,17989,10,95
4356,20251016,4,14,19840,9,86
4357,20211006,2,2,21529,32,61
4358,20210209,1,4,20583,12,66
4359,20240703,6,14,11035,14,80
4360,20240401,2,2,16879,18,85
4361,20250719,1,14,23981,13,90
4362,20250415,4,3,18282,36,94
4363,20210218,4,4,18582,19,81
4364,20230320,4,15,21715,33,73
4365,20240922,1,6,18661,36,68
4366,20240817,5,5,12403,0,89
4367,20211030,5,1,15277,24,85
4368,20241021,3,2,22467,2,61
4369,20210212,6,14,9415,17,76
4370,20250612,5,5,4203,8,97
4371,20240113,2,5,22348,14,62
4372,20230425,1,6,11599,37,76
4373,20251012,2,13,11340,34,72
4374,20240214,5,13,14352,40,94
4375,20220816,7,11,16832,42,92
4376,20240224,2,13,22479,28,90
4377,20240523,2,1,9107,19,82
4378,20250920,1,9,10421,25,60
4379,20220310,5,2,13703,8,64
4380,20220315,7,13,20904,20,63
4381,20210321,5,9,19248,6,75
4382,20241103,5,8,8551,47,81
4383,20211030,4,1,13023,43,96
4384,20220415,1,10,15798,22,81
4385,20230912,7,7,11343,25,87
4386,20250915,6,15,15708,39,89
4387,20230314,6,11,10650,20,89
4388,20211115,1,14,23217,39,88
4389,20230514,5,8,24862,32,97
4390,20240219,7,14,16701,16,99
4391,20221127,6,15,11389,33,64
4392,20210930,7,13,19094,1,68
4393,20220105,2,4,7402,15,82
4394,20211125,4,1,11450,22,80
4395,20221025,6,9,16947,43,86
4396,20240830,5,10,23959,8,88
4397,20240611,6,12,18224,15,78
4398,20220110,5,10,8811,3,65
4399,20220813,3,7,22690,9,98
4400,20240314,4,5,16636,38,93
4401,20251009,3,8,10393,16,96
4402,20211124,5,10,6109,31,99
4403,20220809,4,13,6458,41,81
4404,20241226,6,1,13278,24,98
4405,20211005,5,15,4049,15,72
4406,20210905,7,14,7187,14,93
4407,20220416,2,12,9468,7,62
4408,20230501,4,14,4552,44,72
4409,20240611,7,15,9180,22,88
4410,20250302,1,9,12756,4,76
4411,20240405,5,13,16335,6,87
4412,20251027,4,12,18172,30,65
4413,20230517,7,8,23403,25,99
4414,20250422,7,12,5354,22,75
4415,20230602,2,4,8945,25,80
4416,20220607,2,11,22445,19,73
4417,20221208,7,11,22705,7,85
4418,20210414,2,14,23416,1,95
4419,20251025,1,7,17068,17,94
4420,20220128,6,6,16089,16,77
4421,20220618,3,7,12252,23,73
4422,20220105,3,1,6893,11,80
4423,20210913,1,14,8807,36,98
4424,20231021,7,2,8777,20,77
4425,20220507,7,12,16305,3,96
4426,20250521,7,2,11547,29,93
4427,20250928,6,6,17433,5,77
4428,20230323,4,10,14703,11,94
4429,20210625,4,4,23791,23,77
4430,20250808,3,1,7426,27,76
4431,20230115,7,9,9409,34,95
4432,20240303,3,15,15285,2,83
4433,20240128,5,2,14625,43,91
4434,20241008,2,10,24131,44,75
4435,20211205,6,8,6031,34,66
4436,20210328,1,7,22244,38,90
4437,20240818,5,5,5462,37,96
4438,20220804,7,10,17987,43,75
4439,20240924,6,3,5122,46,99
4440,20241018,2,2,23191,7,86
4441,20240319,5,10,12470,39,80
4442,20210330,7,4,24998,26,72
4443,20230308,2,2,24779,24,73
4444,20211229,6,3,12898,44,76
4445,20241111,7,14,16835,27,96
4446,20241105,2,14,19245,4,63
4447,20250911,4,1,16603,47,86
4448,20220424,2,6,23149,15,92
4449,20210511,1,3,4589,8,65
4450,20240819,4,15,8910,12,97
4451,20240628,4,6,4517,8,90
4452,20240522,4,13,20209,47,96
4453,20230802,3,6,12899,43,67
4454,20230924,5,14,12724,32,80
4455,20230504,4,1,8280,37,70
4456,20210531,4,1,18900,31,89
4457,20211104,2,9,19575,26,78
4458,20250417,7,12,24263,0,96
4459,20241229,5,7,24188,26,60
4460,20230713,4,4,12086,7,89
4461,20220104,5,6,5538,23,80
4462,20250328,5,3,20659,33,94
4463,20221108,4,8,5445,28,89
4464,20241109,7,2,17324,35,96
4465,20250912,3,9,23632,34,79
4466,20250408,3,7,5435,21,70
4467,20211208,5,8,13267,23,81
4468,20251210,3,9,7636,12,88
4469,20221112,5,3,21953,2,81
4470,20210203,2,15,18506,33,90
4471,20220110,1,3,14444,39,97
4472,20210927,6,7,3942,37,63
4473,20220117,3,8,19941,13,72
4474,20211115,6,8,17402,20,90
4475,20250402,3,13,2751,47,92
4476,20251211,5,3,13219,46,97
4477,20250402,5,12,22643,0,60
4478,20241019,6,3,5315,43,70
4479,20240913,4,1,10566,9,63
4480,20240501,5,13,14332,44,84
4481,20210721,1,14,15214,3,64
4482,20211205,6,9,20832,30,65
4483,20210501,1,5,19678,28,67
4484,20251010,5,4,18136,5,70
4485,20241020,3,8,21397,43,65
4486,20240101,4,6,16827,23,76
4487,20250214,1,8,10807,5,94
4488,20220921,3,14,2938,46,76
4489,20220107,2,4,16737,3,95
4490,20210901,1,11,11556,8,82
4491,20220407,7,14,20980,19,92
4492,20250414,5,7,12492,30,98
4493,20211205,6,10,2712,36,65
4494,20250811,2,3,18712,6,93
4495,20250618,5,5,6141,43,79
4496,20250405,3,11,19261,13,98
4497,20240415,1,5,2549,22,89
4498,20250128,5,13,16648,37,92
4499,20231122,7,6,23838,15,89
4500,20210625,6,7,14793,44,66
4501,20240820,4,3,3751,21,85
4502,20210519,6,9,10429,8,99
4503,20250108,4,8,15368,0,99
4504,20220215,4,10,20785,19,91
4505,20240718,3,1,19431,39,98
4506,20220225,7,12,21594,47,90
4507,20230321,5,15,12339,45,94
4508,20230113,7,15,3761,30,72
4509,20210824,4,4,8049,34,86
4510,20230818,7,11,5325,43,86
4511,20240923,4,4,10781,24,83
4512,20230510,5,3,17891,9,77
4513,20211009,6,9,19085,13,71
4514,20211024,2,7,22688,16,97
4515,20251010,6,7,15148,28,92
4516,20230122,3,14,21364,31,96
4517,20210207,2,10,18502,15,92
4518,20210421,1,9,19640,42,72
4519,20230825,3,10,23943,36,85
4520,20230823,2,5,5000,34,65
4521,20230120,4,1,14898,30,87
4522,20250206,1,7,5753,23,63
4523,20240210,7,6,15024,47,62
4524,20240922,5,1,23664,38,88
4525,20250730,3,12,13818,3,77
4526,20210112,1,6,14497,2,97
4527,20220310,5,12,10268,16,78
4528,20241107,7,6,2404,14,86
4529,20220712,7,4,22556,32,81
4530,20210309,1,10,6171,17,67
4531,20230222,2,6,8184,14,89
4532,20240711,5,9,20436,38,64
4533,20210102,5,6,2515,19,67
4534,20220429,5,1,21972,22,93
4535,20210919,3,15,6851,30,70
4536,20231108,6,13,22604,24,78
4537,20240723,2,14,18830,14,65
4538,20240404,3,5,15490,11,96
4539,20240118,6,9,24098,30,72
4540,20230311,2,12,23680,28,98
4541,20251030,7,2,23310,32,62
4542,20230216,1,13,9958,3,78
4543,20240330,3,10,22112,19,70
4544,20230805,5,1,15933,41,98
4545,20210603,2,1,3502,7,90
4546,20240107,3,10,23354,28,62
4547,20211207,2,7,13833,4,98
4548,20210923,5,9,8419,35,89
4549,20220412,4,10,14097,22,90
4550,20230510,3,4,21308,17,66
4551,20250424,1,15,5074,41,63
4552,20230730,5,3,19695,14,79
4553,20251011,2,7,10147,16,66
4554,20210622,6,11,5545,1,65
4555,20210411,6,9,22145,5,74
4556,20230125,2,6,18603,26,80
4557,20250610,3,6,9286,43,63
4558,20250811,7,8,9206,30,79
4559,20250902,3,1,5177,22,88
4560,20210530,5,4,18476,39,98
4561,20230915,2,11,19151,17,77
4562,20220317,3,3,3319,34,68
4563,20220109,2,5,16751,10,71
4564,20210305,4,6,3868,42,83
4565,20220703,4,5,22619,14,73
4566,20241111,7,12,12632,25,83
4567,20250220,5,10,14340,17,74
4568,20221115,7,12,9680,41,62
4569,20241104,6,6,18447,19,73
4570,20251109,7,2,24465,11,72
4571,20220223,4,7,15757,14,72
4572,20240609,6,13,2253,14,82
4573,20240304,5,14,6523,15,87
4574,20251110,4,7,18113,46,75
4575,20220705,3,7,5410,22,92
4576,20240327,6,12,21028,16,64
4577,20210820,1,2,3585,35,98
4578,20220204,6,14,23461,23,66
4579,20220622,7,14,6466,30,61
4580,20210614,3,9,8078,6,76
4581,20240209,7,1,18209,3,97
4582,20220313,7,12,5454,27,73
4583,20230526,3,10,2199,10,77
4584,20241020,5,8,23911,24,65
4585,20221215,7,10,19334,33,71
4586,20251118,4,3,21541,34,69
4587,20211117,6,1,24199,10,77
4588,20230629,6,8,7017,5,60
4589,20220904,1,4,10478,39,70
4590,20250620,7,7,24553,17,88
4591,20210301,2,13,7013,41,79
4592,20240920,7,13,20560,47,69
4593,20220917,6,11,5417,7,78
4594,20241212,5,13,15161,19,95
4595,20250801,4,14,9138,4,67
4596,20210322,6,13,14774,27,77
4597,20251215,2,2,8537,40,88
4598,20251102,6,8,4523,29,68
4599,20241203,5,13,7496,23,81
4600,20251117,5,7,18478,39,91
4601,20211230,3,12,22349,7,65
4602,20211127,4,11,5749,47,85
4603,20211223,2,13,20447,45,96
4604,20231112,4,2,18548,25,86
4605,20210715,2,6,18284,46,88
4606,20231111,6,15,15612,10,82
4607,20250918,2,11,24569,4,93
4608,20251127,4,15,21152,11,61
4609,20220224,2,5,6569,13,98
4610,20230622,4,2,24174,0,83
4611,20250115,7,10,5105,42,71
4612,20220120,5,4,14901,27,88
4613,20240611,4,9,14574,5,78
4614,20211105,7,12,15303,3,89
4615,20240831,7,14,23881,43,82
4616,20210620,3,1,19231,29,89
4617,20220318,5,4,13716,6,64
4618,20230806,3,9,4711,33,90
4619,20220417,2,11,17266,2,70
4620,20220824,5,11,10700,44,94
4621,20240728,5,3,8907,17,80
4622,20250710,2,10,7857,44,84
4623,20251220,6,8,21622,10,73
4624,20210605,7,7,9565,4,83
4625,20230127,3,8,4958,34,93
4626,20240712,1,3,21423,40,81
4627,20240206,7,6,9393,30,89
4628,20251021,3,6,9728,5,66
4629,20211011,4,1,12760,47,93
4630,20251110,7,11,7361,34,81
4631,20210309,4,14,19050,44,85
4632,20251207,1,5,3274,30,73
4633,20241117,5,6,4239,11,60
4634,20211106,6,3,17355,43,73
4635,20230410,1,7,21679,25,70
4636,20241204,1,5,19498,32,81
4637,20220804,4,7,5120,9,81
4638,20220605,3,5,22743,23,85
4639,20220128,4,11,12876,10,95
4640,20210129,3,8,14103,41,64
4641,20230209,1,1,23202,30,91
4642,20221030,3,12,17883,39,60
4643,20251212,1,3,15776,7,87
4644,20210525,7,7,7758,32,94
4645,20211214,3,4,19465,16,89
4646,20210326,6,12,17115,2,90
4647,20241027,1,5,9346,9,82
4648,20240618,2,2,5231,32,89
4649,20230503,6,6,4796,26,91
4650,20251101,7,5,17369,14,66
4651,20210311,5,11,14081,40,71
4652,20250829,7,15,24409,39,92
4653,20250701,2,15,11736,16,95
4654,20230110,5,11,4983,44,61
4655,20240811,1,7,8157,27,81
4656,20230122,4,15,15833,35,98
4657,20211214,7,10,22773,0,82
4658,20210523,1,6,2712,23,98
4659,20221211,3,5,19786,6,86
4660,20210419,5,3,21244,11,92
4661,20230611,1,15,13825,46,61
4662,20220301,3,2,21061,3,96
4663,20211118,2,7,23071,15,66
4664,20230428,1,1,6361,34,75
4665,20251003,2,13,10441,29,93
4666,20250315,7,11,7624,15,69
4667,20221006,6,4,8363,1,94
4668,20230601,5,4,24782,39,83
4669,20220606,6,10,8567,41,64
4670,20230304,7,8,8148,47,72
4671,20251121,1,11,9209,9,66
4672,20250829,4,9,3622,34,89
4673,20210706,4,14,19813,47,99
4674,20230302,3,8,8595,20,77
4675,20220823,4,1,14698,27,64
4676,20250706,6,6,6656,1,99
4677,20210129,4,9,10707,2,64
4678,20231023,5,5,18625,24,61
4679,20240202,6,2,5176,18,74
4680,20250831,1,7,9071,44,96
4681,20210528,1,1,10933,35,87
4682,20210416,7,14,24052,40,74
4683,20210219,1,6,4283,30,60
4684,20250118,3,3,10127,3,64
4685,20210714,1,10,11118,10,90
4686,20231124,3,12,6742,37,68
4687,20241116,7,1,22574,33,63
4688,20220521,3,13,23284,15,86
4689,20230620,5,7,19417,22,70
4690,20250324,2,4,11926,33,76
4691,20231219,5,10,6391,42,99
4692,20211216,1,1,16111,5,60
4693,20240505,1,14,6853,12,76
4694,20240429,5,10,14990,30,85
4695,20250226,4,14,2940,5,64
4696,20241223,5,14,18173,15,96
4697,20241220,4,1,15747,43,86
4698,20210115,5,5,12892,2,76
4699,20230205,5,4,5170,18,67
4700,20250806,5,3,23316,8,78
