Transaction_ID,Date_ID,Department_ID,Revenue,Cost,Profit
6340,20211016,7,33504,10825,22679
6341,20251227,3,22486,9370,13116
6342,20251107,9,26377,24424,1953
6343,20241113,3,37158,28015,9143
6344,20210418,9,6934,27234,-20300
6345,20231123,15,21631,29283,-7652
6346,20240619,13,21342,24255,-2913
6347,20210119,14,33870,25212,8658
6348,20230524,9,48730,22917,25813
6349,20220815,12,38840,13512,25328
6350,20210922,5,37766,15380,22386
6351,20250121,1,49557,13085,36472
6352,20210420,7,42036,24513,17523
6353,20210116,15,28320,15287,13033
6354,20220731,14,47894,23129,24765
6355,20240403,12,5448,14657,-9209
6356,20230826,3,33084,26089,6995
6357,20250131,8,15329,11169,4160
6358,20221005,6,34481,7934,26547
6359,20210209,13,13245,26544,-13299
6360,20231213,3,31281,25869,5412
6361,20230110,8,42782,19234,23548
6362,20240531,1,33055,12416,20639
6363,20210524,14,6834,12983,-6149
6364,20230902,9,12451,20178,-7727
6365,20220814,3,29023,27403,1620
6366,20210516,8,13269,10759,2510
6367,20240824,8,26407,26790,-383
6368,20241127,5,40969,26499,14470
6369,20230222,13,27412,22611,4801
6370,20230413,12,36646,20382,16264
6371,20251109,6,10048,7158,2890
6372,20220320,7,45844,23549,22295
6373,20240318,7,32417,17737,14680
6374,20230801,15,19542,17123,2419
6375,20221013,2,17582,10067,7515
6376,20210220,6,13450,9713,3737
6377,20211224,7,9073,18663,-9590
6378,20210326,1,5590,19923,-14333
6379,20210422,15,32215,4968,27247
6380,20220630,8,24390,7685,16705
6381,20250219,9,33720,15889,17831
6382,20251104,1,12957,26572,-13615
6383,20210722,14,25953,3061,22892
6384,20230912,7,42394,5252,37142
6385,20250416,8,46189,10698,35491
6386,20240201,5,40570,14824,25746
6387,20210328,6,8100,3974,4126
6388,20250606,11,16653,24673,-8020
6389,20230617,14,32605,5428,27177
6390,20230822,1,5404,24226,-18822
6391,20220922,1,16612,8566,8046
6392,20231002,6,28161,12912,15249
6393,20241014,10,6167,13696,-7529
6394,20220127,12,43532,13479,30053
6395,20240720,15,10032,29139,-19107
6396,20230406,15,11693,23271,-11578
6397,20251111,2,45160,13262,31898
6398,20220401,7,6840,13555,-6715
6399,20230406,2,13109,18783,-5674
6400,20220622,9,45689,10254,35435
6401,20230122,8,34782,15519,19263
6402,20210827,14,37817,6750,31067
6403,20250115,15,36489,12474,24015
6404,20240524,13,49461,21575,27886
6405,20250225,10,34795,20743,14052
6406,20241019,11,25779,13255,12524
6407,20230220,5,33261,23501,9760
6408,20230323,4,45044,17467,27577
6409,20251011,10,15809,4056,11753
6410,20210613,11,23834,9078,14756
6411,20240202,15,14735,10871,3864
6412,20231108,12,48942,15292,33650
6413,20220823,12,11707,12455,-748
6414,20230822,15,37207,25815,11392
6415,20240415,10,16828,27871,-11043
6416,20210828,5,28956,12646,16310
6417,20241007,2,13761,10112,3649
6418,20220331,1,39955,28674,11281
6419,20241215,8,23119,13275,9844
6420,20231012,8,17666,17399,267
6421,20210324,9,7925,18796,-10871
6422,20250216,11,15994,19741,-3747
6423,20250430,7,48014,9631,38383
6424,20240406,8,18293,4677,13616
6425,20211127,8,13972,15081,-1109
6426,20220813,8,11333,14376,-3043
6427,20230204,13,24116,6957,17159
6428,20220517,15,32751,11648,21103
6429,20250528,10,45626,16022,29604
6430,20251211,4,15979,2746,13233
6431,20220508,3,29404,13607,15797
6432,20230801,6,22662,20131,2531
6433,20230922,1,41165,12351,28814
6434,20240301,14,44212,29996,14216
6435,20210508,11,9376,9417,-41
6436,20230403,6,5218,3027,2191
6437,20210101,5,5639,13346,-7707
6438,20210530,15,31477,27203,4274
6439,20230516,1,8524,10147,-1623
6440,20230122,13,39085,13409,25676
6441,20220701,9,5508,23508,-18000
6442,20211127,6,18265,26761,-8496
6443,20240211,15,7027,29787,-22760
6444,20220714,11,37071,9601,27470
6445,20241027,1,13745,24438,-10693
6446,20210406,2,25217,17103,8114
6447,20241016,15,41893,26659,15234
6448,20210528,10,45229,3265,41964
6449,20240928,11,21979,19880,2099
6450,20250515,7,11801,26207,-14406
6451,20250824,5,35756,27538,8218
6452,20241021,11,10247,12858,-2611
6453,20220320,6,38243,9231,29012
6454,20241123,2,10909,28831,-17922
6455,20230313,10,33661,24684,8977
6456,20220914,11,46817,24358,22459
6457,20221224,5,40397,12995,27402
6458,20231018,12,28783,27306,1477
6459,20210129,15,45192,7259,37933
6460,20211029,1,14848,24638,-9790
6461,20240329,15,43889,12321,31568
6462,20240815,9,31561,4905,26656
6463,20241223,10,37081,3100,33981
6464,20210327,12,29827,9101,20726
6465,20250403,11,8754,13648,-4894
6466,20220503,13,22589,21195,1394
6467,20241002,5,6900,10653,-3753
6468,20230402,5,16044,2828,13216
6469,20211209,8,25836,27614,-1778
6470,20210223,12,16533,28722,-12189
6471,20210315,9,22451,17605,4846
6472,20230404,7,34495,19811,14684
6473,20240710,6,44485,20947,23538
6474,20210513,14,48116,21384,26732
6475,20250330,14,17663,27620,-9957
6476,20240921,5,27940,5713,22227
6477,20240404,1,18259,12326,5933
6478,20210110,8,47416,18532,28884
6479,20221213,15,17412,25493,-8081
6480,20220911,2,14828,14477,351
6481,20220613,14,38848,25838,13010
6482,20241122,12,9179,3016,6163
6483,20241107,10,36091,2928,33163
6484,20251023,7,46244,22150,24094
6485,20231022,4,28508,24679,3829
6486,20211024,10,36615,3156,33459
6487,20211118,8,7776,12816,-5040
6488,20240910,14,47313,21503,25810
6489,20250108,9,8069,24171,-16102
6490,20240209,8,15688,11817,3871
6491,20240625,9,34658,15119,19539
6492,20241228,9,22827,17367,5460
6493,20211226,2,41053,27362,13691
6494,20230113,6,39407,21109,18298
6495,20240703,3,32149,17750,14399
6496,20250326,10,36531,29257,7274
6497,20230125,5,12994,24620,-11626
6498,20211229,15,8406,5315,3091
6499,20250228,11,22905,4329,18576
6500,20240617,7,18975,16599,2376
6501,20220201,5,46873,29128,17745
6502,20250413,6,34349,20478,13871
6503,20220416,9,37119,27736,9383
6504,20241014,6,38780,28179,10601
6505,20220908,7,24246,28884,-4638
6506,20240805,3,49050,11377,37673
6507,20211216,2,19134,26990,-7856
6508,20240112,13,21561,2049,19512
6509,20211224,11,11738,6968,4770
6510,20230429,15,47688,5045,42643
6511,20250827,7,26695,20060,6635
6512,20231012,9,48813,23463,25350
6513,20241218,4,20361,24960,-4599
6514,20220622,7,42793,17134,25659
6515,20220930,9,20622,17257,3365
6516,20231205,6,45394,25177,20217
6517,20241128,6,33472,16993,16479
6518,20231015,8,25194,17015,8179
6519,20240205,12,39188,17322,21866
6520,20240314,12,42492,6445,36047
6521,20220204,3,31438,15230,16208
6522,20220621,10,39220,8585,30635
6523,20251106,7,26867,18371,8496
6524,20210804,8,30197,10996,19201
6525,20240827,7,30427,22601,7826
6526,20240929,10,48080,21420,26660
6527,20250126,12,36011,2370,33641
6528,20241013,9,20320,18180,2140
6529,20231016,8,35358,8570,26788
6530,20240805,8,45199,13465,31734
6531,20230815,8,41645,17048,24597
6532,20230315,10,35304,13161,22143
6533,20220429,11,25277,22524,2753
6534,20220626,14,46025,20247,25778
6535,20220417,1,22470,9685,12785
6536,20250328,3,46102,12282,33820
6537,20241006,11,47620,22528,25092
6538,20250107,8,29265,11962,17303
6539,20230310,13,46275,5304,40971
6540,20241025,15,29405,26360,3045
6541,20220802,8,13636,14100,-464
6542,20211010,3,24066,5213,18853
6543,20210822,4,19299,28208,-8909
6544,20220301,15,24900,11481,13419
6545,20210112,6,40464,3272,37192
6546,20220610,15,46751,20280,26471
6547,20220613,2,17839,17212,627
6548,20211224,8,39828,15441,24387
6549,20250731,10,16378,12641,3737
6550,20251028,15,43200,6482,36718
6551,20240113,5,13634,7000,6634
6552,20210227,3,9026,28397,-19371
6553,20210205,13,47152,3901,43251
6554,20240207,6,29018,17665,11353
6555,20250330,15,46170,7290,38880
6556,20230524,6,11006,19756,-8750
6557,20250408,10,32472,13899,18573
6558,20240824,15,30113,10745,19368
6559,20220503,14,15878,10592,5286
6560,20221224,6,35283,16055,19228
6561,20210509,6,9339,9856,-517
6562,20220417,9,37950,12659,25291
6563,20240926,12,15974,5005,10969
6564,20231220,12,27709,6864,20845
6565,20240727,8,47708,4406,43302
6566,20250118,12,33119,20735,12384
6567,20230206,9,8447,26589,-18142
6568,20250625,12,7189,22410,-15221
6569,20220917,9,19748,18310,1438
6570,20230728,4,13268,17718,-4450
6571,20230116,9,29249,24246,5003
6572,20221226,3,34551,26849,7702
6573,20240825,10,22685,4993,17692
6574,20210108,13,11765,17799,-6034
6575,20211215,11,5446,16305,-10859
6576,20211020,13,47088,12278,34810
6577,20240929,2,27602,24702,2900
6578,20250812,11,33211,9889,23322
6579,20210815,7,35198,5510,29688
6580,20240920,4,28700,6911,21789
6581,20210220,15,38045,17620,20425
6582,20250816,9,43163,5119,38044
6583,20231029,2,24940,6096,18844
6584,20250615,11,36271,19597,16674
6585,20240218,5,38443,27572,10871
6586,20250406,4,11719,19884,-8165
6587,20220202,7,39250,22698,16552
6588,20221024,9,24308,14733,9575
6589,20231018,11,27157,8195,18962
6590,20230331,12,28368,22614,5754
6591,20210901,4,33812,17745,16067
6592,20231202,11,31699,25004,6695
6593,20231216,4,22501,12720,9781
6594,20211222,12,24530,23325,1205
6595,20230428,9,27794,21367,6427
6596,20210315,13,45075,5677,39398
6597,20240612,10,23582,3067,20515
6598,20221010,11,33049,17616,15433
6599,20240715,3,26176,19956,6220
6600,20250628,14,22168,14777,7391
6601,20221217,14,20916,28300,-7384
6602,20250407,9,48651,18089,30562
6603,20220922,13,44359,19452,24907
6604,20240818,5,34369,24485,9884
6605,20210102,7,13584,28796,-15212
6606,20250307,11,41568,26497,15071
6607,20210702,13,38284,6045,32239
6608,20220120,6,15371,21935,-6564
6609,20230115,4,9705,17779,-8074
6610,20241215,2,34738,23311,11427
6611,20240701,11,36661,16186,20475
6612,20210807,2,7116,3737,3379
6613,20250419,4,48922,21245,27677
6614,20240924,5,24460,7468,16992
6615,20220326,5,19083,9328,9755
6616,20220121,6,36398,23589,12809
6617,20220309,5,13673,11914,1759
6618,20230428,5,43464,6111,37353
6619,20240808,10,45047,19033,26014
6620,20210118,9,15627,15742,-115
6621,20250718,6,39631,14037,25594
6622,20230519,15,42136,3270,38866
6623,20230513,4,19679,22840,-3161
6624,20251227,7,23676,9645,14031
6625,20221026,12,13258,9266,3992
6626,20210817,7,11105,21025,-9920
6627,20210411,4,28377,24826,3551
6628,20240522,6,18043,6818,11225
6629,20210914,14,46854,5161,41693
6630,20240427,14,31032,11415,19617
6631,20220624,4,10895,26508,-15613
6632,20210119,5,27062,2864,24198
6633,20241016,6,17986,5097,12889
6634,20250425,4,17103,22148,-5045
6635,20210512,3,23039,10043,12996
6636,20210410,7,37236,2986,34250
6637,20230608,13,6576,9919,-3343
6638,20250311,12,12504,3760,8744
6639,20231120,15,35827,17611,18216
6640,20230805,12,17546,2716,14830
6641,20251218,13,24019,8828,15191
6642,20220604,2,30471,22117,8354
6643,20250906,5,31839,11174,20665
6644,20251214,9,43173,14631,28542
6645,20210213,9,46329,20841,25488
6646,20210425,9,18717,8227,10490
6647,20210529,10,12031,2414,9617
6648,20240913,7,39654,24562,15092
6649,20210223,4,7030,23883,-16853
6650,20230412,3,5512,13326,-7814
6651,20221209,4,18687,19077,-390
6652,20210601,4,42899,4421,38478
6653,20250804,10,8721,5593,3128
6654,20221113,5,42371,2337,40034
6655,20210418,12,21264,19096,2168
6656,20250420,11,25966,10978,14988
6657,20220919,3,28759,12576,16183
6658,20221027,5,40711,10392,30319
6659,20220605,1,36198,24868,11330
6660,20250213,8,33475,2044,31431
6661,20250626,10,33693,5651,28042
6662,20220207,2,16251,17949,-1698
6663,20240418,2,28835,21564,7271
6664,20251128,3,42790,14813,27977
6665,20250715,14,14181,23926,-9745
6666,20250626,14,36659,3223,33436
6667,20230303,3,29083,8131,20952
6668,20210915,11,12398,11575,823
6669,20250528,8,43765,5354,38411
6670,20210917,14,8128,16550,-8422
6671,20241204,3,39203,12875,26328
6672,20240816,11,10203,7125,3078
6673,20230924,13,12554,11107,1447
6674,20240104,4,9183,19855,-10672
6675,20230922,1,8511,14528,-6017
6676,20250320,1,23595,29139,-5544
6677,20230811,3,24186,23695,491
6678,20230105,6,16304,2404,13900
6679,20220427,11,37945,12072,25873
6680,20210310,1,5611,18063,-12452
6681,20240527,7,29969,21517,8452
6682,20231129,11,8198,9700,-1502
6683,20230307,11,26178,24174,2004
6684,20250524,5,12171,17247,-5076
6685,20210314,7,13968,23587,-9619
6686,20250414,10,39755,8076,31679
6687,20240612,11,26280,9105,17175
6688,20210914,15,14785,20353,-5568
6689,20251105,10,28857,28453,404
6690,20250816,11,30640,28210,2430
6691,20210831,1,14167,13931,236
6692,20250309,11,21926,6448,15478
6693,20210930,1,6161,20379,-14218
6694,20251030,6,37451,7400,30051
6695,20210926,9,46470,15895,30575
6696,20210810,1,34399,26601,7798
6697,20240817,9,46473,12325,34148
6698,20250218,3,21266,5700,15566
6699,20240215,1,10635,25500,-14865
6700,20231004,11,38402,20747,17655
6701,20231026,1,15472,21346,-5874
6702,20220529,7,46032,21797,24235
6703,20240523,12,30057,4791,25266
6704,20240527,9,11900,19186,-7286
6705,20250606,4,25658,29754,-4096
6706,20240526,11,25066,13083,11983
6707,20231121,12,20004,5775,14229
6708,20250121,9,25651,15753,9898
6709,20250109,8,35257,3497,31760
6710,20240710,2,16341,23156,-6815
6711,20250622,8,48061,3718,44343
6712,20251102,10,33285,6250,27035
6713,20210511,15,40876,21521,19355
6714,20230918,15,9570,23926,-14356
6715,20240625,10,21321,5543,15778
6716,20250715,12,43832,29378,14454
6717,20250705,11,38729,3453,35276
6718,20250325,12,13886,12720,1166
6719,20230705,4,47630,29286,18344
6720,20230923,5,14897,29626,-14729
6721,20211031,9,16498,13077,3421
6722,20220120,14,5905,26322,-20417
6723,20210302,11,40471,13091,27380
6724,20221225,6,9375,17245,-7870
6725,20231206,12,49211,28479,20732
6726,20250512,6,40606,12892,27714
6727,20220228,11,32805,10693,22112
6728,20231014,13,37738,14080,23658
6729,20240129,1,29674,26490,3184
6730,20210715,8,39266,7469,31797
6731,20230409,12,20456,28266,-7810
6732,20220704,4,39989,18902,21087
6733,20250223,12,43865,10382,33483
6734,20211218,1,20230,25606,-5376
6735,20241202,14,13394,4516,8878
6736,20251024,10,41986,10828,31158
6737,20231013,1,16925,23355,-6430
6738,20241213,1,46596,19477,27119
6739,20240822,7,44594,24928,19666
6740,20211220,2,24176,22321,1855
6741,20250915,6,39794,4531,35263
6742,20250313,15,21194,19409,1785
6743,20211117,6,32474,4799,27675
6744,20240513,1,29463,14657,14806
6745,20240608,12,33960,23581,10379
6746,20221127,1,5941,27977,-22036
6747,20210911,7,23646,14125,9521
6748,20230518,12,7895,12288,-4393
6749,20250212,13,46272,3447,42825
6750,20230315,2,48067,28694,19373
6751,20210109,15,35776,29707,6069
6752,20230302,6,9635,27487,-17852
6753,20250728,10,13025,13093,-68
6754,20210929,12,34116,19519,14597
6755,20210928,11,15271,25117,-9846
6756,20211206,2,39879,7772,32107
6757,20220411,12,41443,10926,30517
6758,20240515,15,37408,28338,9070
6759,20240926,13,46597,15723,30874
6760,20230420,12,43039,11548,31491
6761,20240331,10,5683,3049,2634
6762,20231028,10,14320,13066,1254
6763,20240710,1,18351,7571,10780
6764,20230615,9,22542,13329,9213
6765,20211013,2,49423,12007,37416
6766,20210503,11,45907,16647,29260
6767,20230102,10,39623,7086,32537
6768,20240915,1,39248,6398,32850
6769,20230616,10,12088,21669,-9581
6770,20230312,11,35924,23406,12518
6771,20231218,3,47858,2333,45525
6772,20250723,6,13186,20114,-6928
6773,20250405,13,31367,7275,24092
6774,20240925,1,19495,4497,14998
6775,20220517,5,49164,6857,42307
6776,20241011,1,25386,15740,9646
6777,20210318,8,30164,24711,5453
6778,20230125,12,13458,18351,-4893
6779,20230925,10,18330,13283,5047
6780,20210901,1,47970,23460,24510
6781,20231111,13,40983,5657,35326
6782,20240718,7,40851,2764,38087
6783,20250721,15,10458,26178,-15720
6784,20210910,15,10880,27055,-16175
6785,20250510,5,5812,16467,-10655
6786,20250114,6,20849,15160,5689
6787,20250619,15,21135,15346,5789
6788,20241213,10,43811,21887,21924
6789,20230606,3,47023,20605,26418
6790,20210119,7,7316,11687,-4371
6791,20210326,2,17847,19968,-2121
6792,20230410,1,10396,25780,-15384
6793,20210331,15,39682,14975,24707
6794,20230502,15,10080,14577,-4497
6795,20230402,6,11387,9720,1667
6796,20210403,12,9440,6947,2493
6797,20210927,5,34788,4798,29990
6798,20251211,7,33105,8054,25051
6799,20230426,14,34515,14354,20161
6800,20220226,7,5506,29266,-23760
6801,20251122,10,31747,19422,12325
6802,20250301,2,49451,15299,34152
6803,20240526,14,41125,28405,12720
6804,20250831,6,9021,8489,532
6805,20231015,4,16267,25265,-8998
6806,20251005,9,27781,23583,4198
6807,20251027,8,44748,18824,25924
6808,20220917,3,38140,18342,19798
6809,20241001,5,28125,25354,2771
6810,20221027,7,33428,18989,14439
6811,20240301,6,20610,4520,16090
6812,20250103,5,21128,3289,17839
6813,20210708,8,29191,4017,25174
6814,20240617,1,27164,21093,6071
6815,20210528,2,44171,19858,24313
6816,20240718,15,32887,26865,6022
6817,20210208,9,24861,27111,-2250
6818,20220217,13,40856,4217,36639
6819,20220421,3,34901,6479,28422
6820,20220208,15,35538,14375,21163
6821,20240602,4,20262,22526,-2264
6822,20241226,8,33513,15900,17613
6823,20220824,1,20431,16833,3598
6824,20250812,9,18971,11248,7723
6825,20240204,5,48149,25881,22268
6826,20221226,4,6529,17967,-11438
6827,20221107,15,29831,12004,17827
6828,20240625,5,14190,24826,-10636
6829,20231227,14,28865,2087,26778
6830,20220423,13,44703,25028,19675
6831,20210523,6,14835,21374,-6539
6832,20220225,13,18091,21212,-3121
6833,20251101,6,41159,10574,30585
6834,20240606,15,37488,16669,20819
6835,20251010,9,8545,14729,-6184
6836,20230902,3,20205,10443,9762
6837,20250822,7,42313,14677,27636
6838,20240717,10,25403,12620,12783
6839,20220915,3,47135,3913,43222
6840,20241212,7,20365,23895,-3530
6841,20231102,3,40960,8685,32275
6842,20240717,1,20074,16985,3089
6843,20220513,9,46931,8303,38628
6844,20220721,11,46819,10626,36193
6845,20220129,15,8703,25481,-16778
6846,20221109,14,46813,25935,20878
6847,20220708,11,36566,20022,16544
6848,20220127,11,14680,19609,-4929
6849,20220317,14,8596,28141,-19545
6850,20220908,15,13731,24077,-10346
6851,20231127,11,25302,8302,17000
6852,20231227,4,37765,23183,14582
6853,20230210,12,15995,28972,-12977
6854,20220412,4,15833,14901,932
6855,20230713,10,39634,8076,31558
6856,20220922,10,25658,14115,11543
6857,20220813,12,12779,14099,-1320
6858,20230128,4,43130,20394,22736
6859,20230905,3,43196,8396,34800
6860,20251105,9,37613,24436,13177
6861,20220226,9,39699,26811,12888
6862,20220204,6,9566,22337,-12771
6863,20221028,7,46537,10632,35905
6864,20220908,6,13381,6628,6753
6865,20230207,3,18118,14784,3334
6866,20250121,12,31006,2397,28609
6867,20251113,6,47389,7851,39538
6868,20251220,12,38356,2312,36044
6869,20240219,15,12093,22569,-10476
6870,20211122,7,6960,20502,-13542
6871,20230416,7,47942,3052,44890
6872,20210821,12,21627,15713,5914
6873,20240705,11,25824,29260,-3436
6874,20221212,13,12968,8786,4182
6875,20251227,1,15576,3999,11577
6876,20240519,7,14031,14448,-417
6877,20220904,4,16995,14743,2252
6878,20221207,14,28626,19151,9475
6879,20231107,6,44497,23238,21259
6880,20250930,2,8985,2021,6964
6881,20251101,6,40831,18939,21892
6882,20220620,3,48615,6538,42077
6883,20211204,15,15820,19309,-3489
6884,20230628,7,29582,7915,21667
6885,20250413,14,49276,11156,38120
6886,20241004,10,48378,9826,38552
6887,20210429,10,22862,2903,19959
6888,20250719,1,13810,11951,1859
6889,20210429,6,37355,28541,8814
6890,20250811,11,20606,29707,-9101
6891,20210423,13,5436,18376,-12940
6892,20250519,2,31021,18137,12884
6893,20210911,9,26366,27597,-1231
6894,20230208,11,34657,14348,20309
6895,20220903,6,20924,19768,1156
6896,20230302,3,33443,12285,21158
6897,20230605,15,21688,11113,10575
6898,20230706,4,48442,28398,20044
6899,20220613,12,6922,23512,-16590
6900,20250824,8,37487,21815,15672
6901,20250710,5,16940,9519,7421
6902,20221029,14,40281,6805,33476
6903,20230328,15,44290,26389,17901
6904,20220812,15,21849,9095,12754
6905,20210421,14,37124,23448,13676
6906,20220413,1,48109,20365,27744
6907,20250905,1,34276,28712,5564
6908,20230713,3,19935,18355,1580
6909,20250803,14,25846,24018,1828
6910,20211031,3,19737,14169,5568
6911,20251125,13,12938,16986,-4048
6912,20220530,15,13838,18524,-4686
6913,20210115,10,28301,23681,4620
6914,20230326,4,19770,23215,-3445
6915,20240603,12,7799,15111,-7312
6916,20230904,8,19566,18554,1012
6917,20221122,6,34161,18141,16020
6918,20250730,5,11184,27187,-16003
6919,20210213,6,25645,2114,23531
6920,20250720,12,12575,2337,10238
6921,20240513,12,47605,4566,43039
6922,20230706,6,12498,12014,484
6923,20251012,15,40832,25494,15338
6924,20220830,1,16522,13009,3513
6925,20220722,12,27959,5829,22130
6926,20230131,13,35463,19779,15684
6927,20250224,8,30790,3413,27377
6928,20220102,4,37018,19469,17549
6929,20230311,1,10016,23453,-13437
6930,20250106,11,8434,18732,-10298
6931,20230617,8,28347,22730,5617
6932,20240606,13,26885,4247,22638
6933,20250513,7,38759,13564,25195
6934,20210725,5,16763,23407,-6644
6935,20250917,2,42023,9451,32572
6936,20241013,5,33025,25255,7770
6937,20221104,6,49625,17759,31866
6938,20240416,9,23747,13451,10296
6939,20220825,11,18129,21303,-3174
6940,20240325,11,5940,12053,-6113
6941,20211110,11,47827,23369,24458
6942,20210408,11,14224,13705,519
6943,20230405,14,26174,26119,55
6944,20250419,13,30778,5029,25749
6945,20220127,2,14439,20904,-6465
6946,20250211,9,24364,10491,13873
6947,20240723,2,26915,29748,-2833
6948,20211120,4,28884,28984,-100
6949,20210920,15,23625,12660,10965
6950,20250216,12,43831,27665,16166
6951,20230824,4,10251,23207,-12956
6952,20211029,11,14555,9696,4859
6953,20220312,14,44733,4043,40690
6954,20210218,4,33126,2460,30666
6955,20220425,15,37986,19165,18821
6956,20230420,2,33330,26101,7229
6957,20230405,3,20349,2169,18180
6958,20240122,2,33831,21865,11966
6959,20210824,14,49340,17245,32095
6960,20220908,3,19066,13250,5816
6961,20210529,9,9576,6732,2844
6962,20220428,6,5276,7899,-2623
6963,20220401,4,34604,13050,21554
6964,20250310,1,45336,4148,41188
6965,20230210,7,41068,15291,25777
6966,20250523,2,34605,13658,20947
6967,20220226,14,29258,23596,5662
6968,20210916,9,26205,24407,1798
6969,20220621,9,31705,7000,24705
6970,20250910,3,18562,21359,-2797
6971,20220605,1,43879,23391,20488
6972,20231004,12,36253,12221,24032
6973,20230920,10,5309,7262,-1953
6974,20230729,10,30673,9036,21637
6975,20210723,8,17872,25563,-7691
6976,20210822,10,16823,9952,6871
6977,20220113,5,9425,28203,-18778
6978,20220630,11,34256,3866,30390
6979,20251022,13,35605,24610,10995
6980,20220702,5,6476,21161,-14685
6981,20210823,1,43856,4334,39522
6982,20230117,2,7690,21092,-13402
6983,20240710,6,23744,12318,11426
6984,20250926,7,13227,9813,3414
6985,20220501,12,44263,27320,16943
6986,20220124,2,33177,16969,16208
6987,20210420,15,22852,28979,-6127
6988,20250120,4,33112,2464,30648
6989,20220123,5,40287,18459,21828
6990,20231223,12,39280,19701,19579
6991,20250109,3,33956,3014,30942
6992,20211229,5,9977,14300,-4323
6993,20240613,5,49533,22070,27463
6994,20220421,4,21778,8479,13299
6995,20250710,11,17216,3374,13842
6996,20250813,10,25786,12462,13324
6997,20250403,7,43081,26392,16689
6998,20220506,14,35437,4308,31129
6999,20251220,7,30735,4862,25873
7000,20240713,4,15281,15403,-122
7001,20221116,11,46655,27707,18948
7002,20231225,5,13546,18476,-4930
7003,20210209,14,14838,29275,-14437
7004,20250415,7,23067,4074,18993
7005,20210908,2,49395,4545,44850
7006,20211123,10,5619,8519,-2900
7007,20220809,11,8269,11714,-3445
7008,20231025,11,33100,28094,5006
7009,20211031,7,12056,18375,-6319
7010,20210520,4,7210,12634,-5424
7011,20250205,7,6055,7835,-1780
7012,20230524,3,36999,23070,13929
7013,20231126,2,23849,25800,-1951
7014,20221017,7,39228,27361,11867
7015,20220527,5,24250,6009,18241
7016,20210709,12,15473,6121,9352
7017,20210714,6,37867,13042,24825
7018,20230628,10,42004,25517,16487
7019,20210820,2,35139,25936,9203
7020,20220706,10,43754,20721,23033
7021,20220722,12,38208,17230,20978
7022,20240609,9,9760,17480,-7720
7023,20230618,13,13672,18260,-4588
7024,20240816,8,23605,16384,7221
7025,20221004,13,14787,22445,-7658
7026,20221202,10,40288,9847,30441
7027,20221123,7,9710,14421,-4711
7028,20250117,4,38660,16418,22242
7029,20251104,4,21698,2138,19560
7030,20230805,1,27202,24751,2451
7031,20230707,6,9941,17079,-7138
7032,20221212,14,32219,24337,7882
7033,20220102,11,25895,12987,12908
7034,20241102,3,22481,16377,6104
7035,20220918,6,22952,19624,3328
7036,20210126,14,26671,21032,5639
7037,20250416,12,12167,7531,4636
7038,20210911,10,6127,11020,-4893
7039,20210209,7,26766,11362,15404
7040,20211217,5,17681,8922,8759
7041,20250614,9,38497,8877,29620
7042,20221104,7,45120,9635,35485
7043,20210214,15,28004,3697,24307
7044,20240721,13,26460,7342,19118
7045,20251225,11,43939,20856,23083
7046,20221127,2,42896,23053,19843
7047,20240618,13,45303,11761,33542
7048,20251130,10,32609,25175,7434
7049,20240908,7,24851,23489,1362
7050,20250221,5,38549,21902,16647
7051,20230719,10,43016,5158,37858
7052,20240318,4,40354,28967,11387
7053,20210318,13,27869,19752,8117
7054,20210603,1,23221,3701,19520
7055,20240824,4,18037,6533,11504
7056,20220424,3,39715,26051,13664
7057,20220815,5,22211,17622,4589
7058,20211103,6,13390,14187,-797
7059,20251011,12,25472,19071,6401
7060,20240104,13,49054,22795,26259
7061,20250910,8,16338,14243,2095
7062,20231015,9,19430,10990,8440
7063,20240706,5,32197,10731,21466
7064,20241206,6,29654,24706,4948
7065,20230718,11,16572,8256,8316
7066,20220630,15,17313,28303,-10990
7067,20231212,6,14599,4873,9726
7068,20230922,11,36919,21708,15211
7069,20231224,14,41052,21570,19482
7070,20230615,10,42515,5846,36669
7071,20241031,14,47002,18651,28351
7072,20210317,3,43595,26710,16885
7073,20231020,4,38659,2031,36628
7074,20251013,10,11404,11667,-263
7075,20210825,14,40087,27883,12204
7076,20210929,2,27633,27764,-131
7077,20231229,13,39050,9168,29882
7078,20240818,9,13443,20856,-7413
7079,20240304,11,27251,7630,19621
7080,20221007,6,38108,28090,10018
7081,20220123,9,6229,25735,-19506
7082,20230510,12,26818,4201,22617
7083,20210211,9,33777,9276,24501
7084,20250112,2,48160,17306,30854
7085,20231224,5,6412,18392,-11980
7086,20210408,9,15175,23107,-7932
7087,20220803,6,35568,24834,10734
7088,20220204,5,7988,10420,-2432
7089,20230622,2,26673,21964,4709
7090,20231007,4,47855,23236,24619
7091,20210829,11,34394,20112,14282
7092,20250916,8,26587,6023,20564
7093,20250814,15,23085,5154,17931
7094,20220505,4,15873,13842,2031
7095,20231230,9,48072,14715,33357
7096,20250603,1,11341,27089,-15748
7097,20240214,5,25935,19425,6510
7098,20240729,1,7204,13456,-6252
7099,20230421,5,15990,2882,13108
7100,20231204,5,29663,28444,1219
7101,20220414,10,39406,13981,25425
7102,20240201,12,6812,27567,-20755
7103,20211031,3,13889,9550,4339
7104,20221118,3,20994,18582,2412
7105,20230901,8,37477,21865,15612
7106,20241020,4,34418,6765,27653
