Record_ID,Employee_ID,Date_ID,Attrition_Flag,Performance_Score,Training_Hours
2587,439,20211006,0,3,37
2588,3,20210819,0,2,39
2589,382,20220412,0,4,39
2590,160,20210531,0,1,7
2591,201,20241012,0,2,16
2592,277,20250427,0,4,24
2593,205,20250408,0,2,19
2594,80,20241026,0,5,20
2595,193,20230505,0,5,3
2596,193,20221217,0,5,10
2597,320,20220617,1,3,23
2598,150,20210705,0,4,9
2599,447,20250911,0,3,8
2600,352,20210322,0,5,33
2601,461,20220623,0,3,21
2602,326,20220929,0,1,35
2603,289,20220525,0,3,9
2604,8,20251110,1,4,18
2605,342,20220704,0,1,18
2606,34,20220612,1,4,18
2607,411,20240410,0,2,10
2608,70,20251208,0,3,35
2609,252,20210118,0,3,11
2610,169,20210215,1,3,30
2611,352,20220813,0,4,32
2612,456,20241202,0,5,18
2613,147,20210721,0,3,5
2614,490,20250317,0,2,36
2615,159,20230315,0,2,2
2616,231,20240209,0,1,27
2617,459,20250611,0,4,28
2618,4,20220604,0,2,10
2619,427,20230503,0,3,26
2620,442,20221026,0,2,38
2621,92,20241115,0,3,21
2622,91,20230307,0,4,15
2623,40,20220323,0,1,8
2624,153,20211031,0,1,2
2625,366,20250709,0,1,11
2626,429,20221211,1,5,4
2627,60,20220303,0,4,6
2628,167,20220828,0,2,36
2629,338,20250218,0,5,23
2630,269,20220630,0,5,39
2631,29,20211001,0,1,16
2632,211,20240318,0,1,25
2633,255,20211203,0,4,39
2634,411,20231024,0,1,2
2635,276,20241124,0,1,36
2636,466,20251031,0,5,23
2637,94,20210423,0,3,11
2638,9,20210819,0,5,17
2639,474,20250804,0,2,1
2640,95,20230623,1,5,7
2641,439,20231227,0,2,39
2642,457,20221228,0,4,37
2643,298,20221116,0,5,15
2644,171,20240827,0,4,36
2645,374,20210112,0,3,4
2646,307,20250419,0,3,20
2647,190,20250327,0,3,2
2648,435,20240902,0,4,24
2649,476,20240730,1,5,35
2650,341,20250517,0,4,28
2651,64,20251110,0,2,20
2652,309,20240506,0,5,1
2653,17,20210628,0,3,1
2654,125,20251214,0,3,34
2655,18,20250420,0,5,26
2656,304,20250714,0,4,29
2657,66,20231116,0,5,4
2658,463,20210308,0,3,24
2659,258,20241110,0,4,39
2660,96,20210620,0,3,9
2661,377,20211016,0,4,6
2662,384,20220903,0,5,16
2663,374,20220304,0,1,27
2664,140,20220807,0,1,5
2665,295,20231219,0,5,27
2666,163,20250804,0,3,37
2667,274,20240822,0,2,14
2668,153,20250408,0,4,6
2669,410,20220416,0,5,22
2670,31,20250815,0,2,3
2671,11,20251007,0,5,4
2672,226,20231204,0,3,5
2673,275,20230616,1,5,27
2674,43,20250115,0,3,14
2675,377,20220408,0,3,37
2676,411,20230901,1,4,1
2677,380,20220305,0,5,1
2678,200,20250720,0,5,20
2679,153,20230919,0,3,9
2680,211,20240331,0,4,30
2681,285,20220214,0,3,30
2682,500,20220408,0,4,29
2683,411,20241028,0,1,34
2684,170,20241205,0,1,13
2685,289,20230623,0,2,16
2686,402,20211108,0,3,8
2687,290,20250813,0,5,31
2688,280,20240620,0,5,15
2689,46,20220705,0,1,17
2690,196,20241213,0,3,18
2691,349,20240117,0,5,13
2692,205,20240202,0,5,1
2693,418,20210911,0,2,0
2694,240,20230403,0,5,19
2695,152,20250906,0,5,8
2696,455,20220403,0,2,36
2697,333,20230226,0,5,34
2698,409,20220523,0,3,22
2699,28,20241211,0,3,12
2700,81,20251025,0,2,36
2701,371,20220630,0,5,39
2702,452,20230914,0,3,4
2703,124,20210621,0,5,19
2704,293,20220516,0,1,16
2705,399,20250825,0,4,29
2706,260,20230818,0,5,23
2707,137,20220731,0,3,38
2708,275,20210106,0,5,12
2709,427,20251030,0,4,17
2710,489,20220528,0,5,23
2711,232,20221111,0,5,36
2712,219,20250310,1,5,5
2713,360,20240217,0,4,18
2714,61,20230522,0,3,39
2715,311,20231112,0,3,9
2716,216,20220425,0,2,23
2717,355,20210424,0,4,16
2718,128,20211116,0,2,7
2719,133,20220619,0,1,10
2720,57,20240903,0,4,29
2721,198,20230422,0,3,4
2722,191,20211004,0,5,26
2723,4,20221127,0,1,8
2724,221,20251010,0,5,16
2725,492,20230127,0,1,19
2726,182,20230720,0,3,13
2727,330,20251208,0,5,21
2728,466,20240627,0,1,11
2729,84,20231120,0,4,26
2730,170,20240324,0,1,33
2731,417,20230405,1,4,35
2732,449,20240722,0,3,10
2733,97,20251014,0,1,24
2734,386,20251121,0,2,3
2735,21,20240424,0,3,13
2736,412,20210520,0,4,18
2737,205,20250804,1,2,9
2738,29,20250309,0,4,4
2739,322,20210109,0,4,3
2740,240,20210425,0,5,37
2741,73,20250613,0,5,3
2742,355,20220519,0,2,23
2743,410,20210702,0,5,9
2744,395,20240525,0,4,21
2745,161,20220927,0,1,10
2746,287,20230106,0,4,2
2747,401,20211202,0,1,11
2748,94,20240529,1,2,21
2749,417,20250919,0,1,31
2750,374,20251001,1,5,33
2751,429,20210829,0,2,17
2752,404,20241216,0,5,39
2753,178,20230212,0,5,25
2754,407,20240111,1,3,9
2755,299,20221103,0,4,29
2756,337,20240605,0,2,36
2757,406,20220116,0,4,17
2758,365,20220207,0,5,30
2759,77,20240319,0,4,23
2760,458,20230226,0,4,16
2761,279,20230627,0,5,23
2762,427,20241117,0,1,27
2763,383,20241127,0,2,24
2764,244,20210627,0,2,12
2765,309,20211109,0,4,1
2766,194,20220505,0,1,35
2767,421,20250129,0,4,8
2768,50,20240619,0,5,17
2769,253,20230424,1,5,8
2770,278,20241026,0,3,31
2771,226,20230429,0,1,17
2772,456,20250211,0,4,18
2773,302,20240219,0,2,30
2774,102,20240328,0,2,22
2775,17,20221119,0,1,8
2776,156,20250309,0,1,29
2777,491,20221118,0,1,31
2778,54,20250413,1,4,26
2779,432,20250811,0,2,14
2780,118,20240907,1,2,2
2781,151,20250401,1,2,17
2782,366,20231001,0,4,4
2783,309,20240316,0,5,16
2784,342,20250215,0,4,1
2785,451,20220819,0,5,4
2786,442,20220509,0,2,24
2787,328,20221026,0,4,4
2788,445,20231101,0,3,22
2789,272,20220530,1,5,17
2790,66,20231202,0,2,14
2791,328,20210719,0,2,11
2792,468,20241026,0,4,1
2793,435,20250218,0,1,14
2794,377,20220414,0,4,12
2795,265,20220204,0,5,23
2796,87,20221230,0,2,20
2797,42,20250122,0,4,20
2798,14,20250228,0,3,7
2799,260,20230421,0,5,29
2800,409,20210120,0,5,27
2801,463,20220629,0,4,3
2802,169,20240429,0,4,32
2803,385,20210822,0,3,20
2804,135,20211013,0,2,37
2805,114,20221222,0,4,9
2806,142,20220621,0,5,19
2807,8,20221005,0,1,2
2808,43,20250806,0,3,24
2809,283,20231226,0,2,39
2810,305,20250401,0,5,15
2811,253,20210131,0,1,16
2812,174,20220104,0,3,7
2813,297,20210802,0,5,6
2814,292,20231230,0,1,7
2815,279,20230317,1,2,8
2816,5,20221115,0,1,31
2817,328,20210824,0,4,12
2818,7,20251002,0,4,1
2819,93,20230530,0,2,7
2820,334,20221012,0,2,26
2821,369,20251119,0,3,16
2822,28,20220917,0,3,1
2823,49,20220405,0,2,16
2824,288,20210702,0,2,20
2825,432,20210819,0,1,9
2826,146,20230618,0,4,23
2827,461,20250614,0,3,9
2828,205,20210714,0,1,31
2829,211,20220916,0,4,33
2830,390,20210331,1,1,24
2831,264,20250824,1,1,31
2832,127,20230818,0,4,39
2833,29,20230922,0,3,19
2834,191,20251119,0,3,32
2835,78,20230528,0,5,2
2836,431,20240905,0,3,31
2837,51,20210515,0,4,31
2838,297,20210907,0,2,9
2839,403,20230128,0,4,8
2840,476,20231122,0,1,12
2841,93,20220206,0,1,2
2842,462,20210606,0,4,32
2843,120,20250210,0,3,31
2844,120,20220701,0,3,5
2845,315,20241005,0,2,1
2846,137,20241015,0,1,39
2847,458,20250816,0,4,28
2848,208,20250330,0,1,13
2849,197,20210322,0,3,14
2850,320,20230515,1,4,18
2851,447,20240704,0,2,12
2852,453,20231227,1,3,22
2853,148,20240921,0,5,6
2854,87,20221002,0,4,11
2855,185,20210707,0,3,16
2856,418,20231204,0,5,5
2857,221,20250627,0,4,5
2858,167,20230411,0,2,27
2859,226,20240706,0,2,21
2860,178,20241023,0,3,32
2861,7,20240628,0,5,26
2862,146,20230422,0,1,6
2863,106,20220504,0,1,17
2864,173,20220928,0,2,33
2865,23,20230522,0,2,4
2866,400,20241229,0,5,1
2867,54,20220129,0,1,34
2868,350,20230816,0,3,6
2869,332,20240924,0,4,0
2870,366,20240204,0,4,3
2871,494,20220216,0,4,23
2872,284,20250107,0,3,33
2873,53,20240430,0,4,24
2874,71,20230629,0,4,27
2875,334,20220127,1,3,2
2876,290,20210630,0,5,31
2877,260,20230707,0,5,10
2878,378,20220403,0,5,7
2879,267,20210315,0,2,32
2880,99,20230919,0,4,11
2881,165,20220129,1,3,26
2882,150,20240110,0,2,28
2883,18,20220220,0,5,37
2884,385,20241209,0,4,25
2885,5,20240823,0,4,15
2886,468,20221126,0,3,3
2887,313,20210303,0,1,35
2888,78,20250413,1,1,8
2889,427,20250614,0,3,7
2890,225,20250819,0,3,22
2891,362,20250817,0,3,31
2892,354,20240102,0,4,37
2893,410,20220908,0,3,12
2894,479,20240808,0,4,25
2895,110,20211019,1,1,11
2896,359,20240214,0,4,38
2897,363,20250411,1,2,14
2898,418,20210209,0,1,19
2899,466,20230426,0,1,28
2900,492,20230810,0,3,28
2901,377,20210811,1,2,14
2902,21,20250228,0,5,1
2903,319,20210425,0,1,8
2904,112,20211121,0,3,18
2905,304,20240621,0,5,3
2906,378,20220603,0,3,38
2907,127,20221002,0,4,2
2908,112,20211012,0,2,8
2909,399,20231118,0,5,37
2910,158,20210210,0,4,22
2911,168,20240905,0,1,30
2912,229,20220812,0,5,28
2913,148,20230817,0,4,38
2914,391,20210422,1,4,1
2915,364,20240805,0,1,16
2916,167,20240417,1,3,15
2917,490,20210518,0,2,10
2918,52,20241102,0,3,38
2919,275,20221023,0,3,18
2920,495,20220205,1,4,1
2921,178,20210327,0,5,10
2922,253,20241101,0,2,23
2923,6,20220201,0,5,24
2924,469,20220914,0,3,25
2925,301,20240525,0,3,2
2926,465,20240921,0,4,17
2927,401,20251208,0,4,15
2928,251,20210920,0,3,32
2929,386,20220418,0,2,39
2930,138,20211120,1,2,15
2931,195,20251108,0,1,27
2932,70,20250624,0,5,15
2933,48,20230530,1,1,10
2934,419,20240328,0,4,2
2935,159,20230829,0,4,35
2936,471,20210827,0,2,19
2937,476,20210426,0,2,38
2938,465,20251103,0,1,6
2939,269,20220916,1,1,20
2940,429,20230211,0,2,32
2941,6,20230223,0,4,10
2942,366,20211107,0,1,20
2943,72,20240812,0,2,26
2944,198,20220706,0,2,0
2945,300,20230425,0,1,7
2946,311,20210929,0,1,13
2947,305,20250427,0,2,10
2948,88,20240721,0,1,1
2949,342,20240325,0,5,12
2950,259,20230716,1,2,6
2951,258,20250427,0,3,35
2952,83,20240708,0,1,15
2953,58,20220710,0,5,39
2954,187,20230919,0,2,7
2955,387,20220111,0,2,36
2956,143,20241217,0,2,2
2957,289,20210501,0,1,11
2958,296,20251018,0,1,11
2959,198,20230126,0,4,35
2960,360,20230125,0,4,7
2961,226,20231213,0,4,21
2962,274,20250429,1,3,6
2963,269,20220520,0,4,35
2964,144,20220221,0,3,3
2965,248,20220205,0,4,27
2966,448,20240421,0,2,12
2967,439,20231213,0,4,5
2968,122,20230604,0,4,4
2969,453,20251031,0,2,11
2970,425,20250125,0,1,26
2971,250,20230507,1,3,36
2972,224,20251012,1,1,3
2973,137,20231226,0,5,5
2974,314,20250218,0,4,4
2975,69,20251203,0,1,38
2976,486,20230607,0,1,4
2977,39,20241116,0,1,1
2978,10,20240911,0,5,8
2979,211,20210413,0,4,23
2980,400,20251130,0,5,24
2981,255,20210327,0,5,7
2982,355,20230206,0,2,5
2983,210,20250930,0,2,33
2984,243,20250910,1,2,20
2985,85,20251117,0,4,33
2986,489,20240112,0,4,36
2987,431,20210521,0,3,6
2988,175,20220501,0,2,6
2989,250,20240213,0,5,9
2990,184,20221023,0,1,35
2991,29,20230615,1,4,39
2992,25,20240504,0,2,16
2993,157,20210522,0,4,32
2994,19,20250621,0,3,15
2995,80,20230406,0,4,11
2996,245,20240429,0,3,6
2997,296,20210531,0,3,19
2998,410,20240215,0,3,22
2999,117,20231023,1,3,4
3000,1,20230313,0,1,13
3001,89,20231028,0,1,35
3002,52,20221012,0,1,9
3003,385,20240804,0,1,26
3004,488,20251027,0,1,17
3005,332,20231205,0,3,26
3006,248,20211209,0,3,4
3007,472,20211221,0,2,0
3008,235,20251018,0,3,13
3009,279,20210612,0,3,38
3010,209,20230413,0,2,26
3011,255,20211203,0,4,4
3012,359,20241017,0,4,38
3013,174,20230509,0,3,34
3014,438,20220717,0,5,12
3015,202,20251205,0,2,1
3016,253,20240319,1,3,11
3017,396,20210615,0,2,17
3018,117,20250508,0,2,39
3019,62,20220814,0,1,9
3020,433,20240626,0,4,12
3021,496,20250126,0,3,38
3022,465,20231013,0,4,18
3023,261,20210810,0,2,21
3024,455,20241007,0,1,36
3025,25,20220709,0,3,6
3026,216,20210925,0,1,29
3027,271,20250501,0,2,22
3028,179,20231019,0,2,39
3029,27,20241129,0,1,15
3030,163,20240908,0,5,9
3031,199,20251008,0,4,18
3032,306,20250801,0,5,25
3033,49,20230831,0,2,22
3034,449,20240910,0,1,20
3035,203,20210311,0,4,3
3036,198,20250915,0,3,1
3037,290,20230617,0,5,23
3038,127,20210929,0,1,39
3039,70,20211015,0,2,27
3040,222,20240715,0,2,33
3041,210,20231103,0,3,39
3042,267,20231129,0,4,25
3043,75,20250729,0,4,1
3044,317,20220527,0,4,4
3045,24,20210805,0,2,19
3046,137,20210524,0,4,6
3047,12,20210316,0,5,8
3048,430,20251129,0,5,19
3049,250,20211029,0,1,5
3050,127,20230703,0,3,18
3051,261,20211115,0,4,33
3052,242,20220414,0,5,13
3053,63,20250205,0,1,0
3054,443,20250403,0,4,3
3055,31,20221025,0,3,2
3056,497,20250304,0,5,2
3057,446,20220704,0,3,32
3058,36,20250201,0,2,34
3059,225,20250522,0,2,17
3060,112,20230224,0,2,33
3061,142,20240324,0,5,8
3062,79,20230430,0,4,36
3063,305,20251005,0,2,26
3064,364,20251016,0,5,13
3065,445,20220514,0,1,21
3066,186,20251024,0,1,39
3067,449,20231227,0,4,31
3068,88,20250518,0,3,38
3069,302,20220622,0,2,36
3070,407,20241224,0,5,16
3071,117,20230508,0,5,33
3072,263,20240402,0,5,36
3073,80,20211031,0,5,3
3074,254,20241225,0,5,15
3075,378,20240409,0,5,10
3076,461,20240809,0,4,29
3077,308,20220221,0,1,34
3078,128,20220918,0,1,31
3079,129,20240805,0,4,4
3080,307,20230107,0,1,13
3081,204,20220205,0,4,31
3082,125,20240710,0,3,23
3083,353,20240411,0,3,14
3084,483,20210902,0,1,37
3085,236,20240530,1,3,26
3086,244,20240215,0,3,21
3087,83,20240831,1,4,38
3088,382,20240306,0,4,1
3089,134,20251212,0,2,18
3090,315,20240412,1,2,7
3091,475,20220518,1,4,2
3092,291,20240506,1,3,6
3093,37,20220821,0,1,25
3094,202,20210425,0,4,25
3095,209,20241104,0,5,8
3096,443,20210422,0,2,6
3097,94,20230107,0,3,28
3098,241,20221004,0,3,21
3099,472,20250604,0,3,11
3100,24,20210225,0,2,0
3101,432,20211212,0,5,13
3102,19,20211126,0,5,32
3103,495,20230331,1,3,26
3104,445,20251209,1,3,3
3105,496,20241220,0,3,3
3106,430,20240124,0,4,29
3107,73,20220620,0,3,32
3108,316,20230913,0,2,15
3109,23,20230826,1,5,13
3110,122,20250801,0,4,18
3111,338,20251006,0,5,13
3112,441,20250824,0,3,35
3113,119,20231221,0,5,15
3114,483,20241201,0,3,16
3115,169,20210614,0,2,9
3116,354,20210925,0,3,11
3117,310,20240521,0,2,32
3118,100,20250116,1,2,22
3119,411,20240923,0,4,14
3120,169,20210713,0,3,35
3121,76,20231004,0,4,28
3122,104,20211230,0,3,34
3123,13,20210621,0,1,28
3124,423,20240830,0,2,39
3125,456,20220629,0,3,8
3126,15,20211117,1,5,19
3127,128,20231130,0,2,34
3128,460,20220226,0,2,4
3129,330,20221125,0,2,4
3130,304,20220529,0,3,18
3131,48,20210906,0,5,12
3132,473,20240630,0,5,21
3133,433,20211202,0,3,1
3134,49,20230322,0,2,18
3135,96,20250711,0,3,29
3136,427,20240817,0,2,6
3137,180,20231129,0,1,36
3138,57,20240126,0,1,39
3139,385,20210614,0,5,19
3140,465,20220805,0,5,3
3141,316,20240911,0,1,29
3142,297,20220425,0,5,30
3143,310,20221031,0,3,35
3144,161,20240224,0,4,27
3145,492,20220913,0,5,12
3146,187,20240703,0,1,18
3147,342,20251023,0,3,29
3148,179,20250409,0,1,26
3149,126,20241110,0,3,5
3150,416,20250206,0,3,30
3151,55,20250123,0,1,18
3152,496,20220610,0,2,39
3153,469,20220206,0,4,26
3154,272,20230930,0,2,10
3155,478,20250922,0,3,27
3156,424,20240926,0,4,14
3157,217,20251211,0,2,35
3158,87,20231106,0,3,3
3159,431,20211204,0,2,14
3160,156,20220714,0,1,39
3161,481,20240505,0,2,29
3162,36,20230325,0,4,13
3163,167,20221022,0,5,3
3164,212,20241122,0,2,15
3165,406,20250112,0,2,35
3166,422,20210603,0,2,10
3167,143,20210216,0,1,19
3168,266,20240409,1,2,8
3169,177,20210702,0,1,26
3170,429,20230511,0,1,28
3171,68,20210610,1,1,22
3172,91,20220809,0,2,5
3173,5,20240704,1,3,39
3174,310,20230318,0,1,30
3175,208,20220901,1,4,24
3176,314,20220522,0,5,29
3177,84,20220727,0,2,21
3178,138,20240322,0,1,27
3179,363,20230415,0,2,15
3180,181,20230902,0,5,10
3181,282,20220827,0,4,1
3182,144,20220605,0,3,10
3183,467,20210522,0,1,7
3184,244,20250921,0,4,10
3185,117,20210827,0,3,32
3186,352,20230716,0,5,4
3187,159,20251226,0,4,7
3188,123,20250916,0,5,34
3189,45,20220406,0,4,3
3190,220,20211029,1,3,20
3191,10,20250630,0,2,36
3192,260,20231103,0,3,27
3193,31,20210226,0,5,6
3194,268,20231018,0,2,0
3195,328,20240113,1,5,34
3196,201,20230619,0,1,34
3197,375,20220928,0,3,18
3198,19,20251018,0,2,34
3199,361,20240521,1,2,32
3200,230,20220923,0,3,2
3201,80,20240112,0,5,1
3202,254,20220711,0,3,15
3203,360,20211225,0,2,33
3204,167,20230706,0,4,27
3205,448,20220302,0,5,12
3206,320,20240731,0,4,26
3207,366,20220724,0,3,13
3208,303,20231013,0,2,8
3209,60,20210809,0,2,30
3210,330,20220315,0,3,14
3211,472,20210117,0,2,9
3212,73,20220403,0,5,9
3213,407,20251020,0,1,30
3214,138,20210601,0,5,28
3215,395,20231015,0,1,16
3216,60,20251004,0,5,17
3217,343,20220130,0,3,15
3218,351,20221226,0,4,10
3219,133,20220505,0,1,26
3220,434,20250127,0,2,17
3221,293,20210118,1,4,29
3222,15,20240210,1,4,5
3223,295,20221222,0,4,6
3224,419,20250702,0,4,36
3225,92,20220603,0,4,28
3226,99,20240322,0,3,31
3227,268,20250102,1,3,5
3228,235,20241124,0,4,7
3229,100,20220402,0,3,6
3230,35,20210721,0,3,6
3231,470,20240119,0,1,36
3232,271,20251210,0,5,15
3233,189,20240331,0,1,17
3234,127,20231111,0,4,22
3235,264,20251003,0,3,26
3236,342,20210717,0,2,23
3237,254,20220323,1,4,38
3238,268,20220123,0,1,1
3239,223,20221021,0,4,12
3240,153,20250426,0,1,37
3241,135,20220922,0,4,37
3242,48,20231112,0,5,15
3243,94,20240609,0,4,21
3244,171,20220523,0,4,30
3245,301,20250822,0,1,33
3246,432,20210925,1,4,27
3247,274,20250131,0,1,22
3248,22,20220905,0,1,25
3249,86,20231101,0,2,26
3250,270,20250329,0,2,14
3251,25,20220909,0,1,6
3252,328,20240704,1,2,17
3253,378,20240509,0,5,16
3254,344,20211128,0,5,13
3255,256,20230701,0,1,9
3256,246,20220715,0,5,36
3257,249,20250112,1,1,26
3258,480,20240203,0,5,20
3259,161,20240614,0,3,25
3260,390,20220707,0,2,0
3261,342,20230208,0,1,21
3262,182,20250808,0,2,32
3263,478,20250731,1,1,12
3264,350,20210515,0,3,34
3265,388,20250130,0,4,13
3266,40,20220918,0,2,22
3267,68,20230531,0,4,18
3268,87,20230102,0,2,38
3269,385,20221029,1,4,10
3270,403,20240309,0,3,29
3271,483,20210506,0,1,22
3272,55,20251117,1,5,6
3273,15,20230507,0,4,3
3274,23,20220907,0,2,21
3275,69,20210827,0,1,9
3276,197,20240605,1,3,33
3277,4,20230505,0,2,37
3278,235,20210616,0,3,8
3279,231,20240722,0,2,37
3280,137,20240228,0,1,6
3281,146,20251007,0,2,32
3282,289,20210120,1,4,6
3283,142,20210401,0,3,26
3284,426,20240605,0,3,12
3285,296,20220816,0,5,14
3286,249,20241005,0,5,5
3287,321,20210710,0,1,37
3288,101,20250801,0,1,20
3289,264,20230106,1,5,3
3290,339,20210425,0,1,9
3291,75,20210907,0,3,7
3292,434,20240609,0,2,34
3293,97,20210326,0,3,38
3294,389,20220502,0,3,14
3295,289,20230227,0,2,15
3296,32,20220203,0,2,27
3297,494,20241226,0,1,27
3298,39,20240701,0,1,7
3299,34,20230119,1,2,31
3300,343,20221219,0,5,33
3301,176,20220308,0,3,14
3302,244,20210726,0,2,25
3303,216,20220523,0,3,0
3304,24,20221126,0,2,30
3305,403,20210317,0,5,26
3306,207,20240915,0,4,7
3307,24,20250426,0,4,23
3308,21,20210919,1,3,27
3309,439,20250117,0,4,32
3310,147,20240120,0,3,30
3311,260,20210914,1,2,36
3312,179,20250102,0,4,24
3313,318,20230320,0,2,1
3314,445,20210316,0,2,27
3315,32,20230411,0,2,12
3316,442,20210908,0,5,12
3317,29,20230409,0,5,22
3318,411,20210326,0,4,10
3319,438,20240208,0,1,21
3320,85,20210414,0,5,10
3321,280,20250706,0,5,21
3322,126,20250317,0,2,10
3323,202,20210322,0,1,9
3324,83,20230424,0,4,16
3325,33,20250301,0,4,2
3326,189,20210224,0,2,10
3327,425,20250813,0,4,17
3328,203,20240921,1,3,27
3329,47,20211018,0,3,25
3330,174,20221022,0,5,9
3331,58,20251004,0,3,26
3332,113,20240225,0,4,38
3333,463,20220528,0,2,20
3334,299,20220811,0,3,7
3335,253,20221013,1,5,0
3336,490,20240112,0,1,25
3337,276,20211117,1,4,27
3338,107,20220724,0,4,5
3339,135,20230730,0,5,29
3340,469,20240926,0,4,27
3341,289,20210719,0,2,34
3342,461,20230811,0,5,35
3343,199,20220318,0,1,24
3344,36,20210506,0,2,12
3345,83,20231212,0,2,2
3346,413,20230612,0,2,6
3347,83,20250913,0,3,4
3348,336,20250306,0,4,9
3349,434,20230723,0,4,32
3350,118,20250910,0,1,10
3351,265,20241117,1,3,4
3352,415,20210823,0,2,23
3353,349,20221025,0,4,9
3354,268,20230619,0,3,33
3355,305,20250902,0,5,35
3356,170,20250124,0,1,26
3357,341,20240615,0,3,7
3358,244,20230704,0,5,2
3359,221,20210611,0,1,30
3360,76,20221222,1,2,34
3361,285,20210823,0,5,29
3362,230,20240219,0,3,20
3363,63,20231023,0,5,29
3364,203,20210405,0,1,31
3365,217,20221227,0,1,29
3366,496,20210726,0,3,16
3367,434,20250907,0,4,38
3368,360,20220212,0,1,26
3369,492,20231116,0,2,28
3370,491,20231116,0,3,25
3371,151,20241223,0,1,39
3372,125,20211010,0,2,8
3373,342,20250917,1,5,25
3374,405,20210828,0,1,3
3375,224,20240107,0,4,39
3376,279,20221227,1,1,9
3377,338,20250429,0,1,6
3378,144,20230106,0,3,19
3379,3,20240521,0,3,31
3380,27,20210302,0,1,23
3381,343,20221206,0,2,38
3382,373,20250212,1,3,2
3383,428,20210821,0,4,6
3384,321,20250406,0,4,15
3385,211,20210515,0,3,13
3386,58,20240726,0,5,8
3387,77,20250426,0,4,22
3388,210,20240222,0,2,18
3389,488,20250411,0,4,30
3390,189,20250615,1,1,26
3391,407,20251112,0,2,12
3392,367,20250909,0,3,23
3393,181,20211122,0,5,19
3394,417,20220207,0,4,3
3395,343,20250607,0,3,11
3396,142,20210312,0,3,3
3397,323,20250316,0,2,8
3398,289,20240810,0,5,16
3399,68,20250325,0,2,38
3400,61,20231224,0,2,0
3401,311,20221126,0,1,3
3402,415,20231204,0,5,16
3403,166,20210217,0,2,34
3404,83,20211002,0,2,11
3405,52,20240705,0,2,11
3406,309,20230129,0,4,7
3407,200,20230904,0,3,1
3408,129,20220105,0,5,13
3409,79,20230228,0,1,12
3410,22,20250506,0,5,12
3411,409,20231111,0,3,23
3412,410,20230316,0,1,6
3413,156,20221223,0,1,36
3414,404,20230527,0,2,26
3415,170,20240816,1,5,14
3416,202,20231218,0,3,1
3417,135,20241114,0,4,1
3418,228,20210131,0,5,36
3419,363,20240915,0,3,13
3420,213,20220216,0,2,0
3421,487,20220404,0,2,30
3422,409,20210504,0,4,9
3423,305,20211027,0,4,2
3424,470,20250110,0,2,19
3425,23,20240602,0,3,20
3426,106,20251030,0,3,30
3427,480,20250821,0,5,12
3428,140,20210416,0,5,34
3429,315,20231105,0,4,16
3430,123,20240827,0,4,2
3431,116,20210322,0,5,16
3432,313,20230711,1,1,23
3433,206,20250117,0,3,35
3434,255,20221111,0,1,28
3435,134,20210321,0,2,26
3436,392,20230224,0,5,39
3437,167,20250425,0,3,28
3438,54,20230621,0,4,18
3439,357,20250311,1,5,32
3440,17,20231110,0,3,36
3441,253,20220918,0,2,37
3442,443,20240911,0,1,0
3443,145,20250217,0,3,9
3444,449,20210905,0,5,23
3445,431,20230604,0,4,39
3446,167,20220930,0,2,30
3447,382,20221112,0,4,14
3448,137,20250725,0,2,15
3449,422,20220626,0,3,8
3450,391,20220115,0,3,7
3451,79,20231227,0,2,25
3452,388,20250220,0,2,30
3453,467,20210917,0,5,10
3454,21,20230226,0,4,30
3455,500,20241225,0,2,16
3456,147,20240219,0,1,28
3457,455,20230123,1,4,13
3458,222,20250619,0,1,4
3459,144,20210211,0,3,15
3460,493,20221019,0,1,24
3461,306,20250815,0,1,3
3462,447,20211025,1,1,35
3463,181,20230820,0,4,35
3464,481,20231215,0,1,27
3465,34,20251231,0,3,31
3466,147,20220107,0,4,31
3467,378,20210613,0,3,22
3468,259,20211222,0,3,29
3469,241,20231112,0,5,23
3470,119,20220314,0,1,12
3471,166,20250930,0,4,14
3472,473,20240830,0,1,37
3473,190,20240425,0,3,14
3474,57,20250504,0,4,0
3475,92,20231204,0,2,26
3476,162,20220430,0,1,28
3477,304,20241026,0,3,7
3478,403,20211208,0,3,36
3479,237,20230715,0,5,16
3480,413,20220404,1,1,24
3481,311,20250109,0,1,36
3482,3,20251219,0,2,35
3483,158,20210115,0,3,11
3484,94,20210521,0,4,0
3485,252,20210825,0,5,23
3486,23,20250614,0,2,13
3487,151,20231118,0,2,6
3488,201,20251130,0,3,23
3489,69,20231229,1,2,24
3490,387,20240328,0,4,5
3491,447,20230402,0,4,2
3492,128,20221103,0,2,31
3493,323,20220825,0,1,32
3494,339,20221011,0,2,39
3495,71,20251018,0,2,12
3496,422,20231005,0,1,7
3497,259,20250623,0,5,1
3498,424,20220322,0,4,20
3499,73,20230923,0,1,32
3500,298,20250414,0,4,9
3501,393,20231004,0,5,21
3502,282,20230818,0,5,28
3503,497,20241030,0,2,9
3504,332,20210824,0,5,36
3505,106,20240721,0,4,3
3506,331,20250514,0,1,33
3507,460,20210911,0,3,11
3508,253,20210803,0,2,22
3509,139,20210506,0,4,12
3510,356,20250128,0,3,3
3511,309,20230915,0,3,36
3512,364,20241205,0,4,12
3513,384,20241229,0,4,8
3514,397,20210329,0,1,6
3515,173,20210610,0,1,35
3516,173,20240625,1,1,36
