Sales_ID,Date_ID,Product_ID,Client_ID,Revenue,Units_Sold,Discount
3080,20250127,2,2,4789,53,0
3081,20210512,5,1,14196,43,20
3082,20250910,4,5,6950,56,0
3083,20241005,6,5,14022,80,0
3084,20240103,6,5,4790,25,19
3085,20250813,3,4,6591,9,3
3086,20240607,3,5,6898,19,21
3087,20240831,1,2,6355,55,2
3088,20220812,2,5,4971,58,10
3089,20210821,3,5,16965,21,13
3090,20210426,3,4,16743,49,1
3091,20211208,4,5,12801,31,7
3092,20221117,1,5,9523,92,21
3093,20220203,1,3,17299,63,8
3094,20240630,2,1,7975,43,7
3095,20250422,2,5,14298,85,2
3096,20210415,5,5,1025,36,12
3097,20210410,4,5,18672,9,1
3098,20241029,3,3,10564,91,3
3099,20250706,5,3,7394,95,7
3100,20210717,4,1,18036,60,2
3101,20220829,5,5,2667,40,22
3102,20230809,5,5,16896,87,15
3103,20220417,1,2,14314,29,6
3104,20240629,3,2,9644,39,7
3105,20220614,4,1,16869,59,24
3106,20250523,1,4,16047,96,18
3107,20210803,5,2,8389,75,11
3108,20210612,6,2,2564,40,22
3109,20241205,4,3,4341,71,19
3110,20210125,3,4,15621,47,1
3111,20240328,2,5,4668,98,2
3112,20221130,2,5,1563,82,9
3113,20240418,1,4,14574,8,20
3114,20221116,1,2,13638,97,16
3115,20241001,4,5,11707,27,6
3116,20210712,2,4,2982,62,2
3117,20210226,2,4,1522,1,11
3118,20231014,3,4,19270,49,19
3119,20210107,2,2,19237,5,14
3120,20230130,6,3,9858,21,17
3121,20250110,6,3,6138,25,5
3122,20240524,1,3,8713,91,15
3123,20230418,1,5,13816,49,12
3124,20210806,6,2,1815,85,6
3125,20231105,1,5,17861,40,7
3126,20240126,3,2,7932,45,6
3127,20250505,2,2,15235,28,21
3128,20210612,5,4,4299,3,14
3129,20240530,1,2,17866,13,21
3130,20211223,5,3,8961,21,5
3131,20231020,2,4,5627,65,23
3132,20210909,4,2,4808,28,15
3133,20211231,5,5,11248,91,1
3134,20231117,4,3,15573,29,15
3135,20230107,6,1,14294,17,19
3136,20240721,6,2,7535,62,10
3137,20250325,1,3,12300,87,12
3138,20210527,3,3,7466,80,24
3139,20211022,4,3,6528,96,18
3140,20210203,4,1,13418,39,8
3141,20230326,1,4,8222,30,14
3142,20230608,5,1,4132,56,23
3143,20210831,2,1,3654,60,14
3144,20230816,5,5,8905,72,2
3145,20230117,2,4,9243,26,20
3146,20211014,2,3,3608,26,1
3147,20220224,6,1,5216,93,4
3148,20231022,5,2,5777,15,9
3149,20240224,3,1,11537,5,16
3150,20230910,4,4,7148,81,14
3151,20220503,6,5,11150,64,4
3152,20250926,4,1,3952,50,21
3153,20210512,3,4,6352,29,14
3154,20241122,5,1,9996,24,1
3155,20240627,6,3,17002,63,13
3156,20250704,4,5,19333,59,19
3157,20250818,3,1,1825,77,22
3158,20241106,3,4,16574,80,24
3159,20210116,5,5,12908,46,22
3160,20220704,5,1,7961,85,22
3161,20221001,2,3,18013,85,9
3162,20250308,5,1,10913,40,17
3163,20220825,5,2,2495,68,7
3164,20221116,2,3,17964,4,20
3165,20251023,2,1,9075,45,12
3166,20231022,5,1,4576,31,7
3167,20221107,1,2,11489,55,18
3168,20241113,6,4,1238,39,15
3169,20220623,3,1,14002,84,1
3170,20220927,3,3,12432,72,22
3171,20240728,4,2,6327,68,3
3172,20240709,5,1,1742,31,7
3173,20240224,2,3,11712,66,20
3174,20211221,3,2,1941,54,21
3175,20211229,4,3,19343,65,3
3176,20230217,4,3,14271,84,0
3177,20210110,6,1,2293,3,0
3178,20220126,6,2,4191,56,23
3179,20221230,4,5,7256,43,22
3180,20211217,6,1,7593,51,3
3181,20220113,6,4,11111,41,6
3182,20250122,3,1,18765,4,22
3183,20210823,1,2,12654,42,2
3184,20250309,2,5,17830,4,3
3185,20210301,2,5,11437,92,16
3186,20240811,3,1,3255,55,22
3187,20220327,4,1,7458,71,15
3188,20251020,5,5,12881,66,24
3189,20220503,2,3,12960,70,2
3190,20240611,5,3,11780,39,1
3191,20250614,5,4,19022,91,11
3192,20220604,1,4,11582,7,7
3193,20250905,1,3,5898,93,16
3194,20230327,5,2,7784,50,9
3195,20211221,6,5,19762,3,19
3196,20210128,1,5,2004,89,10
3197,20210708,3,4,16367,93,15
3198,20250812,2,4,6392,2,1
3199,20230923,6,2,1806,21,24
3200,20230828,6,2,1471,91,2
3201,20220429,6,2,6380,7,23
3202,20251002,1,4,17005,53,8
3203,20240915,4,3,13348,19,13
3204,20220319,2,5,16748,3,16
3205,20240428,5,3,15175,33,6
3206,20210610,5,1,5923,41,11
3207,20250116,2,3,4858,37,0
3208,20241221,2,3,8380,11,19
3209,20220409,2,1,17631,98,5
3210,20230214,3,5,8478,28,1
3211,20240905,4,1,19607,80,5
3212,20240914,3,3,12057,93,22
3213,20210701,5,1,16230,7,22
3214,20210307,3,4,18278,71,2
3215,20251024,6,3,11094,25,7
3216,20250204,1,2,3486,48,15
3217,20221023,1,1,12300,57,19
3218,20231216,6,2,15089,2,9
3219,20250326,3,5,8885,37,4
3220,20251224,2,3,7469,29,24
3221,20251030,5,5,6155,28,0
3222,20210402,4,5,19529,51,4
3223,20251216,3,4,5552,49,16
3224,20230929,2,5,8005,34,21
3225,20221013,6,5,3063,49,0
3226,20230223,6,4,17542,19,13
3227,20210806,4,5,9582,57,9
3228,20230313,2,1,11498,52,9
3229,20240330,6,3,7287,81,14
3230,20240211,1,2,4774,18,13
3231,20230506,3,1,1134,73,5
3232,20220728,5,3,14867,81,14
3233,20251230,4,4,12389,61,4
3234,20240717,5,5,5100,7,20
3235,20220303,6,5,12026,43,20
3236,20230110,5,2,12506,7,12
3237,20221201,2,5,8967,70,14
3238,20241007,3,1,7775,62,2
3239,20210219,2,1,8537,40,1
3240,20250822,1,4,12437,50,13
3241,20250619,5,2,15394,63,8
3242,20250524,6,5,9822,6,3
3243,20231215,5,3,2483,20,13
3244,20210210,4,4,14071,49,15
3245,20241013,1,5,6499,70,15
3246,20220217,6,5,12309,85,17
3247,20211130,2,5,19585,10,10
3248,20231013,6,1,3632,89,10
3249,20230308,4,2,10621,60,21
3250,20211029,5,5,1852,7,15
3251,20230717,1,2,6998,14,6
3252,20230831,3,3,18038,8,18
3253,20250424,2,4,6096,3,9
3254,20230126,2,5,19081,65,6
3255,20220926,3,2,8338,74,7
3256,20230312,4,5,10961,28,2
3257,20211208,2,1,11778,80,9
3258,20210720,2,1,11952,64,5
3259,20230626,3,3,3796,47,12
3260,20220914,1,1,19660,64,23
3261,20220410,1,2,15110,94,5
3262,20240315,1,2,8342,3,11
3263,20240423,3,3,16224,80,12
3264,20240409,1,4,5986,80,5
3265,20230201,6,1,1327,43,7
3266,20210606,5,5,14772,13,0
3267,20231027,5,2,18967,74,11
3268,20240306,2,1,1500,19,2
3269,20250512,5,5,12613,56,4
3270,20241231,4,3,13139,56,10
3271,20210314,1,2,7371,42,22
3272,20240428,4,2,1120,54,14
3273,20210324,5,3,13911,4,15
3274,20231025,3,2,1505,45,21
3275,20251113,3,5,9813,19,20
3276,20240429,2,5,18073,38,6
3277,20250305,4,4,11523,38,22
3278,20250110,4,1,2440,18,13
3279,20240712,4,1,2923,20,20
3280,20220501,4,4,4609,78,9
3281,20210216,1,2,19485,30,11
3282,20250805,1,3,2001,30,21
3283,20220409,3,3,4012,2,2
3284,20240913,2,3,15691,26,19
3285,20210314,6,2,2769,70,16
3286,20210603,6,5,8930,57,1
3287,20240830,2,1,5596,69,21
3288,20240712,2,5,18453,26,15
3289,20221121,1,3,19646,42,12
3290,20250409,6,1,14093,71,16
3291,20210710,2,4,14661,90,21
3292,20221206,5,5,15575,4,22
3293,20250827,1,5,3583,56,19
3294,20240606,5,3,6754,77,10
3295,20250210,1,1,5526,46,12
3296,20220508,6,5,15875,99,19
3297,20250504,2,3,3293,3,18
3298,20250323,3,3,15629,63,7
3299,20230711,4,2,4078,13,21
3300,20210711,3,1,7415,69,9
3301,20211207,2,5,7437,80,13
3302,20221118,3,2,14405,73,1
3303,20230208,5,2,15347,36,16
3304,20251129,1,2,9744,64,4
3305,20240306,4,1,11287,20,4
3306,20231014,6,1,4024,96,8
3307,20231114,4,5,11313,47,9
3308,20240528,5,4,18312,9,7
3309,20210905,2,1,12704,9,2
3310,20230125,6,2,2861,47,2
3311,20210109,6,1,1963,5,10
3312,20220112,1,5,19241,22,4
3313,20231116,4,5,5509,22,5
3314,20210511,3,3,6542,68,10
3315,20250116,1,5,8994,1,3
3316,20230810,6,4,1651,81,7
3317,20230309,1,3,3687,74,7
3318,20230612,6,3,13179,93,19
3319,20240506,4,5,6162,47,24
3320,20211210,1,4,3401,98,18
3321,20240313,2,1,2623,96,22
3322,20220430,6,4,14072,66,8
3323,20240323,4,2,2106,73,14
3324,20230507,3,3,7597,39,23
3325,20230309,1,5,19230,33,8
3326,20230915,4,2,4185,37,22
3327,20250910,4,4,5594,48,23
3328,20220325,1,4,19288,6,11
3329,20231201,6,1,17769,46,21
3330,20210605,5,5,7396,1,23
3331,20240502,4,3,6236,70,12
3332,20250507,1,2,5695,56,16
3333,20251213,2,1,3872,25,2
3334,20240624,2,3,2561,69,12
3335,20240514,4,4,14934,37,19
3336,20210814,6,1,11086,17,13
3337,20211028,3,5,12733,60,2
3338,20230903,5,5,16402,41,6
3339,20230219,4,4,12657,12,20
3340,20210920,3,4,19509,32,14
3341,20210315,4,3,4218,83,12
3342,20240104,3,2,6289,86,8
3343,20231203,6,3,14951,37,17
3344,20240727,6,3,11383,55,11
3345,20220903,2,1,13534,78,15
3346,20240118,3,4,15771,94,4
3347,20230423,1,5,18405,93,7
3348,20240210,1,1,9910,11,21
3349,20240815,6,4,15134,20,22
3350,20251212,2,1,16581,4,21
3351,20211231,2,3,2625,55,13
3352,20250903,6,3,2779,16,2
3353,20210226,4,5,2449,56,16
3354,20250522,1,2,2521,37,17
3355,20220504,4,4,2184,78,9
3356,20240223,1,5,4974,36,18
3357,20240227,3,1,7652,23,11
3358,20250620,3,5,8383,48,21
3359,20250326,1,1,1947,54,1
3360,20230103,6,5,10723,56,24
3361,20210806,3,3,9421,11,12
3362,20220408,5,4,3637,21,1
3363,20220823,5,2,15510,6,1
3364,20230617,3,3,14016,88,23
3365,20240924,3,4,6471,1,17
3366,20230102,4,2,14716,27,0
3367,20250729,6,3,5138,57,15
3368,20250120,5,4,18873,28,12
3369,20221027,2,2,8867,91,8
3370,20250925,2,3,19052,43,2
3371,20241226,5,5,17137,92,1
3372,20221201,1,1,12604,11,23
3373,20231120,6,1,17451,28,7
3374,20251027,4,2,9087,82,7
3375,20221208,1,4,10535,21,6
3376,20241217,1,5,6571,3,20
3377,20210425,3,2,11886,20,6
3378,20230906,5,5,10903,10,0
3379,20251202,1,2,18689,15,7
3380,20251205,2,3,17281,60,7
3381,20220506,6,3,6296,77,17
3382,20220213,5,2,8542,70,11
3383,20210628,4,3,4560,80,4
3384,20231202,5,3,18526,78,5
3385,20240514,3,4,13628,94,16
3386,20251128,6,5,5268,19,13
3387,20230118,1,3,6692,9,13
3388,20240223,1,1,5230,87,10
3389,20241012,3,4,13783,53,18
3390,20250203,2,1,7710,90,19
3391,20230311,4,3,18248,11,23
3392,20210216,1,3,12362,54,9
3393,20230827,1,3,18187,23,14
3394,20240814,5,5,13386,13,1
3395,20250930,1,2,11401,98,2
3396,20250415,4,5,12241,19,22
3397,20211108,5,2,4895,59,5
3398,20250907,3,1,17046,72,0
3399,20240301,5,5,8390,83,13
3400,20210904,6,4,6549,96,23
3401,20250130,5,5,1118,39,14
3402,20250311,4,1,17165,54,14
3403,20230128,5,2,12435,15,18
3404,20220502,6,2,7691,68,14
3405,20220422,4,5,4640,63,1
3406,20210523,1,3,13032,92,0
3407,20210331,5,5,10540,48,9
3408,20220408,1,1,4382,52,11
3409,20230704,5,3,19396,78,7
3410,20230401,2,3,5612,50,13
3411,20221126,3,5,5026,27,16
3412,20210608,3,5,6881,33,18
3413,20221209,1,2,19128,88,23
3414,20240715,1,5,10120,41,8
3415,20240706,5,4,6744,70,5
3416,20210318,5,2,10489,42,14
3417,20240511,2,4,6731,81,17
3418,20240902,3,4,3186,35,8
3419,20241103,6,2,4125,61,4
3420,20230506,3,4,12967,66,3
3421,20210701,6,4,17982,72,5
3422,20250107,3,2,4051,43,8
3423,20211005,2,5,1977,32,19
3424,20230418,3,5,2183,59,1
3425,20251023,6,5,16129,76,3
3426,20250902,5,2,2791,46,7
3427,20250721,4,1,12612,65,12
3428,20220729,2,1,17550,65,23
3429,20220428,6,2,8854,97,14
3430,20210212,4,5,9641,31,12
3431,20240115,3,5,5566,62,0
3432,20230114,4,3,9768,70,18
3433,20230420,1,1,19677,54,0
3434,20230501,3,1,19367,78,0
3435,20240107,3,5,19977,62,1
3436,20250907,5,3,19992,49,0
3437,20210405,2,2,10548,97,6
3438,20210811,5,2,3005,26,6
3439,20240805,3,4,12374,31,18
3440,20240427,4,3,10801,16,13
3441,20220215,1,2,10520,76,20
3442,20250730,3,5,9197,88,0
3443,20240130,2,3,9330,79,2
3444,20240708,5,2,9748,69,4
3445,20231227,6,4,10633,51,22
3446,20211024,3,5,14730,27,13
3447,20210920,1,3,14978,23,20
3448,20230508,1,2,6907,49,7
3449,20230526,1,4,19704,95,16
3450,20251025,5,5,8643,54,18
3451,20221030,5,4,10471,89,7
3452,20250531,6,5,19222,11,5
3453,20231109,1,2,1717,85,9
3454,20210824,6,5,12672,13,12
3455,20250922,6,4,3005,86,8
3456,20220408,4,5,13329,49,12
3457,20220923,2,3,15425,55,3
3458,20230623,1,2,10938,82,10
3459,20231105,4,2,4451,81,10
3460,20230812,1,3,19223,66,15
3461,20230927,6,1,4788,80,5
3462,20221027,1,3,14087,76,7
3463,20250218,2,2,4352,2,13
3464,20241231,3,4,1786,85,19
3465,20240510,3,2,6149,10,13
3466,20240606,4,5,11450,89,9
3467,20250927,3,5,11125,55,0
3468,20220823,1,4,7438,3,14
3469,20210829,2,5,5626,56,8
3470,20250315,4,1,14498,54,13
3471,20250829,3,2,18869,72,10
3472,20240420,4,5,2759,10,22
3473,20210121,2,5,3573,20,22
3474,20251203,5,3,12852,67,3
3475,20220619,6,2,12145,58,17
3476,20250621,5,4,19424,81,16
3477,20210704,3,5,16482,95,24
3478,20250614,2,3,6963,66,20
3479,20211211,3,2,13230,22,22
3480,20240504,1,5,4237,49,10
3481,20230428,5,2,3652,60,14
3482,20251106,2,1,8182,24,17
3483,20241114,2,3,13554,90,14
3484,20211031,1,1,4043,79,20
3485,20231104,3,3,15412,36,13
3486,20230225,3,2,2055,47,14
3487,20231224,6,2,6299,55,1
3488,20230706,2,1,9142,46,24
3489,20230903,2,1,13522,39,11
3490,20221208,1,4,4232,40,24
3491,20210804,1,1,9500,31,9
3492,20210403,3,5,11668,41,21
3493,20251002,1,1,13545,43,3
3494,20241223,2,3,17625,21,16
3495,20230427,2,2,4933,94,19
3496,20211101,1,4,5035,92,0
3497,20230719,2,3,15435,36,21
3498,20220514,5,5,11961,90,7
3499,20250727,1,2,16147,31,9
3500,20240215,6,5,14019,78,23
3501,20251127,6,4,13001,64,13
3502,20250919,4,4,13124,72,13
3503,20240111,6,1,1338,1,11
3504,20210923,6,3,9787,55,10
3505,20240616,4,4,10730,30,10
3506,20210501,3,2,13697,73,0
3507,20250622,2,5,16009,13,20
3508,20230804,6,1,13371,35,4
3509,20211117,3,4,1506,37,9
3510,20211209,1,5,2525,95,6
3511,20250508,5,4,10886,29,4
3512,20220215,4,5,13349,91,20
3513,20241006,2,3,3779,43,16
3514,20251225,5,3,12820,7,11
3515,20241109,4,4,15499,79,9
3516,20220102,2,1,11366,43,19
3517,20221226,6,5,1079,27,14
3518,20230509,6,1,4132,59,2
3519,20240224,6,1,9944,99,15
3520,20250910,1,3,10886,97,20
3521,20220914,3,1,2720,70,16
3522,20230807,4,1,6804,84,18
3523,20210403,5,2,12036,23,4
3524,20210409,5,4,9754,32,17
3525,20250327,5,2,3390,85,20
3526,20230106,5,5,6740,69,5
3527,20231101,1,1,18732,23,11
3528,20240114,2,3,17458,76,4
3529,20220128,1,5,18122,37,6
3530,20240519,2,1,2643,13,15
3531,20241020,6,3,14886,22,24
3532,20241013,1,2,2057,44,20
3533,20210317,5,3,1385,62,18
3534,20220317,6,1,13538,41,22
3535,20220928,5,4,11522,19,9
3536,20231214,3,1,14149,23,0
3537,20220710,1,3,12892,17,8
3538,20231022,2,5,7843,69,19
3539,20211216,3,5,13921,93,6
3540,20250807,6,3,15720,74,7
3541,20240711,4,5,13971,77,24
3542,20220930,1,5,9364,14,5
3543,20221020,1,5,7304,78,9
3544,20250908,2,2,14825,94,22
3545,20230424,1,1,8782,41,16
3546,20211225,3,3,12618,10,5
3547,20220210,5,4,8531,86,3
3548,20250730,3,4,4345,52,24
3549,20220410,2,3,17979,28,17
3550,20240924,2,4,10652,74,19
3551,20230316,5,5,6289,27,14
3552,20210913,5,5,3196,19,8
3553,20211013,5,3,5052,57,12
3554,20231207,4,1,19279,83,12
3555,20220804,2,3,9374,17,4
3556,20250224,4,3,15886,76,19
3557,20230720,3,3,11534,97,18
3558,20211122,2,2,10019,72,14
3559,20221121,5,2,10945,11,1
3560,20221228,3,2,13251,46,14
3561,20211024,1,5,13515,32,0
3562,20231005,5,4,16180,95,12
3563,20220518,3,5,13559,58,15
3564,20241206,4,5,6832,93,9
3565,20210130,6,5,5919,20,1
3566,20220707,6,4,6108,55,14
3567,20240101,4,5,8776,92,10
3568,20240805,1,4,12649,10,7
3569,20240904,5,3,18874,31,2
3570,20241213,1,4,5770,40,21
3571,20250622,3,2,4490,66,23
3572,20230116,3,1,12577,38,18
3573,20230925,4,5,11375,5,8
3574,20220312,1,5,13873,49,15
3575,20241119,5,5,13384,64,24
3576,20211209,2,3,2193,45,17
3577,20210121,6,4,18179,77,9
3578,20250318,2,1,1738,55,13
3579,20250604,1,2,18814,9,20
3580,20241218,5,5,19775,78,2
3581,20211116,2,3,2676,68,7
3582,20250602,1,5,8072,37,17
3583,20240611,3,4,15101,71,12
3584,20251125,1,2,13067,62,7
3585,20210131,1,1,18935,13,18
3586,20240114,5,1,7666,8,23
3587,20230606,3,4,14453,32,1
3588,20210531,1,1,3929,97,13
3589,20250718,2,2,5950,85,20
3590,20250627,2,2,2477,6,24
3591,20230624,4,5,7297,75,18
3592,20221125,6,4,1119,95,2
3593,20220505,4,2,15172,37,11
3594,20210924,1,5,2067,35,8
3595,20250606,3,3,14459,76,11
3596,20210223,4,3,3223,28,12
3597,20230917,3,4,14145,38,16
3598,20230920,3,1,6714,39,5
3599,20220528,6,3,11571,12,3
3600,20210731,3,5,6899,62,8
3601,20220615,4,4,12642,68,23
3602,20250118,5,4,16976,39,11
3603,20241112,4,3,9888,59,17
3604,20241018,1,2,19723,38,24
3605,20241030,3,5,2875,73,23
3606,20240303,2,4,13450,99,5
3607,20251007,2,2,10795,88,9
3608,20210713,1,2,5850,32,16
3609,20250201,3,5,7338,62,17
3610,20210303,1,4,9866,27,20
3611,20250209,4,5,15304,69,15
3612,20221011,3,3,17939,23,21
3613,20220725,3,5,11921,86,23
3614,20241011,3,2,18205,60,19
3615,20230816,6,4,2527,9,3
3616,20210311,1,2,11862,51,23
3617,20241121,3,1,2205,38,8
3618,20250627,1,2,10687,95,9
3619,20250530,1,1,10602,32,6
3620,20220203,2,5,4157,34,15
3621,20240802,6,3,9834,15,3
3622,20250209,5,1,13391,39,17
3623,20210327,2,3,12602,94,4
3624,20250610,5,4,3021,80,9
3625,20240212,6,2,8323,54,24
3626,20220726,3,2,16274,86,15
3627,20221205,1,3,16829,33,12
3628,20230930,6,5,1744,43,19
3629,20221229,1,4,11051,75,14
3630,20231201,4,1,3200,67,8
3631,20240923,6,5,13170,62,2
3632,20210109,1,5,16091,97,21
3633,20250916,6,3,10983,7,18
3634,20240410,6,1,19456,9,20
3635,20251117,5,3,8683,90,18
3636,20210610,2,5,1499,80,23
3637,20220415,4,5,6969,68,21
3638,20210312,6,4,18110,90,24
3639,20210628,3,4,11421,16,5
3640,20250618,6,3,2415,97,7
3641,20210906,5,3,3394,27,16
3642,20241027,3,1,8385,66,7
3643,20230531,2,3,10276,82,19
3644,20210903,4,1,19351,86,20
3645,20211121,4,3,8107,63,20
3646,20240927,2,4,14640,99,1
3647,20230503,2,5,12668,28,6
3648,20240627,2,3,8094,82,3
3649,20220120,6,1,13718,62,19
3650,20220406,4,2,13584,80,15
3651,20251107,6,5,11345,74,3
3652,20210902,2,2,12296,44,19
3653,20220329,1,3,9345,96,11
3654,20211125,5,3,10896,9,2
3655,20230724,6,2,6320,31,3
3656,20210305,1,2,4503,38,9
3657,20241016,3,5,2150,60,19
3658,20230605,3,4,17526,9,16
3659,20210521,2,2,15785,65,18
3660,20241016,4,4,4087,99,8
3661,20240805,3,3,10511,31,15
3662,20230924,4,4,11466,20,24
3663,20250525,4,5,7596,71,4
3664,20210814,5,3,17532,64,17
3665,20250801,2,2,10013,35,13
3666,20210427,6,2,2336,78,23
3667,20241126,2,4,7114,71,24
3668,20240117,4,1,4229,45,19
3669,20240117,1,2,7757,6,12
3670,20250519,3,3,2863,61,6
3671,20240123,5,2,8452,71,4
3672,20230113,6,3,10260,88,22
3673,20210823,3,1,13924,55,3
3674,20220914,2,1,7150,75,10
3675,20230206,6,3,6771,75,2
3676,20231201,6,2,12028,56,21
3677,20220314,2,4,9182,7,12
3678,20221118,2,4,12457,80,23
3679,20220926,1,2,1503,32,10
3680,20210725,1,3,13588,99,24
3681,20230728,2,3,4355,47,3
3682,20250530,2,5,15400,32,18
3683,20210428,6,5,14373,19,14
3684,20231216,6,5,12721,74,20
3685,20250925,3,1,16620,22,24
3686,20230104,5,1,7815,41,12
3687,20231205,2,1,15576,21,18
3688,20241029,4,1,17736,46,20
3689,20240110,6,1,10874,20,3
3690,20240401,4,3,11759,42,8
3691,20230708,1,2,1133,17,18
3692,20240716,3,5,13675,69,22
3693,20251016,5,5,14570,77,21
3694,20250404,3,5,3633,62,6
3695,20230810,2,4,1354,1,17
3696,20251016,5,2,6944,28,24
3697,20210221,2,5,3706,99,2
3698,20220807,1,2,5495,58,15
3699,20220818,5,5,17066,46,6
3700,20241018,3,3,4164,65,15
3701,20250510,5,4,15539,47,17
3702,20231016,6,1,11088,65,10
3703,20241022,6,4,3141,28,8
3704,20211008,2,1,1527,79,19
3705,20210125,1,2,9317,82,18
3706,20211216,5,5,5222,56,15
3707,20240506,3,5,12093,90,12
3708,20221008,3,2,3273,81,24
3709,20251102,1,5,15105,31,11
3710,20221007,3,4,6486,9,8
3711,20250312,5,1,16646,40,4
3712,20220616,6,5,1225,79,18
3713,20210806,4,4,1272,26,24
3714,20231112,4,3,18771,26,5
3715,20251015,6,3,10456,63,3
3716,20220908,5,1,9657,47,21
3717,20220624,6,4,7115,64,0
3718,20221011,5,3,17576,77,1
3719,20241106,6,5,19405,3,6
3720,20220222,4,2,2622,32,2
3721,20210626,4,5,19149,56,22
3722,20210919,6,3,7161,97,2
3723,20210712,5,4,15341,48,0
3724,20251213,6,4,14951,26,24
3725,20230703,6,1,2126,73,17
3726,20240326,3,5,5972,29,7
3727,20250820,4,2,17315,44,12
3728,20250322,2,4,18867,2,1
3729,20231012,1,1,6159,48,10
3730,20250514,1,4,14064,88,1
3731,20230304,5,2,3361,55,1
3732,20220209,1,3,6662,37,22
3733,20210316,3,1,3563,77,19
3734,20220614,1,5,17251,57,16
3735,20230512,4,1,16581,13,8
3736,20250520,6,3,2689,12,21
3737,20240526,3,1,9553,69,23
3738,20230925,1,4,2105,58,9
3739,20250125,6,4,18512,88,2
3740,20230829,4,5,14229,84,19
3741,20230617,3,1,11828,64,2
3742,20250914,3,4,19472,78,3
3743,20231107,5,5,6445,24,17
3744,20231229,4,1,3006,40,1
3745,20241222,4,5,7524,33,2
3746,20250421,3,3,13109,22,7
3747,20240415,5,5,16693,24,9
3748,20220718,3,5,10464,24,4
3749,20220717,6,1,2355,45,17
3750,20250216,1,4,17125,51,17
3751,20220913,5,1,1488,25,13
3752,20230215,3,1,2759,59,13
3753,20240424,3,3,2000,44,3
3754,20230424,5,4,1903,69,22
3755,20220223,3,4,19762,93,11
3756,20230311,1,1,8279,29,5
3757,20210803,4,2,4362,92,2
3758,20240531,5,1,18430,67,6
3759,20250407,6,1,12089,4,14
3760,20231027,2,1,3993,3,18
3761,20220801,1,4,2523,69,19
3762,20240922,6,1,5691,86,4
3763,20210425,2,5,13986,94,8
3764,20250509,6,1,16777,6,24
3765,20230306,5,3,17321,76,20
3766,20240831,1,2,4846,11,7
3767,20211208,5,2,5474,78,23
3768,20231010,3,1,13519,32,24
3769,20220506,4,5,4873,40,11
3770,20250805,4,5,3676,4,18
3771,20230622,2,5,14142,23,13
3772,20220716,6,3,7183,41,2
3773,20240916,5,1,1503,69,4
3774,20220303,6,5,6164,88,17
3775,20240508,2,4,19725,40,20
3776,20220608,4,1,16182,44,10
3777,20230424,2,4,16903,87,3
3778,20210307,4,1,1721,47,20
3779,20250714,5,4,8960,89,14
3780,20220423,1,4,5522,38,15
3781,20250227,5,4,4058,95,19
3782,20250629,2,3,17549,22,6
3783,20210225,4,4,15827,13,10
3784,20251029,6,5,5827,66,18
3785,20241008,6,1,1969,30,0
3786,20221218,5,2,19890,14,18
3787,20251209,3,5,17884,68,11
3788,20240127,3,1,15624,34,14
3789,20230617,2,2,15793,74,16
3790,20241118,5,5,4341,98,3
3791,20220201,6,4,6507,71,12
3792,20250119,3,3,4170,30,19
3793,20210112,1,3,5186,75,19
3794,20240904,2,1,2571,71,6
3795,20231009,4,2,18232,56,24
3796,20230519,1,4,3423,60,14
3797,20240227,3,2,12766,22,6
3798,20220718,1,4,3334,78,3
3799,20250924,4,3,7725,70,7
3800,20250502,3,5,1395,73,18
3801,20251016,5,3,4784,18,6
3802,20230116,1,4,15941,48,11
3803,20251005,5,3,12726,40,24
3804,20250117,2,1,14086,32,6
3805,20230118,3,5,11022,52,12
3806,20250503,2,1,16397,35,24
3807,20241229,1,1,7692,74,6
3808,20220325,2,2,3955,12,15
3809,20220110,6,1,12383,73,18
3810,20220611,1,2,16734,1,1
3811,20221123,6,2,18923,56,12
3812,20240120,2,5,3004,31,4
3813,20220702,5,1,12512,3,10
3814,20221226,5,5,19950,64,22
3815,20231212,3,1,3280,40,16
3816,20230328,1,2,17728,44,8
3817,20231226,2,3,16448,11,19
3818,20210116,2,3,1843,63,10
3819,20241213,4,1,1656,55,20
3820,20230311,2,2,8222,7,10
3821,20230625,5,3,9196,55,21
3822,20250725,1,3,14094,81,14
3823,20240730,2,3,3861,82,22
3824,20220923,6,4,7208,81,5
3825,20220506,3,5,10254,3,6
3826,20230413,2,5,15040,27,13
3827,20240107,6,4,2494,59,19
3828,20241227,6,3,10902,87,8
3829,20240722,1,4,10717,16,20
3830,20241224,4,1,16096,25,5
3831,20231005,4,2,14510,92,16
3832,20210420,3,5,1483,88,20
3833,20230430,1,3,3134,46,21
3834,20231030,3,1,3520,4,17
3835,20230730,5,5,9999,44,13
3836,20251118,2,5,7051,92,23
3837,20230426,1,4,17112,76,5
3838,20230131,6,5,15909,10,6
3839,20230906,5,4,5090,11,19
3840,20250110,4,2,5289,75,18
3841,20251020,4,4,18050,87,19
3842,20220613,1,5,5144,28,8
3843,20220103,3,2,19459,58,0
3844,20220228,3,5,18313,7,5
3845,20250711,5,5,5667,61,4
3846,20221010,6,3,9057,36,23
3847,20250601,3,1,14436,22,14
3848,20220627,5,2,7426,47,3
3849,20230216,2,1,16154,43,5
3850,20250120,1,1,4376,35,5
3851,20220528,4,5,8390,23,15
3852,20230630,4,5,8751,37,13
3853,20250421,4,5,16573,7,16
3854,20240227,5,5,10634,50,1
