Campaign_ID,Date_ID,Channel,Spend,Impressions,Clicks,Conversions
2049,20241205,TV,28926,10383,19240,3377
2050,20250103,Social,34921,385670,17911,3362
2051,20230116,TV,20112,279059,12208,2013
2052,20221118,Social,33104,185051,17567,2884
2053,20230207,Social,29705,413637,16660,940
2054,20220703,TV,46636,228841,12699,2060
2055,20231109,TV,28942,462138,4128,598
2056,20240114,Social,29047,277761,12657,1682
2057,20211115,Social,36191,436837,13397,1557
2058,20240225,TV,22063,308419,4853,785
2059,20230922,Digital,44759,353599,18796,3758
2060,20231219,Events,32197,154384,6758,574
2061,20230525,Digital,12556,126817,9566,1352
2062,20230502,Digital,27790,281956,16910,2028
2063,20220220,Events,22102,308605,4808,959
2064,20210608,Social,36405,33959,12549,1641
2065,20211129,Social,10678,439580,12729,2416
2066,20220322,TV,19157,81081,18478,3096
2067,20230702,Events,19571,230915,5888,672
2068,20241227,Social,5096,18593,11416,724
2069,20210829,Digital,21267,455425,17720,956
2070,20211123,Events,19743,196960,3055,370
2071,20230721,Events,39892,21047,15404,909
2072,20240118,Social,8566,291290,7151,625
2073,20220904,TV,5065,26363,4784,364
2074,20240330,Digital,23132,53059,10040,984
2075,20250514,Digital,34004,180546,7328,1393
2076,20210519,TV,12374,23328,14869,1188
2077,20250930,Social,12624,253118,16403,1873
2078,20210422,TV,23213,18285,12553,2124
2079,20231020,TV,49896,176947,14256,1404
2080,20251221,Social,31799,211718,1506,173
2081,20230311,Digital,42656,199363,12576,1732
2082,20240818,Digital,23251,497509,7906,670
2083,20241210,Events,24073,13308,4343,550
2084,20210914,Digital,39088,97471,12475,2076
2085,20240719,TV,7365,345805,8105,1588
2086,20220226,Digital,18322,270826,7044,431
2087,20210626,TV,49400,245245,2586,129
2088,20221206,Digital,41469,40419,6820,704
2089,20220929,TV,12002,453787,1197,124
2090,20251028,Digital,20095,117462,16596,1661
2091,20220822,Social,20761,451557,8209,1396
2092,20220104,Events,49736,169200,5666,325
2093,20231113,Digital,35272,36883,5282,937
2094,20240320,Social,8849,105770,1303,172
2095,20240307,TV,29164,355298,1131,96
2096,20220403,Events,10593,218846,3404,468
2097,20251118,Events,25820,310006,16127,3113
2098,20230710,Events,5402,461070,14101,2451
2099,20210228,Digital,43352,411142,11354,1080
2100,20250513,Social,6752,191104,11344,1440
2101,20251001,TV,12139,448291,10468,837
2102,20231119,Digital,10484,307145,8904,1757
2103,20241031,TV,18074,25291,14658,1478
2104,20221020,Digital,29753,233366,7529,764
2105,20230504,Digital,43185,278945,4525,849
2106,20240508,Digital,39927,324746,19672,2213
2107,20220901,Social,9930,87185,3428,647
2108,20250303,Events,37869,473548,1086,178
2109,20240610,Digital,27277,144421,14881,2726
2110,20240714,TV,10777,84834,6575,652
2111,20250304,TV,48174,400028,3399,272
2112,20210215,Events,7783,415557,5952,856
2113,20221027,Social,6230,464444,3877,327
2114,20210116,TV,6288,57507,7962,1075
2115,20210720,Digital,13811,134682,11378,1146
2116,20240615,Social,32856,393934,19416,2828
2117,20211012,TV,12213,435695,18513,1513
2118,20210904,Events,39076,159327,18048,3344
2119,20241003,TV,27559,213350,8291,1400
2120,20240104,Events,33437,363343,11612,897
2121,20250904,Events,46873,437515,9057,572
2122,20210616,TV,8163,491081,14063,1767
2123,20220801,Social,38361,161132,10452,1556
2124,20211007,Events,21217,439473,9440,1880
2125,20251128,TV,25750,320030,18432,2138
2126,20241114,Social,35183,302414,9934,1586
2127,20221101,TV,28674,238471,8019,1485
2128,20220118,Events,10077,376793,4648,569
2129,20230629,TV,44051,171526,4846,717
2130,20230615,Digital,41218,91449,13926,1916
2131,20220207,Events,12561,85344,1760,228
2132,20251207,Events,9216,262462,8342,1542
2133,20221002,Digital,22862,165972,17659,1368
2134,20220917,Digital,24505,459499,10091,888
2135,20230427,Events,16426,277745,12074,2118
2136,20220325,Events,5718,418811,12752,1953
2137,20221127,Social,29521,166128,8825,567
2138,20210421,TV,33235,368693,12587,1953
2139,20230112,Events,26581,106601,12858,1962
2140,20220821,Events,9557,172141,13675,1921
2141,20210429,Social,49067,178650,4869,637
2142,20230428,Social,5775,415883,19651,1761
2143,20210920,TV,36001,241769,7231,580
2144,20231206,Social,19754,85385,16344,1905
2145,20231127,Social,8266,258218,7549,1475
2146,20240621,TV,28824,118235,3788,259
2147,20250330,Events,10163,397593,2556,424
2148,20251114,TV,37681,203270,2853,325
2149,20210403,Social,47430,401097,5632,620
2150,20211108,TV,35118,331681,2998,417
2151,20220801,Digital,42240,388862,10036,912
2152,20240630,Social,49580,293983,13985,2218
2153,20250413,TV,46246,54277,6495,368
2154,20230919,TV,6341,394016,9771,1334
2155,20211018,TV,31498,70361,14839,979
2156,20210708,Social,29737,76226,12235,780
2157,20221222,Events,33996,233590,7562,427
2158,20240105,Events,20986,452604,9603,1405
2159,20230916,Social,39831,403133,13255,1525
2160,20210204,Events,14709,285765,10927,1691
2161,20230225,TV,39577,325596,19080,2757
2162,20220108,Social,20986,367480,8700,1339
2163,20210704,TV,24287,257232,8599,1424
2164,20240321,Events,37416,309006,17445,1601
2165,20241230,Social,30271,277072,19583,2924
2166,20231110,Events,31872,215353,14649,1161
2167,20231109,Digital,39557,203036,19857,3379
2168,20250216,TV,48536,207574,8907,1078
2169,20240501,Events,32659,89201,19733,1068
2170,20220506,Digital,36324,95418,9728,1329
2171,20230815,Social,34890,28971,18216,2279
2172,20241204,Digital,41646,53693,10355,1635
2173,20230407,Events,5831,406108,11332,1528
2174,20220225,TV,16631,39326,18368,2747
2175,20210314,Events,39952,133739,2202,269
2176,20210617,Social,10356,60606,4244,240
2177,20210914,Events,36908,244571,4291,774
2178,20250523,Social,20108,172539,4612,720
2179,20221012,Digital,24861,416670,4432,549
2180,20210330,TV,16672,263739,2103,184
2181,20210503,Social,19057,167431,10197,748
2182,20230409,Events,39704,376292,17133,2015
2183,20221016,Events,15358,460700,8825,1118
2184,20250127,Social,35326,410739,19312,1667
2185,20220730,Events,15192,144514,16183,2275
2186,20211227,Events,42655,342778,5108,853
2187,20241113,Events,7836,200634,15947,2315
2188,20230915,Digital,8199,14038,6792,1076
2189,20230811,Events,45633,301644,17952,2444
2190,20231130,Events,29925,160766,7879,662
2191,20221213,Events,7863,450373,6169,1152
2192,20220107,TV,38971,89497,14825,2580
2193,20210626,Social,32372,324988,19920,1253
2194,20251023,Digital,36732,200170,11403,1184
2195,20240714,TV,21091,109840,5575,858
2196,20251212,TV,40136,42821,9280,648
2197,20250715,TV,11696,289630,7984,1187
2198,20220524,TV,21823,375349,19523,3207
2199,20251228,Digital,32579,430154,15357,2356
2200,20240827,TV,34566,429196,11676,1609
2201,20240502,Events,48500,347298,2697,484
2202,20240917,Digital,38892,322027,15741,2902
2203,20250603,TV,14404,103739,13904,1437
2204,20210411,Digital,44868,443309,12718,1482
2205,20211108,Digital,8886,266212,5617,607
2206,20240203,Events,22674,424718,7706,847
2207,20230319,TV,15389,196713,15974,2808
2208,20230417,Events,18249,34686,1595,298
2209,20240626,TV,9154,161263,9384,1793
2210,20240412,Events,24382,71715,5749,893
2211,20251108,Digital,48077,134740,8609,815
2212,20221204,Digital,49209,314774,4741,630
2213,20210305,TV,11469,280311,2261,235
2214,20210815,TV,21009,245846,15006,1918
2215,20220315,Social,17117,308175,13082,2264
2216,20230630,Digital,20368,32335,9097,491
2217,20250112,Social,23612,492732,10536,1152
2218,20240531,TV,22365,134287,5063,546
2219,20251023,Events,40927,297677,4121,253
2220,20210113,Digital,15407,323917,11345,2205
2221,20230610,Social,16393,215652,8054,1356
2222,20210624,Digital,43045,433908,12731,1497
2223,20250731,TV,44962,226702,9181,846
2224,20240105,Events,7050,443139,8184,1287
2225,20240211,Events,44024,203352,6090,719
2226,20240303,TV,43519,64613,17299,1553
2227,20250930,Events,34728,96389,3256,454
2228,20230610,Events,29485,246297,7735,538
2229,20250902,Events,8337,319264,5237,625
2230,20230822,Social,31682,386292,3994,517
2231,20220630,Social,20352,327272,14556,1002
2232,20231217,TV,38125,157811,17973,1517
2233,20240413,Digital,28451,192882,10180,1622
2234,20240923,TV,8682,44830,18271,2553
2235,20231026,TV,20924,357350,1367,171
2236,20211227,Events,14814,214002,10201,1957
2237,20211026,Digital,30569,286220,2425,423
2238,20241205,Digital,17249,413233,10039,663
2239,20220720,TV,47690,264192,9108,612
2240,20230725,TV,24469,435814,7397,806
2241,20210123,Digital,21870,293340,13717,1355
2242,20240814,TV,14861,398482,3745,530
2243,20210525,Digital,41928,148082,8210,470
2244,20240803,Digital,17646,247403,10795,2051
2245,20230530,Events,49954,17451,3327,542
2246,20231207,TV,31844,187853,18578,1127
2247,20221006,Events,24036,355070,2065,218
2248,20210506,Digital,25459,387438,4295,582
2249,20250516,Social,25453,476138,10061,636
2250,20230508,TV,21635,371585,13875,1296
2251,20231121,Social,8988,307565,12968,1845
2252,20210701,Social,14942,78467,10314,777
2253,20250502,Social,42615,471859,3555,533
2254,20210818,TV,42919,385493,1066,206
2255,20240217,Events,21989,487127,9631,1077
2256,20231226,Social,39359,372282,15597,1593
2257,20241101,Events,27623,458593,1031,94
2258,20241102,Events,13184,40781,8515,840
2259,20210306,Social,33338,168330,12915,1411
2260,20250715,Social,18768,48194,5647,732
2261,20241214,Events,5853,380060,10318,638
2262,20250323,TV,45213,431405,9601,1306
2263,20251128,TV,22589,227445,15636,1367
2264,20241223,Events,19095,67212,6051,471
2265,20210404,Digital,10051,453744,5557,659
2266,20210526,Digital,6067,194974,2297,134
2267,20210222,Social,5508,227813,1746,173
2268,20240204,Digital,26998,85518,14853,1483
2269,20241013,Events,37475,408009,8045,1002
2270,20221225,TV,40602,380482,3102,372
2271,20230526,TV,44768,225584,6543,469
2272,20221210,Digital,48542,375700,11833,1154
2273,20240108,Social,23177,135890,15593,933
2274,20250110,Events,21730,44790,10208,1854
2275,20241229,Events,26240,15214,15239,2676
2276,20231225,Social,46273,122384,10816,1953
2277,20251025,Digital,7248,239857,19019,1416
2278,20250617,TV,10968,167038,7177,603
2279,20230510,Social,40565,111874,5610,342
2280,20240310,TV,30301,57888,16298,922
2281,20250918,TV,8718,376611,13435,1305
2282,20220328,Social,8749,429370,11261,2203
2283,20231002,Digital,12318,25071,13930,2674
2284,20240831,Digital,11219,111673,13765,2204
2285,20210329,TV,17605,21224,1810,197
2286,20241008,Events,23191,393841,14831,2842
2287,20230526,Digital,37978,468540,14400,1266
2288,20230902,Events,37245,383261,10098,601
2289,20240322,TV,41960,288302,14177,1414
2290,20230618,Social,26765,435372,19901,1753
2291,20241221,Digital,38330,377238,12152,1270
2292,20231229,TV,23665,28999,12717,931
2293,20231009,Events,37261,341129,13004,1024
2294,20240206,TV,19641,493859,9649,1684
2295,20240127,Social,44722,58178,9451,683
2296,20221202,TV,24731,320414,12041,2304
2297,20210824,Digital,5802,358304,12758,656
2298,20230204,Events,15772,426601,4561,462
2299,20250508,Events,48141,423023,9166,1031
2300,20231109,Events,24461,228051,4000,791
2301,20211202,Social,18473,371753,3173,311
2302,20220122,Events,34068,311382,5566,899
2303,20250422,TV,35994,482317,15556,2303
2304,20241015,Digital,19502,380811,13627,995
2305,20220530,Digital,9981,275083,5453,1087
2306,20250105,Events,42458,226813,2962,379
2307,20210731,Digital,12524,135588,2803,183
2308,20250816,Digital,39575,401524,2610,318
2309,20240930,Events,46195,285540,14632,752
2310,20250729,Events,16434,213779,7957,1325
2311,20250706,Digital,42233,260519,1273,254
2312,20210312,Events,39190,60864,6645,938
2313,20230207,TV,21292,422459,13244,1477
2314,20250524,Social,28095,295110,10318,746
2315,20240926,Digital,35194,199110,19518,1274
2316,20240624,TV,18534,226055,15331,1512
2317,20231126,Events,10177,54682,9880,1882
2318,20210117,Events,26346,414057,7131,1058
2319,20251215,Social,41276,345981,19760,3080
2320,20240119,Social,46043,401432,13446,2170
2321,20211104,TV,12045,10921,19136,3355
2322,20230114,Events,23466,52263,9142,482
2323,20231231,Events,30326,374230,1916,234
2324,20211023,TV,42534,402376,19420,1789
2325,20220101,TV,15601,35777,10462,1448
2326,20230606,TV,14228,223895,15748,994
2327,20220409,Digital,31380,396062,6161,949
2328,20220820,Social,43464,495113,5719,791
2329,20220625,Social,42076,166790,3943,617
2330,20220815,Events,11150,213153,6805,688
2331,20211108,Social,14453,317624,19894,2574
2332,20220216,Digital,29649,443049,6967,964
2333,20250826,Social,13330,90500,19206,2492
2334,20240126,TV,46575,121743,9757,495
2335,20220427,Events,49310,409938,16805,2430
2336,20251218,TV,30973,425442,8832,473
2337,20230107,TV,29025,329196,5556,354
2338,20250410,Digital,32749,120127,8547,581
2339,20240618,TV,26998,28915,12395,2106
2340,20220119,Social,27698,98740,1015,66
2341,20251105,Social,45376,151579,5548,376
2342,20230519,Digital,13291,456879,2860,302
2343,20250525,Events,48908,356005,6096,1191
2344,20240830,Events,38783,369799,1064,191
2345,20250217,Digital,19358,200769,12896,1178
2346,20240818,TV,48062,129961,11307,1882
2347,20250104,Digital,41248,207226,5453,770
2348,20240813,TV,30414,367725,17815,960
2349,20250403,TV,48231,495886,6894,1030
2350,20210107,Digital,16069,14905,14356,2475
2351,20210907,TV,7985,390594,1047,88
2352,20250228,Events,40789,211642,18381,3257
2353,20240202,Digital,5940,449665,17993,1895
2354,20241016,Digital,17637,68947,2055,397
2355,20230110,Digital,25132,319645,6170,625
2356,20221118,Events,24678,397535,7446,943
2357,20210117,Digital,26492,463645,1724,118
2358,20220817,Social,36933,175539,12289,1145
2359,20221211,TV,43677,95644,18448,2002
2360,20210417,Digital,43233,249212,1572,78
2361,20230117,Digital,21994,259090,16511,2065
2362,20210602,TV,6630,207732,8847,456
2363,20211128,Digital,16224,357972,11885,1446
2364,20210415,Events,26423,440715,3228,537
2365,20231014,Social,30334,472341,1477,88
2366,20220618,TV,46561,292013,15469,3029
2367,20211122,Digital,6379,176522,3945,409
2368,20230118,Social,47587,84366,12499,1277
2369,20240213,Events,26136,103819,4878,620
2370,20211117,Digital,20554,117235,14874,1041
2371,20241117,Social,7593,95377,1657,156
2372,20220428,Events,15420,53021,16463,2079
2373,20210709,Digital,40479,458422,11741,844
2374,20230113,TV,8214,446161,1551,212
2375,20220624,Events,44480,184946,9525,862
2376,20240910,Events,39794,433268,10409,1566
2377,20220404,Digital,29623,350405,19532,1465
2378,20250118,TV,25662,185780,11219,1900
2379,20230717,Digital,24202,102062,16562,1411
2380,20210903,TV,30447,436334,13351,1948
2381,20231110,Events,18420,403512,12429,939
2382,20220507,Events,11836,63116,10618,1546
2383,20251015,Social,29636,473616,6302,929
2384,20240512,Events,10062,423371,16516,2102
2385,20250302,TV,27511,240757,3598,283
2386,20220716,Social,37258,15360,14540,2093
2387,20251216,Social,24113,203815,16049,1605
2388,20210407,Digital,18656,25497,11089,2172
2389,20231213,Digital,23306,396249,17540,1318
2390,20211007,TV,38575,493500,17780,2911
2391,20230604,Digital,14198,466526,18635,1863
2392,20250319,TV,47411,436189,11223,2093
2393,20220422,TV,13427,209095,14187,1894
2394,20240713,Events,19181,288274,19360,2710
2395,20241113,Events,5765,275687,9452,946
2396,20231219,Events,39211,173590,2348,145
2397,20240807,Digital,39019,388217,9012,1013
2398,20251010,Social,6573,246105,2991,467
2399,20230212,Events,39389,325901,15567,2768
2400,20210514,Social,5007,358565,15187,1908
2401,20230622,Events,7732,19589,12788,960
2402,20231019,Digital,8128,243010,11199,1643
2403,20211012,Social,34805,160173,6814,840
2404,20250916,Events,23537,261079,9966,1992
2405,20241213,Digital,43212,65649,10259,1024
2406,20210708,Events,15375,239771,9424,1571
2407,20220512,Digital,25421,125596,10937,1703
2408,20251113,Social,37678,275427,4966,418
2409,20210318,TV,28049,469245,19647,1800
2410,20231211,Social,23772,47920,15950,2715
2411,20221125,Digital,19356,305170,15523,1369
2412,20250126,Social,17718,173531,3569,316
2413,20220526,TV,27219,485959,11452,1301
2414,20240907,Social,40600,406370,12328,2409
2415,20250905,Digital,27691,315256,11835,1223
2416,20210119,Digital,21491,215956,18031,1715
2417,20210118,TV,47788,452539,16703,1520
2418,20210920,TV,30899,271508,6549,755
2419,20240219,TV,44456,302718,5268,997
2420,20250509,Digital,7176,268430,11176,1361
2421,20210405,Events,30890,265953,1872,348
2422,20210806,Digital,10307,21950,1172,177
2423,20240331,Digital,47842,72011,10899,1855
2424,20220221,Digital,32971,492402,1215,155
2425,20230819,TV,5098,278338,9536,1569
2426,20210305,TV,33547,488015,2863,216
2427,20211104,Social,21011,110478,6272,980
2428,20220605,TV,35000,362132,16287,1054
2429,20230919,Events,18533,165841,18778,2459
2430,20241010,Events,36407,480345,2747,461
2431,20230925,Digital,5471,25723,13971,1670
2432,20220428,Social,43106,104380,9968,1427
2433,20240521,TV,36811,103503,5527,738
2434,20210531,Digital,36543,447048,8932,815
2435,20211001,Events,42403,32096,2807,495
2436,20220609,TV,21767,229637,13933,1286
2437,20210326,Digital,8234,406806,2538,196
2438,20240201,Digital,38048,289554,14390,2266
2439,20251126,Social,46713,356826,18641,2484
2440,20231028,Social,8279,144865,19165,2893
2441,20241117,TV,23739,397869,8510,724
2442,20220612,Digital,44477,318679,4290,730
2443,20210731,Digital,9666,435476,5142,350
2444,20240520,Digital,38048,344432,13807,2621
2445,20240310,TV,27552,193673,5909,942
2446,20210913,Events,18181,386207,1866,321
2447,20241022,TV,24430,215242,10871,659
2448,20241112,Digital,47540,288677,1750,250
2449,20220203,Events,43730,116348,9024,877
2450,20210331,Social,25432,417034,12125,1768
2451,20210811,TV,21722,314877,18237,1908
2452,20250806,Social,47108,200641,1502,210
2453,20230118,Events,12322,274373,5534,805
2454,20240118,Social,18325,214217,19903,2545
2455,20240825,Events,12986,216612,6336,842
2456,20240207,Social,46771,127722,13923,798
2457,20240718,TV,41643,448050,2486,479
2458,20210202,Digital,9795,499185,19849,3049
2459,20220327,TV,18914,300008,14956,1511
2460,20221028,TV,47645,162775,11428,1840
2461,20210802,Digital,30125,108224,15027,1205
2462,20220206,TV,41263,172687,13293,1010
2463,20210719,Social,24660,100666,9636,1055
2464,20230615,TV,33207,327455,13764,2564
2465,20231117,Digital,41213,122868,13474,1058
2466,20240313,TV,5537,317003,10410,1906
2467,20250823,TV,27649,241427,9277,1321
2468,20220815,Events,22064,428435,4180,523
2469,20221121,Social,12426,155686,17716,2179
2470,20221022,Social,34763,415970,8234,482
2471,20231208,Events,38063,426753,5774,703
2472,20220330,TV,13791,77823,1119,200
2473,20230830,Social,20114,334560,3388,252
2474,20231116,Digital,44265,483919,17974,3179
2475,20240107,Social,8293,30204,10526,1500
2476,20250929,Social,9757,334061,18962,2538
2477,20230420,Digital,47535,30896,5338,507
2478,20240929,Digital,38048,274295,13436,1617
2479,20240422,Digital,15072,67587,8150,1547
2480,20220913,Social,21389,389450,4986,522
2481,20230310,TV,14240,25129,18308,3326
2482,20230222,TV,47358,352868,4121,632
2483,20251120,Social,21346,221657,11135,732
2484,20230730,TV,31037,23995,8276,583
2485,20240829,Social,49212,207001,13334,1290
2486,20211111,Digital,31802,56948,11437,1616
2487,20231008,TV,49474,447213,19086,2256
2488,20211110,Digital,32106,293327,5309,692
2489,20211119,Events,11197,106499,5742,1018
2490,20231114,Events,19815,148255,7711,879
2491,20231204,Social,48365,86541,13575,2181
2492,20250108,Social,9755,334855,8509,493
2493,20221221,Digital,20529,230822,9687,788
2494,20241221,Digital,5301,495254,17269,1339
2495,20210623,Digital,23042,495637,1242,169
2496,20241013,Digital,18494,481516,19489,1696
2497,20210603,Social,20214,453610,16609,2317
2498,20230130,Digital,33220,233131,14581,813
2499,20211209,Social,27764,351657,4365,633
2500,20220523,TV,44085,25563,7819,1485
2501,20250728,Digital,12930,405371,11398,794
2502,20240310,Social,45023,284758,8895,874
2503,20221211,TV,34871,381042,3747,192
2504,20230808,Events,24576,151381,10619,2120
2505,20220529,Social,18733,135974,9254,1414
2506,20240117,TV,11981,315028,18850,3075
2507,20230430,Digital,34804,373318,10928,1108
2508,20251007,Social,47387,84397,10566,1638
2509,20240712,TV,35456,473158,17970,1980
2510,20211110,Digital,23977,237345,10261,945
2511,20231018,Digital,43434,54507,17546,3335
2512,20230316,Social,14837,72485,1428,244
2513,20220317,Social,30123,46883,15563,2668
2514,20220721,Social,16207,267339,19753,3649
2515,20250311,Events,22700,357905,18521,2916
2516,20211121,Social,46935,276095,8622,795
2517,20241206,Social,25793,225516,8350,668
2518,20250905,TV,5742,231587,14820,962
2519,20240308,Social,39724,476944,19018,1443
2520,20211029,Digital,28382,215180,10395,615
2521,20250729,TV,36501,328423,7562,647
2522,20250327,Social,47693,55300,1786,350
2523,20211108,Digital,29666,167150,19147,1605
2524,20240825,TV,47252,374116,3116,459
2525,20240519,Digital,33692,97868,17111,2278
2526,20240722,Events,22698,423430,2961,250
2527,20240330,Digital,10000,257615,19972,3820
2528,20240805,Events,12833,53512,3728,504
2529,20230325,Digital,21337,282928,4071,231
2530,20220212,Digital,13042,411347,14412,726
2531,20221225,Digital,47260,58334,3977,536
2532,20220716,Social,21804,118436,16424,1277
2533,20221207,Digital,14434,83242,18992,3568
2534,20250318,Digital,19583,470774,15630,1575
2535,20230520,TV,46922,460661,15012,815
2536,20210428,Events,22268,300886,8228,993
2537,20250702,Events,14317,58805,4183,726
2538,20220216,Digital,29694,268661,9647,1141
2539,20220828,TV,24520,280945,14239,1603
2540,20221213,Social,5398,278416,5658,371
2541,20211209,Events,41781,140192,2016,328
2542,20251004,Social,27674,294745,18107,3508
2543,20241005,Events,34546,62238,12833,2430
2544,20250909,TV,27764,269533,11662,1010
2545,20240326,Events,34027,454209,17616,2060
2546,20221120,Social,24177,110448,13422,2153
2547,20240108,TV,46809,45998,14798,1972
2548,20210529,Digital,7335,495960,7341,552
2549,20210419,TV,7492,91578,8957,551
2550,20231231,TV,8307,125509,11129,2191
2551,20210312,Events,44570,315116,4474,308
2552,20211113,TV,18162,78704,5148,606
2553,20250517,Events,34874,189640,18354,2752
2554,20210305,Events,47040,433311,17364,3340
2555,20210503,TV,21352,467145,13358,1876
2556,20210320,Social,29155,57620,10288,851
2557,20240325,Social,17718,312564,11861,2214
2558,20210608,TV,29642,135397,14024,1457
2559,20250131,Social,12114,92755,12423,1147
2560,20220309,TV,6789,70340,1820,267
2561,20250124,Social,21767,394006,6608,507
2562,20230327,Social,32119,422863,5815,422
2563,20250902,TV,6842,427452,5562,947
2564,20250927,TV,38953,169407,11303,1591
2565,20221226,TV,5228,49360,15619,2379
2566,20210625,Digital,44229,124293,1087,99
2567,20240329,TV,41812,388465,10876,833
2568,20210502,TV,39494,44338,7496,1075
2569,20230812,TV,15924,265859,3694,602
2570,20251107,TV,10177,194540,3749,570
2571,20210801,TV,49803,267363,13596,1361
2572,20241227,Digital,44720,159813,1987,135
2573,20240104,TV,21576,251851,18144,2069
2574,20251112,Events,33071,148173,10548,835
2575,20240326,Events,22452,74878,3294,619
2576,20210914,TV,21249,19670,7679,721
2577,20230505,Events,35771,174269,2834,528
2578,20230821,Events,45832,130184,7903,830
2579,20210106,Digital,29548,107211,18584,2310
2580,20220502,TV,49988,259855,4539,877
2581,20250211,Events,28802,21970,2998,424
2582,20210703,Digital,32695,156402,10281,1329
2583,20210419,TV,30201,169034,15806,2703
2584,20211103,Social,6603,347063,4140,585
2585,20251029,Social,23166,407089,12768,1795
2586,20250808,Social,14553,55522,5802,499
2587,20240914,Events,47526,177986,13917,2421
2588,20240625,TV,42495,474242,5424,529
2589,20221106,TV,49359,168671,11604,1783
2590,20231018,Events,14669,262723,15817,3109
2591,20210717,Events,9114,192707,18103,3120
2592,20240604,Social,39681,439334,18827,3742
2593,20241124,Social,45850,61782,4338,305
2594,20230401,TV,12138,405103,11700,2121
2595,20250512,Digital,48565,345962,11596,1667
2596,20250826,TV,31432,79652,5190,321
2597,20210713,TV,14527,131912,4224,662
2598,20220605,Digital,10387,372613,5228,849
2599,20241204,Social,37104,369999,16829,2079
2600,20230120,TV,49716,346366,16532,1784
2601,20230719,Events,18671,31903,12802,2024
2602,20230126,TV,12399,286794,5165,790
2603,20240904,Events,20440,342596,10232,524
2604,20231017,Events,36315,307440,13406,2062
2605,20221120,Social,29514,57568,3314,580
2606,20230726,Events,42682,62835,13159,2129
2607,20240302,Events,43085,32962,1554,195
2608,20210120,Digital,15780,204226,6273,708
2609,20210324,TV,44245,161859,11297,570
2610,20251018,Social,19835,290636,8876,692
2611,20220105,Digital,7753,428376,8614,1321
2612,20210917,Digital,29170,465510,18645,1413
2613,20220922,Social,46316,472787,3308,515
2614,20220409,TV,21845,466788,17374,899
2615,20220817,TV,27387,14980,8418,1621
2616,20220709,Events,21593,344195,5539,895
2617,20251217,Events,26583,158025,4934,496
2618,20220906,Events,23459,202564,4363,375
2619,20230520,Social,11073,79302,2732,274
2620,20240728,TV,23018,385810,16855,1424
2621,20220707,Events,11664,266635,18778,2061
2622,20210524,Social,28921,360196,16505,2980
2623,20220312,Social,13572,442350,2523,309
2624,20221005,TV,44190,492104,15982,1634
2625,20250205,Events,20062,301140,19815,3735
2626,20230123,Events,43609,494146,5057,370
2627,20220113,TV,15807,335365,15531,3067
2628,20250415,Digital,9120,140187,8480,427
2629,20240804,Events,20878,50076,3664,323
2630,20210522,TV,20828,232999,5769,552
2631,20220707,TV,18752,110319,16098,2173
2632,20220429,Social,30595,311489,4612,514
2633,20250729,TV,30885,98990,12575,1805
2634,20251123,Events,35708,237025,6046,1037
2635,20210917,Social,29254,323795,16544,1745
2636,20250213,Digital,22781,173356,7998,627
2637,20250903,Events,10741,294684,13131,2618
2638,20210917,Digital,16056,303103,15534,2022
2639,20250816,TV,44827,332153,10994,1154
2640,20231220,Digital,32355,257549,14791,1604
2641,20211208,Social,23324,444524,5015,262
2642,20240821,TV,17249,412473,1859,324
2643,20241102,Digital,45509,148007,6056,1016
2644,20221123,Digital,20316,371436,4264,228
2645,20230710,TV,30719,111592,6609,975
2646,20240302,TV,9593,232777,3868,324
2647,20250123,Events,25547,32421,10886,2163
2648,20211118,TV,5280,65479,19627,3608
2649,20220119,TV,23420,115427,13981,1398
2650,20250717,Social,25718,428772,9945,894
2651,20241014,Social,32386,172505,1641,98
2652,20250305,TV,34131,467426,2131,205
2653,20210424,Digital,37763,408850,12401,628
2654,20221124,Digital,46120,79401,8874,970
2655,20210829,Social,18766,222070,12840,2062
2656,20230401,Events,38146,346893,1366,206
2657,20250425,Social,20189,93459,12808,818
2658,20220608,Events,45132,358700,14968,1912
2659,20240311,Social,14745,348892,11201,1342
2660,20241118,Social,15727,452866,18884,1266
2661,20230814,Digital,21321,348753,6966,706
2662,20211009,Digital,15804,377126,12548,716
2663,20211228,Events,23090,87405,18802,2496
2664,20230616,Social,41263,213911,1631,325
2665,20211116,Digital,43219,269636,10414,1343
2666,20231015,Events,40751,355613,5537,1020
2667,20210406,Social,14240,345472,3994,400
2668,20230723,TV,30841,247219,14852,2025
2669,20240629,TV,30012,130843,18264,2431
2670,20240420,Social,42973,387159,10873,1182
2671,20251031,Digital,47245,135571,2007,400
2672,20230224,Digital,36356,153122,10918,1617
2673,20210415,TV,22424,309642,3861,522
2674,20210527,Digital,8874,101189,6861,551
2675,20221012,Events,10043,379918,6197,1155
2676,20210718,Social,38361,262312,13892,1869
2677,20221001,Digital,7437,451789,4561,304
2678,20210511,Digital,14647,384535,14538,2513
2679,20250126,Digital,31463,78156,18863,2176
2680,20230618,Events,19708,362025,6570,662
2681,20250308,TV,23468,440073,1229,161
2682,20250117,Events,23772,298224,3030,292
2683,20240128,Events,31866,452049,5224,969
2684,20231006,TV,30777,301102,6886,895
2685,20220626,Social,48622,388875,5512,910
2686,20250225,TV,12729,244231,14947,2818
2687,20250612,Digital,33578,321015,15503,1025
2688,20210715,Social,28961,477634,14049,2753
2689,20231014,Social,14653,381408,7790,1090
