Shipment_ID,Date_ID,Region_ID,Delivery_Time,Delay_Flag,Shipment_Cost
929,20210414,2,13,0,4025
930,20251120,7,6,0,8303
931,20250615,7,5,0,2912
932,20241125,7,4,1,5790
933,20220403,5,3,0,17361
934,20220326,4,12,0,4929
935,20210320,6,4,1,12412
936,20220413,2,13,0,3530
937,20211212,1,11,0,10534
938,20210201,1,6,1,13471
939,20220410,5,12,0,2054
940,20240629,4,6,0,11267
941,20220907,6,5,0,18752
942,20251011,7,12,0,13405
943,20210416,1,9,0,19256
944,20210216,5,13,0,5721
945,20231002,5,13,1,11738
946,20250922,6,10,0,5948
947,20250726,1,8,1,19697
948,20241004,4,7,0,12204
949,20230408,6,7,0,10248
950,20240304,6,4,0,3656
951,20230514,6,10,0,10387
952,20230324,4,8,1,7827
953,20210207,6,12,0,6782
954,20250208,1,1,0,13516
955,20210620,6,9,0,10519
956,20220922,3,4,0,12856
957,20240701,1,7,0,11040
958,20230523,5,14,0,15396
959,20231105,5,11,0,800
960,20241112,2,4,0,10295
961,20250414,7,9,0,2269
962,20241109,1,6,0,17698
963,20220326,2,7,0,14500
964,20230725,6,10,1,1744
965,20210314,2,2,1,2769
966,20230419,3,2,0,9425
967,20240501,7,8,0,13094
968,20210713,6,12,0,3445
969,20240515,6,10,0,3504
970,20230727,7,7,0,17917
971,20220214,7,12,0,17332
972,20241201,5,2,0,1610
973,20240414,3,2,0,17826
974,20211107,5,12,0,15949
975,20240507,3,2,0,11277
976,20230811,5,10,0,13420
977,20210829,6,1,1,8307
978,20220612,6,8,0,14669
979,20221207,3,1,0,8342
980,20220122,7,8,0,875
981,20231112,3,14,0,2180
982,20220331,5,9,0,18203
983,20220626,7,12,0,13043
984,20210806,5,2,0,6630
985,20210721,3,1,0,17020
986,20240108,5,9,0,8093
987,20211204,5,14,1,17638
988,20230822,3,4,0,11756
989,20250124,7,7,0,14880
990,20210423,6,4,0,9561
991,20211029,1,13,0,5280
992,20210330,3,12,0,8160
993,20220519,5,11,0,13625
994,20220412,6,3,0,8601
995,20240924,5,2,1,11282
996,20250803,6,10,0,9806
997,20220117,1,5,0,12464
998,20210513,2,6,0,16002
999,20210821,5,9,1,18667
1000,20240902,6,7,0,12551
1001,20220406,1,12,0,17321
1002,20240911,3,11,0,16750
1003,20250826,5,10,0,9307
1004,20250430,7,4,0,1675
1005,20220716,6,2,0,13159
1006,20230204,7,10,0,5490
1007,20251029,2,10,0,12595
1008,20210922,1,5,0,6969
1009,20220831,1,8,0,7372
1010,20231016,5,13,0,13838
1011,20241021,3,14,0,3778
1012,20230302,3,3,1,19994
1013,20221012,6,11,0,6820
1014,20220710,6,14,0,15276
1015,20230109,5,4,0,14995
1016,20220720,5,10,1,2693
1017,20220701,6,5,1,17355
1018,20230114,1,8,0,9932
1019,20221118,7,13,1,14138
1020,20241123,4,6,0,7743
1021,20210322,5,1,0,13702
1022,20211214,3,5,0,16251
1023,20230208,3,13,0,18894
1024,20210304,5,7,0,12963
1025,20211110,1,7,0,919
1026,20240826,6,10,0,17930
1027,20220828,2,8,0,16857
1028,20211224,5,2,1,15555
1029,20220602,3,10,0,18880
1030,20250119,7,6,0,17324
1031,20230214,5,13,0,13599
1032,20251028,5,6,0,7387
1033,20250118,4,3,0,12146
1034,20250119,4,7,0,2692
1035,20210730,3,7,0,13202
1036,20220807,4,1,1,5571
1037,20210805,5,7,0,5102
1038,20241112,1,7,0,15966
1039,20210623,2,10,0,3219
1040,20220908,5,11,1,5757
1041,20250708,1,10,0,9896
1042,20220626,6,2,0,13119
1043,20251224,6,4,0,12801
1044,20210209,1,7,0,14674
1045,20221006,5,12,1,17796
1046,20210128,5,4,0,9440
1047,20240605,1,5,0,8862
1048,20240617,5,5,0,9658
1049,20250617,4,14,0,1607
1050,20230728,1,10,1,2278
1051,20230513,3,2,1,1299
1052,20210721,1,9,0,16986
1053,20210627,5,4,0,8060
1054,20230108,1,4,0,17771
1055,20240608,1,5,0,13197
1056,20240319,5,9,0,5366
1057,20210525,6,3,1,9782
1058,20231011,6,4,1,8179
1059,20250617,3,1,0,3832
1060,20251017,3,9,0,18748
1061,20211231,2,11,1,12522
1062,20251018,4,9,1,17299
1063,20231222,7,10,0,15748
1064,20240211,4,1,0,9623
1065,20221023,4,5,1,19273
1066,20230310,6,6,1,7621
1067,20250812,3,9,1,17989
1068,20230415,5,14,0,11565
1069,20241011,6,7,1,4540
1070,20240523,1,3,0,10083
1071,20220628,6,14,0,19786
1072,20240104,3,10,0,6301
1073,20231214,5,5,0,5816
1074,20240718,3,2,0,1745
1075,20211224,5,14,0,10036
1076,20210927,3,6,0,9110
1077,20210825,6,14,0,9837
1078,20210528,3,11,0,19650
1079,20210813,3,5,1,8441
1080,20220114,1,9,0,18359
1081,20240729,5,4,0,2822
1082,20220507,3,11,1,10053
1083,20250604,6,7,0,16158
1084,20251112,1,9,0,8022
1085,20211024,4,9,0,4483
1086,20240901,4,11,0,18771
1087,20220620,7,8,0,1453
1088,20250222,2,13,1,18128
1089,20211123,7,14,1,12567
1090,20231010,3,8,1,16821
1091,20221108,7,11,0,12592
1092,20220117,5,10,0,6080
1093,20251231,7,12,0,6208
1094,20210615,5,4,0,19458
1095,20230402,1,10,0,13021
1096,20221007,3,8,0,15605
1097,20220129,6,5,0,17382
1098,20230213,6,3,0,15595
1099,20250817,5,5,0,1899
1100,20250718,1,9,0,16966
1101,20210309,3,4,0,12622
1102,20241209,2,13,0,2105
1103,20220118,5,12,0,9795
1104,20220614,4,7,0,12608
1105,20251025,3,10,0,12210
1106,20210715,7,5,0,550
1107,20210921,3,10,0,8997
1108,20240629,1,6,0,19502
1109,20230216,7,3,1,5304
1110,20230531,6,4,0,13334
1111,20230613,5,5,0,8031
1112,20240224,2,12,1,2015
1113,20220111,5,7,0,4444
1114,20240427,1,7,0,1380
1115,20240719,7,11,0,11565
1116,20241020,5,7,0,1621
1117,20240430,6,1,0,14421
1118,20220610,3,3,0,3057
1119,20230904,6,2,1,12030
1120,20220508,4,13,1,9183
1121,20220103,1,7,0,10323
1122,20210624,1,9,0,12854
1123,20250104,3,11,0,5743
1124,20211120,5,5,0,4268
1125,20230207,3,5,0,9161
1126,20251004,3,1,0,10243
1127,20230412,5,10,0,16243
1128,20220119,3,6,1,994
1129,20220115,3,13,0,14633
1130,20250501,3,3,1,7755
1131,20251130,7,10,0,10194
1132,20231219,7,11,0,12963
1133,20221112,7,13,1,10252
1134,20220925,7,12,1,19884
1135,20210417,5,5,0,19931
1136,20210606,3,9,0,10982
1137,20221229,7,8,1,5455
1138,20220317,4,6,1,11707
1139,20220131,1,12,0,11499
1140,20210803,6,2,0,5887
1141,20241103,1,8,0,19964
1142,20250814,2,2,0,6991
1143,20240918,7,2,1,1073
1144,20210613,6,1,0,15566
1145,20240225,1,5,0,7814
1146,20240219,2,9,0,12935
1147,20211124,1,13,0,14999
1148,20251026,6,8,0,5885
1149,20210904,1,1,0,18924
1150,20221209,4,6,0,5748
1151,20230128,6,13,0,7490
1152,20221217,5,5,0,19378
1153,20221104,3,9,0,5380
1154,20220506,1,11,0,13378
1155,20220123,5,6,0,9157
1156,20251208,3,14,0,12693
1157,20241014,3,1,0,9898
1158,20241129,3,5,1,16146
1159,20250201,4,5,0,10675
1160,20240414,2,3,1,11646
1161,20231108,4,14,1,17027
1162,20230407,6,13,0,8982
1163,20220106,2,12,0,9100
1164,20220502,1,1,0,12767
1165,20220512,3,11,0,11325
1166,20251026,2,4,0,11547
1167,20210627,4,12,0,5972
1168,20220119,6,9,0,3132
1169,20210928,1,14,1,11275
1170,20211206,5,4,0,1424
1171,20211017,7,2,0,672
1172,20231107,3,9,0,10647
1173,20241216,2,1,0,6632
1174,20230326,2,2,0,17268
1175,20220128,5,3,0,14818
1176,20230215,5,13,0,15962
1177,20250326,1,13,0,9522
1178,20240418,4,8,1,15883
1179,20221203,2,3,0,15814
1180,20220624,6,3,0,16994
1181,20230408,2,7,0,18257
1182,20220619,6,13,0,7013
1183,20230907,5,12,0,2686
1184,20211014,4,1,0,19880
1185,20210827,4,5,0,10712
1186,20250710,3,8,1,13357
1187,20230812,7,14,0,17842
1188,20230513,2,1,0,4697
1189,20250814,2,11,0,18326
1190,20250706,7,10,0,16436
1191,20230614,3,8,0,2639
1192,20230113,7,6,1,18644
1193,20240801,5,14,0,2051
1194,20210925,4,9,0,10772
1195,20230212,4,8,0,5905
1196,20221010,1,7,0,17885
1197,20250306,7,4,0,8614
1198,20230924,7,14,1,14058
1199,20210607,1,6,0,4278
1200,20211223,5,3,1,5817
1201,20241208,7,3,0,16569
1202,20250718,5,3,0,7710
1203,20211118,3,8,0,9805
1204,20210827,6,10,0,5735
1205,20230205,4,3,0,6423
1206,20230604,6,9,0,3740
1207,20220423,7,5,0,11556
1208,20250201,4,6,0,17379
1209,20240329,3,4,0,3877
1210,20221230,5,12,0,12976
1211,20221025,1,11,1,9857
1212,20220909,5,8,0,12214
1213,20230613,3,12,0,5781
1214,20210119,1,6,0,1703
1215,20210106,5,5,1,2790
1216,20230327,5,6,1,712
1217,20250904,1,14,0,4844
1218,20230521,3,9,0,16732
1219,20220210,4,9,0,9854
1220,20210831,5,8,0,1853
1221,20251029,3,14,0,19436
1222,20221108,4,11,0,17251
1223,20251016,4,7,0,19547
1224,20210125,2,1,0,5319
1225,20231123,1,3,0,7618
1226,20241220,1,4,1,12634
1227,20210406,2,8,0,4150
1228,20230626,6,2,0,17547
1229,20241008,6,10,1,17022
1230,20211029,1,2,0,4237
1231,20250313,7,14,1,7924
1232,20231027,1,11,0,2654
1233,20250913,4,13,1,11144
1234,20240915,2,2,1,11540
1235,20220318,6,4,1,16657
1236,20221228,1,3,0,6104
1237,20230326,7,9,0,13549
1238,20220628,3,11,0,12666
1239,20211027,5,7,0,13261
1240,20231001,1,5,0,13581
1241,20240808,3,12,0,1061
1242,20210504,6,3,0,19614
1243,20250920,2,8,0,6892
1244,20240818,2,9,0,10898
1245,20231027,3,6,0,19081
1246,20220417,3,6,0,7819
1247,20211210,6,5,0,19876
1248,20241206,2,3,0,2143
1249,20251101,1,5,0,13856
1250,20231018,3,13,0,8035
1251,20220806,2,9,0,3089
1252,20231203,6,2,0,4694
1253,20230818,7,7,0,5589
1254,20210831,1,7,0,11023
1255,20210216,3,11,0,8672
1256,20221221,6,2,1,2736
1257,20240811,2,3,0,10934
1258,20220715,2,2,1,8788
1259,20221005,3,14,1,9678
1260,20250408,3,14,0,4526
1261,20251221,6,5,1,10186
1262,20231021,5,14,0,6230
1263,20230704,7,2,1,4647
1264,20240205,6,3,1,1781
1265,20240117,2,11,0,6180
1266,20240922,7,5,0,13188
1267,20210305,7,13,0,2014
1268,20230419,4,10,0,13809
1269,20230725,6,4,1,15814
1270,20220730,5,2,0,17761
1271,20250623,7,4,1,5838
1272,20220331,4,6,0,6507
1273,20240419,5,10,0,18778
1274,20250720,7,11,0,16019
1275,20250514,5,10,0,16020
1276,20230925,4,3,0,2328
1277,20251226,6,6,0,14745
1278,20231008,1,14,0,9426
1279,20250219,1,1,0,17451
1280,20240815,3,6,0,2071
1281,20221028,3,9,0,7668
1282,20220201,6,5,0,1511
1283,20241004,7,12,0,19979
1284,20210117,6,9,0,8536
1285,20251222,6,10,1,6835
1286,20220830,4,8,0,4501
1287,20250101,5,8,0,3610
1288,20230124,4,9,0,2262
1289,20210424,2,6,0,6182
1290,20250129,4,2,0,15735
1291,20220616,7,9,1,6251
1292,20251205,2,13,0,11369
1293,20220922,2,13,0,10036
1294,20241002,4,11,0,8072
1295,20230124,6,2,0,8714
1296,20250521,7,9,0,8059
1297,20221203,3,6,0,2385
1298,20231123,1,8,0,1762
1299,20230624,3,2,0,3242
1300,20240802,3,8,0,14477
1301,20250308,6,7,0,15879
1302,20240820,1,11,0,7370
1303,20221230,2,3,0,18650
1304,20220402,3,4,0,17547
1305,20210130,6,13,0,17621
1306,20220917,1,5,0,5512
1307,20240225,7,10,1,10088
1308,20240425,1,1,0,2000
1309,20210616,1,6,0,2105
1310,20240511,1,7,0,7609
1311,20221010,7,5,0,1293
1312,20240630,3,1,0,12808
1313,20230604,4,13,0,11379
1314,20210105,6,7,0,9550
1315,20221029,7,12,1,17287
1316,20231029,4,6,0,11933
1317,20250204,4,11,0,6556
1318,20220513,4,5,0,14551
1319,20250425,6,3,1,10572
1320,20210429,2,5,0,8226
1321,20250125,1,9,1,7681
1322,20210330,5,10,0,7016
1323,20240201,1,1,0,12405
1324,20240611,5,6,0,19116
1325,20210701,6,2,0,5435
1326,20240526,3,9,0,9600
1327,20220710,2,10,0,11677
1328,20241109,6,12,0,16224
1329,20230429,2,14,0,9514
1330,20220409,2,7,0,10126
1331,20250422,1,6,0,19005
1332,20210501,6,13,1,4634
1333,20250427,4,6,0,5375
1334,20231014,2,13,0,4612
1335,20210109,7,4,0,13456
1336,20250825,2,8,0,1446
1337,20220121,5,8,0,5968
1338,20250105,4,9,0,2968
1339,20221031,3,1,1,10386
1340,20210209,6,11,0,10979
1341,20210307,4,4,1,18107
1342,20241223,3,9,1,5895
1343,20220921,2,12,0,14750
1344,20250927,6,4,0,11483
1345,20230809,4,3,0,17413
1346,20250424,6,6,0,11455
1347,20230201,3,6,0,13266
1348,20230801,6,12,1,3617
1349,20220122,3,8,0,965
1350,20230718,3,8,1,604
1351,20240615,2,9,0,18498
1352,20251031,2,10,0,5204
1353,20221104,3,7,0,19461
1354,20210320,3,11,0,13972
1355,20230609,5,12,0,3725
1356,20250128,3,12,0,13416
1357,20230308,6,6,0,4322
1358,20210704,6,1,1,16795
1359,20210607,1,10,0,8458
1360,20240413,3,4,0,14830
1361,20221226,7,12,1,4648
1362,20240125,5,1,0,6716
1363,20210725,5,10,1,10501
1364,20230817,7,6,0,12165
1365,20240211,5,8,0,17222
1366,20241011,3,2,1,4912
1367,20250415,2,7,0,9060
1368,20240310,3,8,0,11059
1369,20250311,5,14,0,11302
1370,20250109,1,7,0,11661
1371,20251217,7,10,0,5801
1372,20220329,1,5,1,19023
1373,20210518,4,2,1,8829
1374,20210312,6,12,0,7889
1375,20230904,5,10,1,2352
1376,20210308,1,5,0,2736
1377,20210911,5,7,1,17155
1378,20230806,3,1,0,13670
1379,20220815,2,14,0,4311
1380,20210425,6,14,0,15911
1381,20220919,7,12,0,19103
1382,20220818,7,7,0,11917
1383,20250220,5,13,0,16390
1384,20241112,1,2,1,13588
1385,20250501,6,5,0,3284
1386,20250911,3,10,0,17560
1387,20230208,1,14,1,8503
1388,20220124,1,8,1,606
1389,20240825,2,3,0,6647
1390,20240805,2,4,0,7529
1391,20210920,4,1,1,13996
1392,20250528,6,13,0,17913
1393,20210115,1,13,1,19612
1394,20211127,1,11,1,5252
1395,20240106,6,9,1,13777
1396,20220509,1,3,0,5266
1397,20220907,7,4,0,7745
1398,20230719,5,11,1,18718
1399,20230919,5,14,0,10192
1400,20250708,2,8,0,14313
1401,20240907,6,11,1,10085
1402,20240914,3,10,0,19209
1403,20220628,6,8,0,18820
1404,20250328,4,11,0,7870
1405,20250318,6,8,0,10628
1406,20230814,6,12,0,4818
1407,20230117,6,8,0,5855
1408,20251013,3,4,0,7077
1409,20241221,3,14,0,16249
1410,20210311,1,14,0,5430
1411,20251211,5,1,0,18909
1412,20221205,5,14,1,19693
1413,20240717,5,1,0,5438
1414,20240303,6,6,0,17044
1415,20230522,3,9,0,4793
1416,20220623,2,3,0,11014
1417,20221124,4,1,0,9663
1418,20240130,7,10,0,10268
1419,20250310,2,13,0,13216
1420,20231010,2,10,0,18188
1421,20241203,3,11,0,19262
1422,20251125,1,3,1,11345
1423,20230523,2,9,0,19732
1424,20240625,3,11,0,7890
1425,20221215,2,3,0,8244
1426,20250715,4,3,0,16085
1427,20220827,1,10,0,10769
1428,20230215,4,14,0,19220
1429,20250214,7,4,1,16092
1430,20220402,3,14,0,13479
1431,20240427,5,3,1,19536
1432,20250213,1,13,1,12210
1433,20230603,5,6,0,11133
1434,20210822,1,5,1,17837
1435,20210617,5,5,0,6323
1436,20210510,6,8,0,1498
1437,20221204,2,7,0,2292
1438,20230929,2,13,0,2892
1439,20230617,6,12,0,5857
1440,20250717,7,12,0,1719
1441,20210911,1,3,0,19085
1442,20240101,2,6,0,10261
1443,20210925,2,12,1,13267
1444,20240420,6,8,0,15687
1445,20241111,4,11,0,16539
1446,20210317,7,11,0,10435
1447,20210304,3,5,0,14229
1448,20220122,2,10,0,15920
1449,20231208,4,13,0,1649
1450,20240127,4,5,1,14522
1451,20211123,2,1,0,5733
1452,20220425,4,4,0,1469
1453,20220913,4,5,0,16811
1454,20230524,5,13,1,16851
1455,20240411,4,13,0,18212
1456,20210310,2,2,0,2271
1457,20220212,5,8,0,18162
1458,20241019,3,5,1,14412
1459,20231201,1,4,0,10918
1460,20211011,2,13,0,9798
1461,20250430,3,7,1,769
1462,20250412,5,8,0,16321
1463,20231001,7,7,1,6022
1464,20221026,5,10,0,18160
1465,20231023,1,4,1,9289
1466,20240702,7,2,0,2818
1467,20240317,4,1,1,19251
1468,20230901,7,13,0,3107
1469,20210701,5,12,0,760
1470,20220430,4,3,0,4602
1471,20240819,5,12,1,14140
1472,20250721,3,7,0,920
1473,20231127,2,13,0,3182
1474,20251023,5,1,0,3136
1475,20251102,4,8,0,2061
1476,20220729,6,3,0,8799
1477,20230315,1,5,1,15994
1478,20251113,6,12,0,6901
1479,20211206,1,1,1,5913
1480,20250802,4,6,1,7778
1481,20231116,5,12,0,8847
1482,20240104,3,8,0,13663
1483,20250208,5,2,1,11023
1484,20250214,6,9,0,8743
1485,20240111,2,5,0,4376
1486,20240611,7,8,0,8060
1487,20240610,2,9,0,18899
1488,20221016,3,11,1,716
1489,20220324,1,13,0,8708
1490,20241213,1,3,0,729
1491,20230507,6,8,0,17564
1492,20240913,2,9,0,7817
1493,20240404,2,8,0,18924
1494,20250627,5,2,1,10047
1495,20220216,5,4,0,19848
1496,20250503,3,6,0,13736
1497,20240126,1,3,0,1469
1498,20251109,4,4,0,15089
1499,20231004,1,4,0,14048
1500,20220617,6,3,0,14821
1501,20251205,7,3,1,13721
1502,20220507,6,9,0,13107
1503,20251231,7,10,0,951
1504,20230117,7,12,0,14365
1505,20241019,4,5,0,16766
1506,20211223,6,5,0,4429
1507,20221205,5,11,0,11633
1508,20220403,2,12,0,16011
1509,20210712,2,5,1,13430
1510,20250228,6,3,1,17691
1511,20231018,3,11,0,17991
1512,20210211,2,2,0,14006
1513,20250722,1,7,1,5963
1514,20240722,6,7,0,17998
1515,20250203,5,10,0,13916
1516,20210211,2,6,0,2068
1517,20211104,2,8,0,12174
1518,20230226,3,5,1,11632
1519,20210502,5,8,0,17627
1520,20230409,3,12,1,15696
1521,20211102,5,9,1,13935
1522,20230117,3,3,0,5336
1523,20250801,5,8,0,8560
1524,20241223,2,12,0,3898
1525,20241111,7,6,0,808
1526,20220523,3,7,0,10992
1527,20230823,6,8,0,7072
1528,20250214,1,1,1,15593
1529,20250221,5,9,0,2207
1530,20251122,6,4,0,3182
1531,20230904,2,7,0,12102
1532,20250610,3,12,0,13315
1533,20240523,7,1,0,14590
1534,20240724,6,7,0,6296
1535,20230526,6,7,0,16049
1536,20220322,5,4,0,3758
1537,20250529,1,2,1,7852
1538,20210919,4,12,0,14751
1539,20241022,2,5,0,12030
1540,20230427,4,5,0,9956
1541,20250121,3,9,0,14196
1542,20230308,2,1,0,3040
1543,20230127,7,14,0,12261
1544,20211007,2,11,0,18809
1545,20250710,5,7,0,18113
1546,20210511,3,9,0,8287
1547,20210613,6,3,0,9302
1548,20211028,4,14,1,19509
1549,20230609,5,8,0,19873
1550,20240914,7,5,1,17876
1551,20230723,1,13,0,3185
1552,20220315,7,2,0,12701
1553,20210111,2,5,0,9289
1554,20230523,7,12,0,13219
1555,20230523,6,3,0,17945
1556,20220211,1,11,1,5343
1557,20221023,1,2,0,9193
1558,20250513,6,9,1,1340
1559,20221212,1,13,0,15577
1560,20230809,1,4,0,12751
1561,20230211,2,10,0,13042
1562,20211201,6,3,0,6883
1563,20231125,5,10,0,12465
1564,20240124,4,2,0,11107
1565,20250220,6,13,0,3992
1566,20220312,5,14,0,1030
1567,20210413,4,12,0,18733
1568,20250423,5,4,0,14935
1569,20230611,7,6,0,5075
1570,20230930,7,7,0,4636
1571,20240907,5,9,0,5555
1572,20221006,3,13,0,16615
1573,20240929,4,8,1,1679
1574,20231219,5,4,0,1635
1575,20220916,2,1,0,5492
1576,20220204,7,11,0,2619
1577,20240115,3,7,0,8685
1578,20240114,3,10,0,2455
1579,20241215,7,3,0,10237
1580,20220709,6,2,0,15443
1581,20220429,4,9,1,17393
1582,20240830,7,2,0,10620
1583,20210311,6,7,0,12992
1584,20250526,1,3,0,7503
1585,20221003,1,11,0,13789
1586,20220601,5,7,0,1239
1587,20210711,6,2,0,3488
1588,20230627,4,6,0,7142
1589,20221104,2,14,0,9562
1590,20240306,6,12,1,11724
1591,20210929,6,3,0,4856
1592,20210709,7,6,0,11174
1593,20240803,3,5,0,9774
1594,20250123,3,5,1,12814
1595,20251216,1,10,0,5559
1596,20240425,2,1,0,17602
1597,20220311,1,12,0,11083
1598,20241106,1,11,1,14543
1599,20240523,3,8,0,8658
1600,20220614,4,12,1,6839
1601,20210227,3,11,1,5558
1602,20220306,7,9,0,8486
1603,20240103,4,4,1,17656
1604,20231221,4,2,0,4683
1605,20210101,7,9,0,12657
1606,20240110,1,5,1,19546
1607,20240925,4,13,0,2510
1608,20230625,5,1,0,5827
1609,20220630,7,5,0,9110
1610,20220501,3,5,0,5851
1611,20230515,6,6,0,6009
1612,20221225,5,4,0,13866
1613,20210613,6,12,0,16601
1614,20230301,4,13,0,13065
1615,20241123,3,6,0,13920
1616,20230927,7,11,0,1207
1617,20231114,4,3,0,1540
1618,20240704,5,3,0,4829
1619,20230609,7,10,1,16370
1620,20240909,4,5,0,14695
1621,20240210,3,8,0,2492
1622,20220819,6,13,0,10935
1623,20211213,4,1,0,9432
1624,20231015,4,11,0,16849
1625,20230910,5,9,1,8021
1626,20231221,6,5,0,18957
1627,20210425,3,10,0,14276
1628,20230501,4,12,1,16665
1629,20240809,2,8,0,2877
1630,20221103,1,3,0,15324
1631,20240204,3,1,0,17113
1632,20210301,1,3,0,3445
1633,20210215,6,7,0,11002
1634,20250428,4,9,0,11912
1635,20251128,6,11,0,1303
1636,20231116,6,3,0,3844
1637,20211215,5,3,1,9242
1638,20230201,1,4,0,18935
1639,20241006,1,4,0,6909
1640,20240521,7,9,0,5207
1641,20230312,4,6,1,12429
1642,20220808,3,2,0,8532
1643,20220423,3,11,0,2986
1644,20230403,4,2,1,1666
1645,20230131,1,6,0,10082
1646,20221119,7,14,0,6037
1647,20211021,6,4,1,18818
1648,20241123,1,1,0,1313
1649,20220119,7,8,0,15652
1650,20250217,3,11,0,10487
1651,20220131,6,10,1,18586
1652,20230530,3,11,1,5445
1653,20220307,1,3,0,4538
1654,20210916,1,3,0,18931
1655,20250806,1,12,1,13940
1656,20240104,1,3,0,13912
1657,20220909,4,7,0,7372
1658,20220107,2,5,0,11329
1659,20210705,3,3,0,6556
1660,20241027,6,4,0,11889
1661,20250225,4,8,1,9430
1662,20220914,7,13,1,17722
1663,20210406,4,1,1,12841
1664,20220615,4,7,0,3110
1665,20220916,6,2,0,1698
1666,20211008,5,3,0,15195
1667,20230429,3,8,0,7771
1668,20220619,6,6,0,14620
1669,20230427,6,14,1,15283
1670,20251215,5,10,0,15182
1671,20230304,5,2,0,16811
1672,20230501,5,7,1,19058
1673,20230705,2,3,0,6436
1674,20221003,1,12,0,7460
1675,20221018,4,3,0,19813
1676,20230728,1,3,0,13438
1677,20231023,2,11,0,7468
1678,20240108,3,13,0,14153
1679,20230429,3,4,0,16477
1680,20250614,4,2,0,7283
1681,20240117,1,5,1,19985
1682,20220720,1,13,0,10593
1683,20240826,7,6,0,13919
1684,20210701,4,5,1,19557
1685,20230427,2,4,1,13625
1686,20220523,7,1,0,15495
1687,20220913,1,13,1,3506
1688,20221206,5,11,0,17132
1689,20231227,4,3,0,18799
1690,20231107,6,14,0,5739
1691,20220618,7,11,0,17589
1692,20250527,1,8,0,16677
1693,20210101,1,1,1,2732
1694,20250214,6,1,0,11746
1695,20220607,6,2,0,16149
1696,20220627,3,10,1,18107
1697,20230603,1,8,0,18517
1698,20220513,1,13,0,18702
1699,20211105,7,4,1,5798
1700,20240123,2,6,1,1809
1701,20220629,4,1,0,4842
1702,20220305,4,3,1,1334
1703,20250602,4,14,1,16545
1704,20230223,1,14,1,2302
1705,20211222,1,13,0,7962
1706,20230818,6,14,0,11400
1707,20240115,7,13,0,6840
1708,20230608,5,13,0,19669
1709,20230819,7,4,0,7751
1710,20210527,6,8,0,16862
1711,20220813,3,6,0,6389
1712,20240224,3,6,0,3413
1713,20250127,6,11,1,10820
1714,20241207,7,7,0,10863
1715,20250823,6,10,0,17787
1716,20221225,6,2,1,5182
1717,20230613,5,8,1,6718
1718,20250606,3,3,0,12364
1719,20221130,3,12,0,18854
1720,20210203,4,9,1,11666
1721,20250918,4,8,0,9234
1722,20210820,3,13,0,1734
1723,20220210,1,12,0,17883
1724,20230530,1,9,0,5975
1725,20250904,6,5,0,4207
1726,20250825,5,13,1,12205
1727,20220816,4,2,0,16570
1728,20251004,4,10,0,14682
1729,20210311,5,4,0,4872
1730,20250122,5,11,1,1407
1731,20241222,4,2,0,2290
1732,20211011,4,5,1,10183
1733,20231216,2,4,0,1180
1734,20211203,6,10,0,995
1735,20250721,4,1,0,17882
1736,20250717,4,2,0,8783
1737,20220520,2,6,0,8212
1738,20221122,4,8,0,5605
1739,20230530,6,9,0,1859
1740,20240105,2,2,0,2798
1741,20211210,1,10,1,15727
1742,20250327,5,13,0,16257
1743,20230509,4,9,0,19183
1744,20210604,1,14,0,889
1745,20220328,2,1,0,9328
1746,20220622,1,10,0,11653
1747,20241128,2,3,1,14946
1748,20231030,4,7,0,5564
1749,20221202,6,1,0,15697
1750,20220210,6,3,0,12520
1751,20240830,7,4,0,557
1752,20220907,1,8,0,8277
1753,20220122,5,11,0,3194
1754,20210812,3,14,1,1622
1755,20240405,3,3,0,13617
1756,20210518,7,4,0,4847
1757,20211013,5,8,1,6048
1758,20220217,6,1,0,11862
1759,20250625,4,8,0,5961
1760,20230430,1,3,0,4354
1761,20240419,2,13,0,5672
1762,20241113,2,10,0,15314
1763,20210611,7,9,0,17347
1764,20231204,1,4,1,1755
1765,20210907,6,12,1,3961
1766,20250206,1,9,0,15231
1767,20220602,5,3,0,8630
1768,20240416,4,13,0,1846
1769,20240913,7,10,0,12047
1770,20210626,5,10,1,16698
1771,20210613,2,9,0,4092
1772,20240706,5,6,1,9386
1773,20220728,3,4,0,13811
1774,20210624,4,12,1,2050
1775,20220406,2,7,1,11191
1776,20210930,5,4,0,10509
1777,20231029,3,1,0,14020
1778,20240717,5,2,0,10535
1779,20250612,1,14,0,4989
1780,20210109,2,5,0,19930
1781,20211008,2,4,1,15061
1782,20241125,7,9,0,12716
1783,20230517,1,8,1,8784
1784,20230327,1,3,1,2647
1785,20210709,3,14,1,10568
1786,20240524,3,4,1,9195
1787,20240810,4,3,0,9958
1788,20210723,4,11,0,4105
1789,20240925,6,5,0,17255
1790,20230902,6,14,0,5869
1791,20231027,6,7,0,13464
1792,20211210,2,9,1,1628
1793,20240608,6,5,0,7585
1794,20210203,1,8,0,19246
1795,20211012,2,4,0,16853
1796,20210516,7,9,1,16450
1797,20210917,7,10,0,2877
1798,20220905,3,10,1,10345
1799,20240513,1,10,0,10044
1800,20240903,6,3,0,790
1801,20240430,2,6,1,9830
1802,20221211,4,12,0,2003
1803,20240602,3,14,0,19825
1804,20220403,2,2,0,12487
1805,20250702,7,13,0,6548
