Incident_ID,Date_ID,Region_ID,Crime_Type,Severity,Resolved_Flag
6179,20240419,7,Robbery,High,1
6180,20210819,7,Assault,High,1
6181,20220409,5,Cybercrime,Medium,1
6182,20230118,1,Assault,Low,0
6183,20250528,1,Assault,Medium,1
6184,20221123,6,Robbery,Medium,0
6185,20251024,6,Robbery,Low,1
6186,20220124,7,Cybercrime,Medium,1
6187,20211021,1,Cybercrime,Medium,1
6188,20250522,2,Assault,High,0
6189,20210219,1,Robbery,High,1
6190,20230617,3,Assault,Low,0
6191,20231103,2,Robbery,Medium,0
6192,20220418,2,Cybercrime,Medium,1
6193,20211204,4,Assault,Medium,1
6194,20240417,3,Cybercrime,Medium,1
6195,20251110,6,Cybercrime,Medium,1
6196,20210324,1,Assault,High,1
6197,20220110,3,Robbery,High,1
6198,20210116,1,Assault,Medium,0
6199,20240830,7,Assault,Medium,0
6200,20210430,2,Robbery,High,1
6201,20230915,1,Robbery,High,0
6202,20250123,1,Assault,Medium,0
6203,20250610,1,Cybercrime,High,1
6204,20241023,1,Assault,Low,1
6205,20250510,7,Robbery,High,1
6206,20221118,7,Assault,Low,0
6207,20250802,1,Robbery,Low,1
6208,20210107,3,Cybercrime,Low,1
6209,20250327,5,Robbery,Medium,1
6210,20240812,1,Assault,Medium,1
6211,20231218,2,Assault,Low,0
6212,20210915,1,Robbery,Medium,1
6213,20211128,6,Assault,Low,1
6214,20220619,1,Assault,High,1
6215,20230602,7,Robbery,Low,1
6216,20211120,1,Assault,High,1
6217,20220304,3,Assault,Low,1
6218,20220519,7,Robbery,Medium,0
6219,20211216,1,Cybercrime,High,0
6220,20240112,7,Cybercrime,Low,0
6221,20210706,3,Assault,High,0
6222,20220510,1,Cybercrime,Low,1
6223,20210524,6,Cybercrime,Medium,0
6224,20250510,4,Robbery,High,0
6225,20250829,6,Assault,Low,1
6226,20210317,1,Robbery,Low,1
6227,20221101,6,Cybercrime,Medium,0
6228,20241130,4,Assault,Low,1
6229,20220915,3,Cybercrime,Low,1
6230,20230812,1,Robbery,High,0
6231,20230420,7,Robbery,High,0
6232,20250712,1,Assault,High,0
6233,20250929,1,Cybercrime,Low,1
6234,20240127,1,Robbery,Medium,1
6235,20210307,1,Assault,Medium,1
6236,20220430,1,Cybercrime,Medium,1
6237,20250209,5,Assault,High,0
6238,20211206,7,Assault,High,0
6239,20230521,1,Robbery,Low,1
6240,20230504,3,Robbery,High,1
6241,20211202,1,Cybercrime,Medium,1
6242,20250905,7,Robbery,Low,1
6243,20220428,3,Robbery,Medium,0
6244,20250208,1,Robbery,Medium,0
6245,20250306,1,Robbery,High,1
6246,20240927,2,Cybercrime,Medium,1
6247,20250520,1,Cybercrime,High,0
6248,20240227,4,Cybercrime,Low,0
6249,20210205,7,Robbery,Medium,1
6250,20230228,1,Cybercrime,Medium,1
6251,20250616,1,Assault,Medium,0
6252,20250205,4,Cybercrime,Medium,1
6253,20220813,1,Assault,Low,0
6254,20250916,6,Robbery,High,0
6255,20250512,4,Robbery,Medium,1
6256,20230421,2,Cybercrime,High,0
6257,20230503,1,Assault,Low,1
6258,20250225,5,Cybercrime,Medium,0
6259,20240630,1,Cybercrime,High,0
6260,20240601,2,Cybercrime,Medium,1
6261,20240417,3,Robbery,High,1
6262,20220810,2,Robbery,Low,1
6263,20220623,3,Cybercrime,Low,0
6264,20230219,1,Cybercrime,Low,0
6265,20251223,2,Robbery,High,1
6266,20251104,1,Robbery,Medium,0
6267,20241029,1,Cybercrime,Low,0
6268,20220309,1,Assault,Low,1
6269,20220103,1,Assault,High,1
6270,20211022,1,Cybercrime,Medium,0
6271,20230702,7,Assault,Medium,1
6272,20210309,5,Assault,Low,1
6273,20220702,3,Robbery,High,1
6274,20241021,5,Assault,High,1
6275,20221231,3,Robbery,Low,1
6276,20241203,1,Cybercrime,Low,0
6277,20210926,1,Robbery,Medium,1
6278,20220116,3,Assault,Low,0
6279,20240609,2,Cybercrime,Low,1
6280,20211126,1,Robbery,Low,0
6281,20240209,6,Assault,High,1
6282,20220129,1,Cybercrime,Low,0
6283,20220131,2,Cybercrime,High,0
6284,20220517,1,Assault,High,1
6285,20210729,1,Assault,High,1
6286,20220202,7,Assault,High,1
6287,20210816,7,Cybercrime,Medium,1
6288,20240727,1,Assault,High,0
6289,20230611,4,Cybercrime,Medium,0
6290,20230325,1,Assault,Low,0
6291,20220109,2,Assault,Medium,1
6292,20250110,4,Cybercrime,High,1
6293,20231013,2,Cybercrime,Medium,0
6294,20240825,6,Robbery,Low,1
6295,20220101,7,Cybercrime,Medium,1
6296,20230607,5,Cybercrime,Low,0
6297,20210917,1,Robbery,High,1
6298,20240217,4,Assault,Low,1
6299,20250915,1,Cybercrime,Medium,0
6300,20220423,7,Cybercrime,Medium,0
6301,20211008,5,Cybercrime,High,1
6302,20220315,5,Cybercrime,Medium,1
6303,20230825,7,Assault,High,1
6304,20240303,1,Robbery,High,0
6305,20210907,1,Robbery,High,1
6306,20250302,1,Cybercrime,Low,1
6307,20210411,6,Assault,Low,1
6308,20220217,1,Assault,Medium,0
6309,20230810,5,Cybercrime,Medium,1
6310,20230923,1,Assault,Medium,1
6311,20250228,1,Robbery,Medium,1
6312,20230109,7,Robbery,Low,0
6313,20250807,2,Robbery,Low,1
6314,20211227,7,Robbery,High,1
6315,20221207,1,Assault,Medium,1
6316,20210212,5,Robbery,High,1
6317,20230116,1,Cybercrime,Low,1
6318,20250925,6,Assault,Low,1
6319,20250701,4,Assault,Medium,1
6320,20240403,2,Robbery,Low,0
6321,20211125,3,Cybercrime,Low,1
6322,20251127,1,Assault,Low,1
6323,20211029,1,Assault,High,0
6324,20220724,1,Assault,Low,0
6325,20240704,1,Assault,Medium,1
6326,20240807,5,Assault,High,0
6327,20250113,1,Assault,High,1
6328,20240504,1,Cybercrime,High,0
6329,20220613,3,Cybercrime,High,1
6330,20210718,5,Assault,Medium,0
6331,20221003,7,Cybercrime,Medium,1
6332,20210828,4,Robbery,Medium,1
6333,20240209,1,Robbery,Low,0
6334,20210225,6,Assault,Medium,1
6335,20211126,2,Cybercrime,Low,1
6336,20210914,5,Robbery,Medium,1
6337,20210828,1,Cybercrime,Low,1
6338,20220909,4,Cybercrime,Low,1
6339,20251116,1,Assault,High,0
6340,20230314,1,Cybercrime,Low,1
6341,20220608,1,Robbery,Low,0
6342,20240127,1,Robbery,Low,1
6343,20211207,5,Assault,High,0
6344,20220424,7,Robbery,High,1
6345,20221018,1,Assault,High,1
6346,20220608,5,Assault,Medium,1
6347,20220527,5,Cybercrime,Low,1
6348,20220502,1,Cybercrime,Medium,1
6349,20250227,1,Cybercrime,High,1
6350,20230717,4,Robbery,Low,0
6351,20240115,1,Robbery,Low,0
6352,20220713,1,Robbery,Low,1
6353,20220411,1,Robbery,Medium,0
6354,20210913,2,Robbery,Medium,1
6355,20250118,1,Assault,High,1
6356,20241204,7,Assault,High,1
6357,20231119,1,Cybercrime,Medium,0
6358,20210207,1,Robbery,Medium,1
6359,20240103,5,Assault,Medium,1
6360,20251101,1,Cybercrime,High,1
6361,20220217,1,Cybercrime,Medium,0
6362,20211204,2,Robbery,Medium,1
6363,20241201,1,Robbery,Medium,1
6364,20220902,5,Assault,Medium,0
6365,20220413,3,Robbery,Low,1
6366,20231227,1,Assault,Low,1
6367,20240805,7,Assault,High,1
6368,20221122,4,Cybercrime,Low,1
6369,20220123,6,Assault,Medium,0
6370,20211006,4,Cybercrime,Medium,1
6371,20210224,4,Robbery,Medium,0
6372,20240612,7,Cybercrime,Low,1
6373,20241222,5,Robbery,High,1
6374,20240504,1,Assault,High,1
6375,20220913,5,Cybercrime,Medium,1
6376,20211220,1,Cybercrime,High,1
6377,20210925,6,Cybercrime,High,1
6378,20220930,6,Robbery,Medium,1
6379,20241016,1,Assault,High,0
6380,20250324,1,Robbery,Low,0
6381,20211208,3,Cybercrime,Low,1
6382,20210829,7,Cybercrime,High,0
6383,20230506,2,Robbery,Medium,1
6384,20240711,2,Assault,Medium,0
6385,20220818,1,Robbery,High,1
6386,20240403,1,Cybercrime,Medium,0
6387,20230507,3,Assault,Low,1
6388,20220614,3,Assault,Low,1
6389,20240831,1,Robbery,Low,1
6390,20250905,2,Assault,High,1
6391,20220824,2,Cybercrime,Medium,0
6392,20241228,1,Cybercrime,Medium,0
6393,20240410,5,Assault,Low,1
6394,20220429,2,Assault,Medium,0
6395,20251026,7,Cybercrime,Medium,1
6396,20221002,5,Cybercrime,Low,0
6397,20240405,7,Assault,High,0
6398,20250715,7,Assault,High,0
6399,20250914,1,Robbery,Medium,1
6400,20230114,7,Assault,Medium,0
6401,20221216,4,Assault,Medium,1
6402,20220309,1,Assault,High,1
6403,20221212,3,Assault,High,1
6404,20211122,4,Assault,Low,1
6405,20251117,1,Assault,High,1
6406,20220807,1,Robbery,Medium,1
6407,20250930,7,Cybercrime,High,0
6408,20240118,2,Assault,Medium,1
6409,20220409,3,Robbery,Low,1
6410,20250210,3,Robbery,Low,1
6411,20210417,7,Robbery,High,1
6412,20230823,3,Assault,High,0
6413,20210711,1,Assault,Low,1
6414,20220418,2,Cybercrime,Low,1
6415,20240131,2,Cybercrime,Low,1
6416,20210401,4,Assault,High,0
6417,20230211,3,Cybercrime,Medium,1
6418,20220729,2,Robbery,High,0
6419,20230304,1,Cybercrime,High,1
6420,20220403,7,Assault,Low,1
6421,20221105,1,Robbery,Medium,1
6422,20230125,1,Robbery,Low,1
6423,20240106,4,Robbery,Low,0
6424,20250312,1,Robbery,Medium,0
6425,20250330,4,Cybercrime,Low,1
6426,20220513,6,Cybercrime,Medium,1
6427,20240215,7,Robbery,High,0
6428,20230115,1,Robbery,Medium,0
6429,20240108,7,Cybercrime,High,0
6430,20230128,6,Robbery,Medium,0
6431,20220404,1,Assault,Low,1
6432,20210305,7,Assault,High,1
6433,20220818,5,Robbery,High,0
6434,20240423,4,Robbery,Medium,1
6435,20210621,1,Robbery,Low,0
6436,20240513,1,Robbery,Medium,1
6437,20211108,6,Cybercrime,Medium,1
6438,20230330,1,Cybercrime,Medium,1
6439,20250629,1,Robbery,High,1
6440,20220223,6,Assault,Medium,1
6441,20240516,4,Robbery,Medium,1
6442,20250702,1,Cybercrime,High,0
6443,20250114,5,Cybercrime,Low,0
6444,20250705,2,Assault,High,0
6445,20230516,1,Assault,Medium,1
6446,20240320,1,Assault,Medium,1
6447,20210818,4,Assault,High,1
6448,20220529,3,Cybercrime,High,1
6449,20230227,2,Assault,Medium,0
6450,20210518,4,Robbery,Low,1
6451,20250103,1,Cybercrime,Medium,1
6452,20241003,6,Robbery,High,1
6453,20240430,3,Robbery,High,1
6454,20220328,2,Cybercrime,Medium,1
6455,20251123,1,Robbery,High,0
6456,20211203,4,Robbery,Low,0
6457,20240625,3,Cybercrime,High,1
6458,20220627,1,Robbery,High,1
6459,20210607,1,Cybercrime,Low,0
6460,20251117,1,Cybercrime,High,1
6461,20250907,4,Assault,Medium,1
6462,20230212,4,Assault,Low,1
6463,20230503,1,Robbery,Medium,0
6464,20220315,1,Robbery,Medium,0
6465,20251208,1,Cybercrime,Low,1
6466,20240506,1,Robbery,Low,0
6467,20210105,2,Robbery,Medium,1
6468,20220306,6,Assault,Low,1
6469,20230504,2,Cybercrime,Medium,1
6470,20251114,1,Robbery,Medium,1
6471,20221211,7,Cybercrime,High,0
6472,20250613,1,Cybercrime,Medium,0
6473,20221122,4,Cybercrime,Medium,1
6474,20250502,3,Cybercrime,High,1
6475,20230614,1,Assault,Medium,1
6476,20210416,3,Robbery,Low,1
6477,20250811,1,Cybercrime,Low,1
6478,20210119,5,Cybercrime,Low,0
6479,20211113,1,Robbery,Low,0
6480,20211223,2,Robbery,High,1
6481,20210508,5,Robbery,Low,1
6482,20211105,5,Cybercrime,Medium,0
6483,20240904,6,Assault,High,0
6484,20210806,2,Cybercrime,Medium,1
6485,20240508,7,Cybercrime,High,1
6486,20210121,4,Cybercrime,High,1
6487,20250408,2,Robbery,Medium,0
6488,20220923,3,Cybercrime,High,1
6489,20240707,4,Robbery,Medium,1
6490,20241028,1,Assault,Medium,0
6491,20230409,1,Robbery,Medium,0
6492,20250821,1,Cybercrime,Low,1
6493,20210803,7,Cybercrime,High,0
6494,20230411,4,Cybercrime,High,1
6495,20241023,3,Cybercrime,Medium,0
6496,20230528,1,Robbery,Low,1
6497,20220629,1,Assault,Medium,1
6498,20230729,1,Assault,Medium,1
6499,20220222,6,Cybercrime,Medium,1
6500,20230922,3,Robbery,Medium,0
6501,20240505,1,Cybercrime,Medium,0
6502,20230419,1,Assault,High,1
6503,20251107,1,Cybercrime,Low,1
6504,20230909,5,Cybercrime,Medium,1
6505,20241215,1,Robbery,Low,1
6506,20250503,3,Robbery,High,1
6507,20220414,6,Robbery,High,1
6508,20231130,2,Cybercrime,Medium,0
6509,20250423,1,Robbery,High,1
6510,20210526,2,Robbery,Low,1
6511,20250830,1,Robbery,High,1
6512,20220528,3,Assault,Medium,1
6513,20241013,2,Cybercrime,High,1
6514,20251217,7,Assault,Medium,1
6515,20221224,1,Assault,Medium,0
6516,20231011,3,Cybercrime,High,0
6517,20251215,7,Robbery,Medium,0
6518,20230713,1,Robbery,Medium,1
6519,20230625,6,Robbery,High,0
6520,20221224,1,Assault,Low,0
6521,20210814,1,Assault,Medium,1
6522,20250423,1,Cybercrime,Low,0
6523,20250511,1,Robbery,Low,1
6524,20220114,1,Cybercrime,Medium,1
6525,20230326,7,Assault,High,0
6526,20230209,7,Assault,Low,1
6527,20250511,1,Robbery,High,0
6528,20230204,6,Robbery,Medium,0
6529,20250828,4,Cybercrime,Medium,1
6530,20220526,6,Assault,Low,1
6531,20230812,2,Assault,Medium,1
6532,20220306,3,Cybercrime,Medium,0
6533,20211221,3,Cybercrime,Low,1
6534,20220918,1,Assault,Medium,1
6535,20240128,1,Robbery,High,0
6536,20250627,1,Robbery,Medium,1
6537,20250226,3,Robbery,Medium,1
6538,20250601,2,Assault,Low,1
6539,20231108,1,Assault,Low,0
6540,20221218,3,Assault,Low,0
6541,20210630,4,Assault,Low,0
6542,20251113,5,Cybercrime,High,1
6543,20250327,2,Robbery,High,0
6544,20220712,4,Robbery,Low,1
6545,20220424,4,Robbery,Low,1
6546,20241216,2,Robbery,Medium,1
6547,20230702,4,Robbery,Medium,1
6548,20250213,1,Robbery,Low,1
6549,20250916,1,Robbery,Medium,0
6550,20210111,3,Robbery,Medium,1
6551,20210906,6,Robbery,Medium,1
6552,20210718,5,Robbery,Low,1
6553,20240218,4,Robbery,Low,1
6554,20230131,3,Assault,Low,1
6555,20240305,4,Robbery,High,1
6556,20240326,1,Assault,Low,1
6557,20240327,3,Robbery,Medium,0
6558,20220531,6,Cybercrime,Low,1
6559,20250603,1,Assault,Low,0
6560,20231007,7,Robbery,High,1
6561,20250313,1,Robbery,High,0
6562,20240621,4,Robbery,Low,1
6563,20240402,2,Robbery,Low,0
6564,20240417,5,Assault,Medium,1
6565,20211123,1,Cybercrime,Low,0
6566,20240203,6,Robbery,Low,0
6567,20250816,4,Assault,Medium,1
6568,20220817,2,Assault,Medium,1
6569,20240830,6,Robbery,Medium,0
6570,20230828,1,Assault,Low,0
6571,20251113,3,Assault,Low,1
6572,20210225,1,Cybercrime,Medium,1
6573,20220726,1,Cybercrime,High,1
6574,20241015,4,Robbery,Medium,1
6575,20210502,6,Cybercrime,High,1
6576,20240215,1,Cybercrime,Low,1
6577,20210103,5,Cybercrime,Low,1
6578,20210525,7,Robbery,Medium,0
6579,20211007,1,Cybercrime,Medium,1
6580,20221014,6,Assault,Medium,1
6581,20220516,3,Cybercrime,Medium,1
6582,20251014,1,Cybercrime,Medium,1
6583,20241224,1,Assault,High,0
6584,20251130,5,Robbery,Medium,1
6585,20221120,6,Assault,Medium,0
6586,20230314,3,Cybercrime,High,1
6587,20251011,6,Cybercrime,Low,1
6588,20250919,7,Robbery,Medium,0
6589,20220802,1,Assault,Low,1
6590,20241026,1,Assault,Medium,1
6591,20240702,3,Assault,Low,1
6592,20220715,1,Assault,Low,0
6593,20211019,5,Assault,Low,1
6594,20250407,1,Robbery,High,1
6595,20221212,3,Cybercrime,Low,1
6596,20241121,1,Assault,Low,1
6597,20251024,1,Cybercrime,Medium,1
6598,20240814,3,Cybercrime,Low,1
6599,20210424,3,Assault,Low,0
6600,20250807,2,Cybercrime,High,1
6601,20221010,3,Assault,Medium,1
6602,20221215,1,Cybercrime,Low,1
6603,20250822,4,Cybercrime,High,1
6604,20241029,6,Robbery,Medium,1
6605,20231010,5,Cybercrime,Low,1
6606,20211024,5,Assault,Medium,1
6607,20230119,4,Cybercrime,Low,1
6608,20230407,2,Robbery,High,1
6609,20240323,1,Cybercrime,High,0
6610,20241108,2,Assault,High,1
6611,20250416,3,Assault,Medium,0
6612,20221012,1,Robbery,Medium,0
6613,20231203,1,Cybercrime,Medium,1
6614,20220530,1,Cybercrime,Low,1
6615,20230214,1,Cybercrime,Medium,0
6616,20231007,7,Robbery,High,1
6617,20230530,1,Cybercrime,Medium,0
6618,20210628,6,Robbery,Medium,1
6619,20210621,1,Robbery,High,1
6620,20240518,7,Cybercrime,Medium,1
6621,20220822,4,Assault,Low,1
6622,20220626,1,Robbery,Medium,1
6623,20220824,2,Assault,High,0
6624,20230328,3,Assault,High,0
6625,20220627,1,Assault,Low,0
6626,20230321,1,Cybercrime,Medium,1
6627,20230627,4,Assault,High,1
6628,20240708,1,Robbery,Medium,0
6629,20250505,5,Robbery,High,1
6630,20220108,1,Assault,High,0
6631,20210115,1,Cybercrime,Low,0
6632,20221011,1,Assault,Medium,1
6633,20210815,6,Cybercrime,Low,1
6634,20210724,7,Robbery,Low,1
6635,20250307,1,Assault,High,0
6636,20251220,2,Robbery,Low,1
6637,20250418,2,Assault,Low,1
6638,20250105,1,Assault,Medium,0
6639,20221126,4,Robbery,Low,1
6640,20220222,3,Cybercrime,Medium,1
6641,20230317,1,Robbery,High,0
6642,20241126,4,Assault,High,1
6643,20250112,3,Assault,Low,1
6644,20240625,7,Cybercrime,High,1
6645,20231015,2,Assault,Low,1
6646,20220227,1,Cybercrime,Medium,1
6647,20211119,5,Cybercrime,Low,1
6648,20220430,5,Assault,High,1
6649,20250203,1,Assault,High,1
6650,20210721,1,Robbery,Low,0
6651,20210208,2,Cybercrime,High,0
6652,20230715,2,Assault,High,0
6653,20220403,1,Robbery,Medium,0
6654,20221125,1,Robbery,Medium,0
6655,20250824,1,Robbery,Low,1
6656,20210819,3,Cybercrime,Low,1
6657,20230214,1,Robbery,Low,1
6658,20231028,6,Assault,Low,1
6659,20250407,3,Robbery,Medium,1
6660,20230528,2,Robbery,High,1
6661,20240320,5,Cybercrime,Low,0
6662,20220128,1,Robbery,High,0
6663,20220915,3,Assault,Medium,1
6664,20250309,6,Robbery,Medium,1
6665,20240805,4,Cybercrime,High,1
6666,20240101,5,Robbery,Medium,1
6667,20250704,3,Cybercrime,Low,1
6668,20210121,5,Robbery,High,1
6669,20210727,2,Assault,High,1
6670,20230617,1,Assault,Low,1
6671,20231114,7,Cybercrime,Low,0
6672,20251122,6,Robbery,High,1
6673,20250324,1,Assault,Medium,1
6674,20251015,2,Assault,High,1
6675,20210118,5,Cybercrime,High,0
6676,20220104,2,Assault,Low,1
6677,20220715,4,Cybercrime,High,0
6678,20230925,2,Cybercrime,Low,1
6679,20211029,1,Robbery,Medium,1
6680,20220301,1,Assault,High,1
6681,20240702,3,Cybercrime,High,1
6682,20220119,1,Robbery,Low,1
6683,20250110,3,Robbery,Low,1
6684,20240730,4,Cybercrime,Low,0
6685,20230123,6,Cybercrime,Medium,0
6686,20231215,5,Cybercrime,Low,1
6687,20220826,2,Assault,Low,1
6688,20230702,6,Robbery,High,1
6689,20231225,1,Assault,Low,0
6690,20241226,1,Robbery,High,1
6691,20210401,1,Robbery,Medium,1
6692,20220828,1,Assault,Low,0
6693,20240618,1,Cybercrime,Medium,1
6694,20240321,5,Assault,High,0
6695,20220415,1,Robbery,Low,0
6696,20241015,1,Cybercrime,Low,1
6697,20250202,1,Cybercrime,Medium,1
6698,20251211,5,Robbery,Medium,0
6699,20220719,3,Cybercrime,Medium,1
6700,20240407,6,Robbery,Medium,0
6701,20250121,5,Cybercrime,Medium,1
6702,20210815,1,Robbery,High,1
6703,20250707,3,Robbery,Low,0
6704,20221026,1,Robbery,Low,1
6705,20211107,1,Robbery,Medium,1
6706,20230630,2,Assault,Low,1
6707,20221020,3,Robbery,Low,0
6708,20220717,2,Assault,Medium,0
6709,20250813,5,Robbery,High,1
6710,20211203,7,Robbery,Medium,1
6711,20240925,4,Cybercrime,Low,1
6712,20221115,6,Robbery,Medium,1
6713,20241117,4,Assault,High,1
6714,20240525,2,Cybercrime,High,0
6715,20240628,2,Assault,High,1
6716,20240208,2,Cybercrime,High,1
6717,20250528,1,Assault,Medium,0
6718,20210827,3,Robbery,Low,0
6719,20231004,3,Assault,High,1
6720,20241118,1,Robbery,Low,1
6721,20251005,2,Assault,Low,1
6722,20250107,5,Robbery,Medium,1
6723,20210107,1,Robbery,Low,1
6724,20210518,1,Cybercrime,High,1
6725,20231124,5,Robbery,High,1
6726,20220313,1,Assault,Medium,1
6727,20251204,7,Assault,Low,1
6728,20220331,4,Assault,High,1
6729,20250807,1,Robbery,Medium,1
6730,20251124,6,Cybercrime,Medium,0
6731,20230611,1,Cybercrime,High,1
6732,20210704,5,Cybercrime,Medium,1
6733,20220305,3,Cybercrime,Medium,0
6734,20240803,7,Cybercrime,Low,0
6735,20210123,2,Robbery,Medium,1
6736,20211115,1,Assault,Medium,1
6737,20210903,3,Cybercrime,Medium,1
6738,20250915,1,Robbery,Low,0
6739,20230517,1,Cybercrime,Low,1
6740,20250831,2,Assault,Medium,1
6741,20210531,1,Assault,High,1
6742,20250716,1,Assault,High,0
6743,20250211,1,Cybercrime,Medium,1
6744,20220312,3,Robbery,High,1
6745,20230709,2,Cybercrime,Medium,0
6746,20220223,2,Cybercrime,High,0
6747,20241117,7,Robbery,High,1
6748,20231213,1,Robbery,Medium,1
6749,20210512,4,Cybercrime,Medium,0
6750,20230828,1,Cybercrime,High,1
6751,20210225,3,Cybercrime,Medium,1
6752,20250906,4,Assault,High,1
6753,20210113,1,Assault,Medium,1
6754,20250612,1,Robbery,Low,1
6755,20230417,1,Cybercrime,Low,1
6756,20211002,4,Assault,Medium,1
6757,20230804,3,Cybercrime,Low,1
6758,20231229,7,Cybercrime,Low,1
6759,20230401,1,Cybercrime,Low,1
6760,20230502,1,Assault,Low,1
6761,20250514,6,Robbery,High,1
6762,20250126,3,Robbery,Low,1
6763,20250906,1,Cybercrime,Medium,1
6764,20250708,6,Cybercrime,Medium,0
6765,20241026,6,Robbery,Low,1
6766,20230726,1,Robbery,High,1
6767,20240609,1,Robbery,Low,1
6768,20240709,6,Assault,High,1
6769,20250601,3,Cybercrime,High,1
6770,20231113,6,Cybercrime,Low,0
6771,20210713,6,Assault,Low,0
6772,20250215,6,Robbery,Medium,0
6773,20250824,7,Assault,Low,1
6774,20221019,1,Assault,Low,0
6775,20241102,2,Robbery,Low,0
6776,20230323,3,Cybercrime,Medium,1
6777,20230810,4,Cybercrime,Medium,1
6778,20220405,6,Robbery,Low,1
6779,20250714,1,Cybercrime,Medium,1
6780,20250430,6,Cybercrime,Medium,1
6781,20230101,1,Assault,Low,0
6782,20250412,1,Robbery,Low,1
6783,20230812,1,Robbery,Low,1
6784,20230208,4,Cybercrime,Medium,1
6785,20211017,5,Robbery,High,1
6786,20220817,2,Cybercrime,High,1
6787,20210308,3,Cybercrime,High,1
6788,20230519,1,Assault,Medium,1
6789,20230614,4,Robbery,Low,1
6790,20210708,1,Assault,Low,1
6791,20220329,6,Robbery,Medium,0
6792,20221006,2,Cybercrime,Medium,1
6793,20210214,1,Robbery,Medium,0
6794,20221015,1,Robbery,Low,0
6795,20250418,1,Cybercrime,Low,0
6796,20210318,1,Robbery,Low,1
6797,20220406,5,Cybercrime,Low,1
6798,20240726,1,Assault,Medium,1
6799,20240912,6,Cybercrime,Medium,0
6800,20211216,5,Assault,Medium,1
6801,20220801,3,Robbery,Medium,1
6802,20230502,2,Assault,Medium,1
6803,20230410,5,Cybercrime,High,1
6804,20230605,1,Cybercrime,High,1
6805,20221105,1,Cybercrime,High,1
6806,20230109,5,Cybercrime,Low,0
6807,20210626,1,Assault,High,1
6808,20230225,1,Robbery,High,1
6809,20250621,1,Robbery,Low,1
6810,20240504,7,Cybercrime,Low,1
6811,20250507,1,Assault,High,1
6812,20250323,1,Assault,High,1
6813,20220815,1,Assault,Medium,0
6814,20250114,6,Cybercrime,Medium,0
6815,20230416,3,Assault,Medium,1
6816,20240125,5,Cybercrime,High,0
6817,20210521,6,Cybercrime,Low,1
6818,20240420,4,Robbery,Medium,1
6819,20210823,1,Cybercrime,High,1
6820,20230816,6,Robbery,Low,0
6821,20251011,4,Robbery,Low,1
6822,20240318,1,Assault,Medium,1
6823,20231201,2,Cybercrime,Low,1
6824,20230223,6,Cybercrime,High,1
6825,20250221,1,Robbery,Low,1
6826,20230302,3,Assault,High,1
6827,20250331,5,Cybercrime,High,0
6828,20210403,5,Assault,Low,1
6829,20220717,3,Assault,Low,0
6830,20220827,5,Assault,Medium,1
6831,20250201,7,Assault,Low,0
6832,20230523,5,Robbery,Medium,1
6833,20221007,3,Robbery,Low,1
6834,20240722,4,Cybercrime,Low,1
6835,20220606,2,Assault,Medium,0
6836,20230524,2,Cybercrime,Low,0
6837,20210512,1,Cybercrime,Low,1
6838,20220304,1,Assault,Low,0
6839,20231208,2,Robbery,High,0
6840,20211124,1,Robbery,Low,0
6841,20230819,1,Assault,Medium,1
6842,20241217,3,Cybercrime,High,1
6843,20240721,2,Cybercrime,Low,1
6844,20231126,6,Robbery,Medium,0
6845,20250624,1,Robbery,Medium,1
6846,20230927,2,Cybercrime,Low,1
6847,20220516,6,Assault,Low,1
6848,20250722,2,Robbery,Low,0
6849,20251115,1,Assault,Low,0
6850,20240823,6,Assault,Medium,1
6851,20220606,5,Robbery,Medium,1
6852,20221002,6,Robbery,High,1
6853,20231026,1,Robbery,High,1
6854,20210116,1,Assault,Medium,1
6855,20220116,1,Cybercrime,Low,0
6856,20221228,1,Cybercrime,High,1
6857,20220702,4,Cybercrime,Medium,1
6858,20210111,2,Cybercrime,Medium,0
6859,20240615,1,Assault,Medium,1
6860,20220718,5,Robbery,Low,0
6861,20210506,1,Robbery,Medium,0
6862,20250603,1,Robbery,High,1
6863,20240318,1,Robbery,Low,1
6864,20210725,1,Robbery,Low,1
6865,20220717,1,Cybercrime,High,0
6866,20221124,1,Assault,Medium,1
6867,20240623,4,Assault,High,1
6868,20241218,6,Robbery,Medium,0
6869,20250209,1,Robbery,Medium,0
6870,20210913,1,Robbery,Low,0
6871,20250227,5,Assault,High,1
6872,20220511,5,Cybercrime,Low,1
6873,20241208,1,Cybercrime,Low,1
6874,20230902,1,Assault,Medium,1
6875,20230514,4,Assault,Medium,1
6876,20230206,1,Assault,Low,1
6877,20211018,7,Cybercrime,High,1
6878,20251015,3,Assault,Medium,1
6879,20220622,5,Assault,High,1
6880,20240808,2,Robbery,High,1
6881,20241213,1,Assault,Low,1
6882,20220206,7,Robbery,High,1
6883,20220305,1,Assault,Low,1
6884,20220109,4,Assault,Medium,1
6885,20221102,1,Cybercrime,Medium,0
6886,20251021,2,Robbery,Low,0
6887,20211118,3,Assault,Low,0
6888,20220330,4,Cybercrime,Medium,0
6889,20230504,4,Assault,High,1
6890,20250116,4,Cybercrime,Medium,1
6891,20211218,3,Robbery,High,0
6892,20210510,1,Robbery,Medium,1
6893,20250828,6,Cybercrime,Medium,1
6894,20210815,6,Cybercrime,High,1
6895,20230619,6,Robbery,Low,0
6896,20231125,1,Assault,Medium,1
